Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step,Capacity,SOH
4.1884611,-0.002775036,24.654236,-0.0006,0,0,1.8352625,0.91763126
4.1877522,0.000233713,24.652244,-0.0006,4.203,16.766,1.8352625,0.91763126
3.9816129,-2.0116665,24.697864,-1.9982,3.055,35.75,1.8352625,0.91763126
3.9600152,-2.0124047,24.847022,-1.9982,3.023,53.813,1.8352625,0.91763126
3.9436637,-2.0116612,25.017732,-1.9982,2.999,72.047,1.8352625,0.91763126
3.9299162,-2.0123948,25.212924,-1.9982,2.982,90.219,1.8352625,0.91763126
3.918308,-2.0132302,25.404616,-1.9982,2.97,108.375,1.8352625,0.91763126
3.9081008,-2.0129894,25.589108,-1.9982,2.961,126.578,1.8352625,0.91763126
3.8991382,-2.0103738,25.767711,-1.9982,2.952,144.782,1.8352625,0.91763126
3.8904897,-2.0139767,25.941809,-1.9982,2.943,163.016,1.8352625,0.91763126
3.882798,-2.0126276,26.133063,-1.9982,2.935,181.203,1.8352625,0.91763126
3.8754478,-2.0110982,26.308988,-1.9982,2.93,199.375,1.8352625,0.91763126
3.868565,-2.0115444,26.477176,-1.9982,2.924,217.594,1.8352625,0.91763126
3.8619088,-2.0125345,26.653904,-1.9982,2.917,235.86,1.8352625,0.91763126
3.8554849,-2.0122311,26.823784,-1.9982,2.911,254.063,1.8352625,0.91763126
3.8493505,-2.0132757,26.988377,-1.9982,2.905,272.235,1.8352625,0.91763126
3.843262,-2.0098505,27.15974,-1.9982,2.899,290.36,1.8352625,0.91763126
3.8376863,-2.010516,27.316669,-1.9982,2.894,308.547,1.8352625,0.91763126
3.8323686,-2.011171,27.471316,-1.9982,2.889,326.782,1.8352625,0.91763126
3.8272039,-2.0150201,27.630931,-1.9982,2.884,344.86,1.8352625,0.91763126
3.8218364,-2.0118331,27.782653,-1.9982,2.879,363.094,1.8352625,0.91763126
3.8168363,-2.0120151,27.937495,-1.9982,2.874,381.25,1.8352625,0.91763126
3.8119165,-2.0122372,28.086682,-1.9982,2.87,399.391,1.8352625,0.91763126
3.8068857,-2.01194,28.22689,-1.9982,2.865,417.5,1.8352625,0.91763126
3.8018504,-2.011991,28.3833,-1.9982,2.86,435.61,1.8352625,0.91763126
3.7967833,-2.0114561,28.519199,-1.9982,2.855,453.813,1.8352625,0.91763126
3.7916998,-2.0127004,28.658598,-1.9982,2.851,471.969,1.8352625,0.91763126
3.7866396,-2.0128837,28.794685,-1.9982,2.846,490.282,1.8352625,0.91763126
3.7814983,-2.0123916,28.927038,-1.9982,2.841,508.485,1.8352625,0.91763126
3.7769922,-2.0123434,29.041575,-1.9982,2.837,526.625,1.8352625,0.91763126
3.7718917,-2.0130917,29.165211,-1.9982,2.832,544.875,1.8352625,0.91763126
3.767054,-2.0117977,29.27534,-1.9982,2.827,563.094,1.8352625,0.91763126
3.7623978,-2.0126247,29.386803,-1.9982,2.823,581.235,1.8352625,0.91763126
3.757889,-2.0124843,29.477049,-1.9982,2.819,599.469,1.8352625,0.91763126
3.7533239,-2.0137838,29.565669,-1.9982,2.814,617.563,1.8352625,0.91763126
3.7491494,-2.0132444,29.650336,-1.9982,2.81,635.828,1.8352625,0.91763126
3.7449472,-2.0102313,29.728399,-1.9982,2.805,653.953,1.8352625,0.91763126
3.7408019,-2.0117316,29.800497,-1.9982,2.801,672.125,1.8352625,0.91763126
3.736466,-2.015936,29.865493,-1.9982,2.797,690.391,1.8352625,0.91763126
3.7324319,-2.0152103,29.923036,-1.9982,2.793,708.563,1.8352625,0.91763126
3.7284704,-2.0117926,29.983085,-1.9982,2.789,726.766,1.8352625,0.91763126
3.7244638,-2.0132594,30.03615,-1.9982,2.785,745.094,1.8352625,0.91763126
3.7203226,-2.0142557,30.084931,-1.9982,2.782,763.344,1.8352625,0.91763126
3.7161639,-2.0126603,30.130113,-1.9982,2.777,781.625,1.8352625,0.91763126
3.7123765,-2.0104205,30.181641,-1.9984,2.773,800.016,1.8352625,0.91763126
3.7083779,-2.0116362,30.222947,-1.9982,2.769,818.453,1.8352625,0.91763126
3.7043708,-2.0143075,30.266443,-1.9982,2.766,836.578,1.8352625,0.91763126
3.7009163,-2.0107928,30.318204,-1.9982,2.762,854.938,1.8352625,0.91763126
3.6968435,-2.0143831,30.359349,-1.9982,2.758,873.328,1.8352625,0.91763126
3.6928354,-2.013853,30.403617,-1.9982,2.755,891.735,1.8352625,0.91763126
3.6888521,-2.0089621,30.445904,-1.9982,2.751,910.078,1.8352625,0.91763126
3.6850454,-2.012398,30.491902,-1.9982,2.747,928.547,1.8352625,0.91763126
3.6812705,-2.0110304,30.544506,-1.9982,2.743,946.828,1.8352625,0.91763126
3.6776116,-2.0106433,30.575065,-1.9982,2.74,965.188,1.8352625,0.91763126
3.674014,-2.0110647,30.627075,-1.9982,2.736,983.5,1.8352625,0.91763126
3.6704053,-2.0147908,30.671949,-1.9982,2.733,1001.922,1.8352625,0.91763126
3.6665332,-2.0127833,30.733186,-1.9982,2.729,1020.188,1.8352625,0.91763126
3.6630094,-2.0151487,30.773399,-1.9982,2.725,1038.532,1.8352625,0.91763126
3.6594444,-2.0118451,30.819267,-1.9982,2.722,1056.86,1.8352625,0.91763126
3.656011,-2.0117748,30.86852,-1.9982,2.718,1075.125,1.8352625,0.91763126
3.6522475,-2.0134555,30.921954,-1.9982,2.715,1093.61,1.8352625,0.91763126
3.6487744,-2.0137619,30.981576,-1.9984,2.711,1111.969,1.8352625,0.91763126
3.6452989,-2.0123232,31.040527,-1.9982,2.708,1130.297,1.8352625,0.91763126
3.6420682,-2.0147351,31.092732,-1.9982,2.705,1148.672,1.8352625,0.91763126
3.6383823,-2.0081209,31.142323,-1.9982,2.701,1167.078,1.8352625,0.91763126
3.634909,-2.0105583,31.201382,-1.9982,2.698,1185.563,1.8352625,0.91763126
3.6315916,-2.0117032,31.254472,-1.9982,2.695,1203.985,1.8352625,0.91763126
3.6283952,-2.010462,31.30492,-1.9982,2.691,1222.36,1.8352625,0.91763126
3.6247101,-2.0118767,31.357866,-1.9982,2.688,1240.907,1.8352625,0.91763126
3.6215733,-2.0106662,31.419441,-1.9982,2.685,1259.297,1.8352625,0.91763126
3.6184356,-2.0139994,31.474131,-1.9982,2.681,1277.766,1.8352625,0.91763126
3.6149687,-2.0146016,31.519563,-1.9982,2.679,1296.094,1.8352625,0.91763126
3.6119892,-2.0114282,31.569329,-1.9982,2.675,1314.532,1.8352625,0.91763126
3.608431,-2.0124716,31.615262,-1.9982,2.672,1332.922,1.8352625,0.91763126
3.605438,-2.0114423,31.670033,-1.9982,2.669,1351.469,1.8352625,0.91763126
3.6022521,-2.0106328,31.71537,-1.9982,2.666,1369.86,1.8352625,0.91763126
3.5988859,-2.013554,31.773372,-1.9982,2.663,1388.375,1.8352625,0.91763126
3.5959263,-2.0119106,31.820387,-1.9984,2.66,1406.969,1.8352625,0.91763126
3.5929213,-2.0110916,31.858672,-1.9982,2.657,1425.5,1.8352625,0.91763126
3.5898068,-2.0111134,31.917224,-1.9982,2.654,1444.078,1.8352625,0.91763126
3.5866043,-2.01224,31.968868,-1.9982,2.65,1462.657,1.8352625,0.91763126
3.5836208,-2.0102725,32.011353,-1.9982,2.648,1481.157,1.8352625,0.91763126
3.5806276,-2.0129478,32.05473,-1.9982,2.644,1499.719,1.8352625,0.91763126
3.5777018,-2.0116858,32.114629,-1.9982,2.642,1518.282,1.8352625,0.91763126
3.5745867,-2.013643,32.168558,-1.9982,2.638,1536.875,1.8352625,0.91763126
3.571663,-2.0109088,32.207238,-1.9982,2.636,1555.375,1.8352625,0.91763126
3.568761,-2.0093867,32.262682,-1.9982,2.633,1574.157,1.8352625,0.91763126
3.5660428,-2.0105885,32.309467,-1.9982,2.63,1592.703,1.8352625,0.91763126
3.5629847,-2.0135903,32.35475,-1.9982,2.627,1611.188,1.8352625,0.91763126
3.5601113,-2.011312,32.393861,-1.9982,2.624,1629.75,1.8352625,0.91763126
3.557513,-2.0132636,32.448717,-1.9982,2.622,1648.344,1.8352625,0.91763126
3.5546934,-2.015556,32.493691,-1.9982,2.619,1666.953,1.8352625,0.91763126
3.5519885,-2.0127837,32.536573,-1.9982,2.616,1685.672,1.8352625,0.91763126
3.5495538,-2.0137026,32.579216,-1.9982,2.614,1704.219,1.8352625,0.91763126
3.5464929,-2.0116725,32.616804,-1.9982,2.611,1722.813,1.8352625,0.91763126
3.544031,-2.0107929,32.66634,-1.9982,2.608,1741.453,1.8352625,0.91763126
3.5414995,-2.010377,32.721076,-1.9982,2.606,1760.219,1.8352625,0.91763126
3.538966,-2.0105647,32.749265,-1.9982,2.603,1778.922,1.8352625,0.91763126
3.5365081,-2.0120594,32.803771,-1.9982,2.601,1797.532,1.8352625,0.91763126
3.5340806,-2.0151234,32.841554,-1.9982,2.598,1816.235,1.8352625,0.91763126
3.5314613,-2.0123697,32.879422,-1.9982,2.596,1835.032,1.8352625,0.91763126
3.5292741,-2.0127919,32.923811,-1.9982,2.594,1853.86,1.8352625,0.91763126
3.5269046,-2.0114693,32.97574,-1.9984,2.592,1872.625,1.8352625,0.91763126
3.524647,-2.0121911,33.017881,-1.9982,2.589,1891.375,1.8352625,0.91763126
3.5223117,-2.0107568,33.058354,-1.9982,2.587,1910.11,1.8352625,0.91763126
3.5202364,-2.01105,33.099644,-1.9982,2.585,1928.844,1.8352625,0.91763126
3.5179358,-2.0080079,33.134254,-1.9982,2.582,1947.61,1.8352625,0.91763126
3.5158325,-2.013655,33.195742,-1.9984,2.58,1966.328,1.8352625,0.91763126
3.5136065,-2.0086174,33.241991,-1.9982,2.578,1985,1.8352625,0.91763126
3.5117235,-2.0115492,33.280403,-1.9982,2.576,2003.797,1.8352625,0.91763126
3.5097179,-2.0104554,33.323647,-1.9982,2.574,2022.703,1.8352625,0.91763126
3.507674,-2.0109607,33.371845,-1.9982,2.572,2041.438,1.8352625,0.91763126
3.5055533,-2.0109852,33.407983,-1.9982,2.57,2060.36,1.8352625,0.91763126
3.5040041,-2.0151457,33.456914,-1.9982,2.568,2079.094,1.8352625,0.91763126
3.5021713,-2.0111949,33.503404,-1.9982,2.566,2097.86,1.8352625,0.91763126
3.5000255,-2.0119364,33.538292,-1.9982,2.564,2116.719,1.8352625,0.91763126
3.4979416,-2.0099026,33.602392,-1.9982,2.562,2135.578,1.8352625,0.91763126
3.4964329,-2.0124542,33.651277,-1.9982,2.561,2154.438,1.8352625,0.91763126
3.4945507,-2.014167,33.682504,-1.9982,2.559,2173.375,1.8352625,0.91763126
3.4926068,-2.0138904,33.736704,-1.9982,2.557,2192.297,1.8352625,0.91763126
3.4909542,-2.0125376,33.783831,-1.9982,2.555,2211.125,1.8352625,0.91763126
3.4886806,-2.0114031,33.841327,-1.9982,2.554,2229.953,1.8352625,0.91763126
3.4869601,-2.0127407,33.885786,-1.9982,2.552,2248.828,1.8352625,0.91763126
3.4849279,-2.0102173,33.929329,-1.9982,2.55,2267.766,1.8352625,0.91763126
3.4831184,-2.0123425,33.987679,-1.9982,2.548,2286.719,1.8352625,0.91763126
3.4812465,-2.0126439,34.046932,-1.9982,2.546,2305.657,1.8352625,0.91763126
3.479405,-2.0143081,34.09087,-1.9982,2.544,2324.688,1.8352625,0.91763126
3.4773381,-2.0124227,34.142855,-1.9984,2.542,2343.672,1.8352625,0.91763126
3.4753486,-2.0097105,34.197877,-1.9982,2.54,2362.625,1.8352625,0.91763126
3.4731571,-2.0109116,34.251176,-1.9982,2.538,2381.594,1.8352625,0.91763126
3.4710777,-2.011873,34.302795,-1.9982,2.536,2400.578,1.8352625,0.91763126
3.4689789,-2.0084876,34.357244,-1.9982,2.533,2419.641,1.8352625,0.91763126
3.4668774,-2.0131647,34.421119,-1.9982,2.531,2438.625,1.8352625,0.91763126
3.4647241,-2.0121048,34.484343,-1.9982,2.529,2457.703,1.8352625,0.91763126
3.4621856,-2.0126133,34.536519,-1.9982,2.527,2476.953,1.8352625,0.91763126
3.4601615,-2.0127268,34.591006,-1.9982,2.525,2496.141,1.8352625,0.91763126
3.4575994,-2.0115549,34.653742,-1.9982,2.522,2515.203,1.8352625,0.91763126
3.4551822,-2.0098361,34.725211,-1.9982,2.52,2534.313,1.8352625,0.91763126
3.4528364,-2.0124688,34.785729,-1.9982,2.518,2553.344,1.8352625,0.91763126
3.4502115,-2.0143334,34.845811,-1.9982,2.515,2572.375,1.8352625,0.91763126
3.4475979,-2.0118337,34.910209,-1.9982,2.512,2591.657,1.8352625,0.91763126
3.4448994,-2.0144659,34.983593,-1.9982,2.51,2610.797,1.8352625,0.91763126
3.4420415,-2.0146946,35.051108,-1.9982,2.507,2630,1.8352625,0.91763126
3.4391216,-2.0121073,35.110548,-1.9982,2.504,2649.125,1.8352625,0.91763126
3.4361754,-2.0142666,35.180316,-1.9982,2.502,2668.235,1.8352625,0.91763126
3.433168,-2.0155592,35.258574,-1.9984,2.498,2687.438,1.8352625,0.91763126
3.429868,-2.0085371,35.336303,-1.9982,2.495,2706.86,1.8352625,0.91763126
3.4263612,-2.011946,35.403441,-1.9982,2.492,2726.11,1.8352625,0.91763126
3.4230383,-2.0130584,35.473729,-1.9982,2.488,2745.344,1.8352625,0.91763126
3.4193768,-2.0107436,35.557909,-1.9982,2.485,2764.61,1.8352625,0.91763126
3.4157877,-2.0135609,35.627737,-1.9982,2.481,2783.891,1.8352625,0.91763126
3.4116211,-2.0130663,35.703943,-1.9982,2.478,2803.219,1.8352625,0.91763126
3.4073618,-2.0130049,35.76904,-1.9982,2.473,2822.438,1.8352625,0.91763126
3.4030003,-2.0125937,35.855531,-1.9982,2.469,2841.703,1.8352625,0.91763126
3.3982536,-2.0130514,35.925906,-1.9982,2.464,2860.907,1.8352625,0.91763126
3.3933384,-2.012854,35.993222,-1.9982,2.46,2880.203,1.8352625,0.91763126
3.3876623,-2.0136662,36.07677,-1.9982,2.454,2899.547,1.8352625,0.91763126
3.3818768,-2.0114783,36.147918,-1.9982,2.448,2918.985,1.8352625,0.91763126
3.3751524,-2.0121235,36.232403,-1.9982,2.442,2938.266,1.8352625,0.91763126
3.3677882,-2.013321,36.311959,-1.9982,2.436,2957.75,1.8352625,0.91763126
3.3598168,-2.0119306,36.405196,-1.9982,2.428,2977.188,1.8352625,0.91763126
3.3505731,-2.010399,36.49142,-1.9982,2.419,2996.703,1.8352625,0.91763126
