Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step,Capacity,SOH
4.1999985,-0.001823829,23.566096,0.0006,0,0,1.8046099,0.90230495
4.1991051,-0.001719899,23.57188,0.0008,4.215,9.406,1.8046099,0.90230495
4.0087944,-2.0119682,23.594223,1.9982,3.034,19.625,1.8046099,0.90230495
3.993741,-2.0134377,23.656779,1.9982,3.016,28.984,1.8046099,0.90230495
3.9819355,-2.0101266,23.737409,1.9982,3.006,38.344,1.8046099,0.90230495
3.9720255,-2.0133054,23.821295,1.9982,2.997,47.765,1.8046099,0.90230495
3.9636047,-2.0129138,23.903846,1.9982,2.989,57.094,1.8046099,0.90230495
3.9558013,-2.0113224,24.001485,1.9982,2.977,66.515,1.8046099,0.90230495
3.9488761,-2.0123857,24.098456,1.9982,2.963,75.906,1.8046099,0.90230495
3.9424785,-2.0152145,24.188341,1.9982,2.957,85.297,1.8046099,0.90230495
3.9365596,-2.0149021,24.280674,1.9982,2.951,94.64,1.8046099,0.90230495
3.9309467,-2.0132149,24.399916,1.9982,2.949,104.015,1.8046099,0.90230495
3.9255963,-2.0133266,24.502011,1.9982,2.945,113.344,1.8046099,0.90230495
3.9209079,-2.0118229,24.589897,1.9982,2.942,122.719,1.8046099,0.90230495
3.9161883,-2.0125747,24.672078,1.9982,2.939,132.094,1.8046099,0.90230495
3.9117017,-2.0153967,24.778832,1.9982,2.935,141.437,1.8046099,0.90230495
3.9074972,-2.0128622,24.885977,1.9982,2.931,150.797,1.8046099,0.90230495
3.9028487,-2.0129155,24.973981,1.9982,2.927,160.203,1.8046099,0.90230495
3.8990826,-2.0132504,25.089914,1.9982,2.925,169.547,1.8046099,0.90230495
3.8953047,-2.0071389,25.171296,1.9982,2.921,178.89,1.8046099,0.90230495
3.8914248,-2.0115019,25.258576,1.9982,2.918,188.265,1.8046099,0.90230495
3.8877486,-2.010701,25.356608,1.9982,2.915,197.64,1.8046099,0.90230495
3.8840204,-2.011182,25.442478,1.9982,2.913,207,1.8046099,0.90230495
3.8806371,-2.0136675,25.533116,1.9982,2.909,216.344,1.8046099,0.90230495
3.8771527,-2.0143206,25.633393,1.9982,2.906,225.719,1.8046099,0.90230495
3.8739133,-2.0144463,25.720743,1.9982,2.903,235.078,1.8046099,0.90230495
3.8707295,-2.0106339,25.810218,1.9982,2.9,244.406,1.8046099,0.90230495
3.8673142,-2.0107815,25.936507,1.9982,2.897,253.734,1.8046099,0.90230495
3.8640832,-2.0131729,25.996729,1.9982,2.895,263.109,1.8046099,0.90230495
3.8610302,-2.0119572,26.097176,1.9982,2.892,272.484,1.8046099,0.90230495
3.8578739,-2.0111821,26.188285,1.9982,2.889,281.89,1.8046099,0.90230495
3.8548836,-2.0103477,26.276367,1.9982,2.885,291.328,1.8046099,0.90230495
3.8518014,-2.0127193,26.350336,1.9982,2.883,300.656,1.8046099,0.90230495
3.8491055,-2.0125016,26.433746,1.9982,2.879,310.109,1.8046099,0.90230495
3.8462395,-2.0118467,26.525628,1.9982,2.877,319.453,1.8046099,0.90230495
3.8435224,-2.0121096,26.623224,1.9982,2.875,328.781,1.8046099,0.90230495
3.8409827,-2.0154004,26.702176,1.9982,2.871,338.187,1.8046099,0.90230495
3.8384148,-2.014204,26.760756,1.9982,2.868,347.562,1.8046099,0.90230495
3.8354968,-2.0100797,26.843367,1.9982,2.866,356.906,1.8046099,0.90230495
3.8331571,-2.013333,26.937914,1.9982,2.863,366.281,1.8046099,0.90230495
3.830411,-2.010239,27.028068,1.9982,2.86,375.625,1.8046099,0.90230495
3.8280349,-2.0136129,27.093334,1.9982,2.858,385,1.8046099,0.90230495
