Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step,Capacity,SOH
4.1888158,-0.005055568,24.522297,-0.0006,0,0,1.8356617,0.91783083
4.1879392,-0.000923209,24.514427,-0.0006,4.203,16.719,1.8356617,0.91783083
3.9834396,-2.0127851,24.5802,-1.9982,3.055,35.703,1.8356617,0.91783083
3.9619183,-2.0116407,24.719499,-1.9984,3.024,53.906,1.8356617,0.91783083
3.945806,-2.011013,24.898647,-1.9982,2.999,71.953,1.8356617,0.91783083
3.9325196,-2.0138529,25.075381,-1.9982,2.981,90.11,1.8356617,0.91783083
3.920919,-2.0108182,25.266789,-1.9982,2.969,108.25,1.8356617,0.91783083
3.9109574,-2.0100059,25.44893,-1.9982,2.959,126.25,1.8356617,0.91783083
3.9018652,-2.0110479,25.631875,-1.9984,2.95,144.36,1.8356617,0.91783083
3.8935301,-2.0129087,25.812059,-1.9982,2.943,162.563,1.8356617,0.91783083
3.8855972,-2.0118402,25.993391,-1.9982,2.936,180.781,1.8356617,0.91783083
3.8785322,-2.0126617,26.168282,-1.9982,2.929,199,1.8356617,0.91783083
3.8715686,-2.0150311,26.347306,-1.9982,2.923,217.188,1.8356617,0.91783083
3.8648388,-2.0138551,26.514199,-1.9982,2.917,235.36,1.8356617,0.91783083
3.8586694,-2.0142159,26.688156,-1.9982,2.911,253.594,1.8356617,0.91783083
3.8525468,-2.0123346,26.846993,-1.9984,2.905,271.719,1.8356617,0.91783083
3.8462022,-2.0107143,27.014813,-1.9982,2.898,289.906,1.8356617,0.91783083
3.840896,-2.0147712,27.165175,-1.9982,2.893,308.016,1.8356617,0.91783083
3.8353872,-2.012887,27.322462,-1.9982,2.887,326.297,1.8356617,0.91783083
3.8301174,-2.0112548,27.494835,-1.9982,2.883,344.5,1.8356617,0.91783083
3.8250631,-2.0121606,27.636094,-1.9982,2.878,362.641,1.8356617,0.91783083
3.8200368,-2.0154682,27.790626,-1.9982,2.873,380.86,1.8356617,0.91783083
3.815048,-2.0127328,27.938924,-1.9982,2.869,399.078,1.8356617,0.91783083
3.8099896,-2.0136814,28.096731,-1.9984,2.864,417.203,1.8356617,0.91783083
3.8048598,-2.014846,28.251967,-1.9982,2.86,435.406,1.8356617,0.91783083
3.799833,-2.0129722,28.392371,-1.9982,2.855,453.61,1.8356617,0.91783083
3.7947751,-2.0145441,28.533216,-1.9982,2.85,471.797,1.8356617,0.91783083
3.7897377,-2.0149359,28.667399,-1.9982,2.845,490.016,1.8356617,0.91783083
3.7848736,-2.011968,28.792618,-1.9982,2.841,508.156,1.8356617,0.91783083
3.7795712,-2.0126381,28.911337,-1.9982,2.837,526.313,1.8356617,0.91783083
3.7747177,-2.011422,29.024755,-1.9984,2.832,544.516,1.8356617,0.91783083
3.7699984,-2.0137414,29.14242,-1.9982,2.827,562.766,1.8356617,0.91783083
3.765242,-2.0113463,29.249771,-1.9982,2.823,580.922,1.8356617,0.91783083
3.760686,-2.0143216,29.349385,-1.9982,2.818,599.125,1.8356617,0.91783083
3.7562495,-2.014299,29.451399,-1.9982,2.814,617.25,1.8356617,0.91783083
3.7517711,-2.0130346,29.539072,-1.9982,2.81,635.485,1.8356617,0.91783083
3.7475551,-2.013165,29.623714,-1.9982,2.806,653.813,1.8356617,0.91783083
3.7430119,-2.0153343,29.698381,-1.9982,2.801,672.219,1.8356617,0.91783083
3.7390355,-2.0144823,29.771635,-1.9982,2.798,690.406,1.8356617,0.91783083
3.734808,-2.0136617,29.816802,-1.9982,2.794,708.781,1.8356617,0.91783083
3.7305829,-2.0113172,29.869834,-1.9982,2.79,727.016,1.8356617,0.91783083
3.7266989,-2.015351,29.922798,-1.9982,2.786,745.328,1.8356617,0.91783083
3.7226906,-2.0153934,29.966562,-1.9982,2.783,763.516,1.8356617,0.91783083
3.7188707,-2.0121966,30.014564,-1.9982,2.779,781.781,1.8356617,0.91783083
3.7148876,-2.0117266,30.060169,-1.9982,2.775,800.047,1.8356617,0.91783083
3.7108847,-2.0129289,30.110236,-1.9984,2.771,818.297,1.8356617,0.91783083
3.7068992,-2.0111684,30.143643,-1.9982,2.767,836.594,1.8356617,0.91783083
3.7029484,-2.0113747,30.183199,-1.9982,2.763,855,1.8356617,0.91783083
3.6991392,-2.0111528,30.225224,-1.9984,2.759,873.36,1.8356617,0.91783083
3.6952248,-2.0125495,30.267786,-1.9982,2.755,891.547,1.8356617,0.91783083
3.6911358,-2.0127611,30.31161,-1.9984,2.752,909.813,1.8356617,0.91783083
3.6874495,-2.0151239,30.35701,-1.9984,2.749,928.281,1.8356617,0.91783083
3.6837112,-2.0110938,30.404481,-1.9984,2.745,946.547,1.8356617,0.91783083
3.6796902,-2.0111021,30.455392,-1.9982,2.741,964.938,1.8356617,0.91783083
3.676026,-2.013695,30.498765,-1.9984,2.737,983.235,1.8356617,0.91783083
3.6725321,-2.0144113,30.54961,-1.9984,2.734,1001.516,1.8356617,0.91783083
3.6686832,-2.0114469,30.59073,-1.9982,2.73,1019.813,1.8356617,0.91783083
