3.69906157480869,-0.00227786842054379,25.7217528158917,0,0.003,0
3.33667487011519,-3.77924790310453,25.717153738861,-3.778,1.506,2.484
3.82154741500351,1.50910538392285,25.7426886717628,1.5,4.558,5.156
3.8339617142418,1.5086016607,25.7521638980552,1.5,4.575,7.625
3.84189618576143,1.50910988298212,25.7604584296763,1.5,4.586,10.093
3.84734563826039,1.50998798718878,25.7713658591707,1.5,4.591,12.562
3.85205945598812,1.51366013345179,25.7757326527761,1.5,4.596,15.062
3.85599713615216,1.51479810381996,25.7739111981163,1.5,4.602,17.593
3.86047434768644,1.51084044596103,25.770869055529,1.5,4.602,20.14
3.86356493072823,1.50976405936718,25.7729184641947,1.5,4.607,22.687
3.86650435497661,1.51026491005652,25.7780095530704,1.5,4.613,25.187
3.8696284471942,1.51072961611518,25.7689178831861,1.5,4.613,27.718
3.87246937584031,1.51005726081045,25.7714632607802,1.5,4.618,30.234
3.87489772171723,1.50955525229078,25.7630068450742,1.5,4.618,32.765
3.87740913492171,1.51355790193002,25.7556537177432,1.498,4.623,35.281
3.8802706950449,1.51247066358729,25.7491118388222,1.5,4.623,37.796
3.88263247860909,1.51256670347408,25.7500112329399,1.5,4.629,40.265
3.88492255616781,1.51097756499362,25.7477044987843,1.5,4.629,42.75
3.88665246531542,1.51100496850715,25.7424694947797,1.498,4.634,45.218
3.88893480439945,1.51094899675229,25.7436437762869,1.5,4.634,47.687
3.89034233752239,1.50992436284366,25.7478201112311,1.5,4.634,50.187
3.8931099300023,1.51085953919762,25.7408134458024,1.5,4.64,52.687
3.89500023960386,1.50983197611845,25.7354511315524,1.5,4.64,55.218
3.89686208806525,1.51483549947263,25.7407268288283,1.5,4.64,57.765
3.89861265807625,1.50958361883084,25.7333052330197,1.5,4.645,60.281
3.90039588430336,1.51067322968242,25.729753462639,1.5,4.645,62.812
3.90247814337,1.50904462377473,25.7231078322388,1.5,4.645,65.328
3.90440676123142,1.50756661797372,25.7218654848717,1.498,4.65,67.843
3.90602934706818,1.50946821510802,25.7229752089782,1.5,4.65,70.375
3.9078483335271,1.51239262841208,25.7242982545371,1.5,4.656,72.89
3.90927665426834,1.51045118535919,25.7247148268305,1.5,4.656,75.421
3.91090433104458,1.51024254884126,25.7253421239686,1.5,4.656,77.937
3.9126200572131,1.51070567436278,25.7232467242409,1.5,4.656,80.468
3.9141537464823,1.50677510806844,25.7212444690848,1.5,4.661,82.984
3.91554622320708,1.51104649549768,25.7219623832671,1.498,4.661,85.5
3.9170870230592,1.50822663687444,25.7168432682183,1.5,4.661,88.031
3.91849368425927,1.51202687481839,25.7134554847246,1.498,4.661,90.5
