Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step
3.65875931,-0.00180164242,25.9952311,0,0.003,0
3.33489862,-3.7399805,25.9968566,-3.728,1.495,2.562
3.7686413,1.51096263,26.013103,1.5,4.51,5.234
3.78023032,1.50992189,26.0240278,1.5,4.526,7.687
3.78805432,1.50952961,26.0264613,1.5,4.537,10.156
3.79437096,1.51206845,26.0301649,1.5,4.542,12.64
3.79968749,1.50880849,26.0282216,1.5,4.548,15.125
3.80410483,1.50891803,26.0241664,1.5,4.553,17.656
3.80828352,1.51247993,26.0181233,1.5,4.558,20.125
3.81207089,1.50666306,26.0086558,1.5,4.564,22.593
3.81521375,1.50963462,25.9998488,1.5,4.564,25.093
3.81816013,1.51006667,25.9847913,1.498,4.569,27.562
3.82102896,1.51053837,25.9842937,1.5,4.569,30.078
3.82345097,1.50957945,25.9715831,1.5,4.575,32.593
3.82526241,1.51080212,25.959726,1.5,4.575,35.109
3.82771396,1.51015808,25.9561959,1.5,4.58,37.64
3.82957473,1.51086733,25.9435974,1.5,4.58,40.156
3.83114969,1.51025165,25.9408093,1.5,4.58,42.687
3.83288943,1.50764524,25.9296024,1.5,4.586,45.156
3.83444121,1.50874651,25.9148696,1.5,4.586,47.625
3.83553356,1.51038699,25.9098285,1.5,4.586,50.093
3.83678581,1.51145226,25.9020995,1.5,4.586,52.562
3.83785879,1.50990493,25.888152,1.498,4.591,55.046
3.83892492,1.51255746,25.8853695,1.498,4.591,57.562
3.84016769,1.50867,25.8769565,1.5,4.591,60.093
3.84106262,1.51302046,25.8644297,1.5,4.591,62.609
3.84226205,1.51039691,25.8613691,1.5,4.596,65.109
3.84328293,1.51396062,25.8503023,1.5,4.596,67.593
3.8440394,1.51135183,25.8445389,1.5,4.596,70.062
3.84476622,1.51286294,25.8363453,1.5,4.596,72.531
3.84573198,1.50982285,25.8378412,1.498,4.596,75.046
3.84645298,1.51213589,25.8291568,1.5,4.596,77.578
3.84721864,1.50995804,25.8193525,1.5,4.602,80.093
3.84802047,1.50998978,25.8169306,1.5,4.602,82.625
3.84905829,1.5097986,25.8021565,1.5,4.602,85.14
3.84966712,1.51184239,25.806424,1.5,4.602,87.671
3.85013049,1.51367344,25.7943625,1.498,4.602,90.187
3.85090697,1.51471023,25.7962883,1.5,4.602,92.718
3.85187327,1.50942014,25.7839385,1.498,4.602,95.234
3.85234918,1.50974372,25.781576,1.5,4.607,97.734
3.85292671,1.51225708,25.7821698,1.498,4.607,100.203
3.85363524,1.50974041,25.7683849,1.5,4.607,102.687
3.85451796,1.51200554,25.7676703,1.5,4.607,105.156
3.85501537,1.50940523,25.766278,1.5,4.607,107.671
3.85572065,1.51061537,25.7602056,1.5,4.607,110.203
3.85655396,1.50923082,25.7598554,1.498,4.607,112.718
3.85729185,1.51058643,25.7509921,1.5,4.613,115.234
3.85778478,1.51000342,25.7568577,1.5,4.613,117.765
3.85840784,1.511139,25.7368961,1.498,4.613,120.281
3.85909657,1.51107708,25.7356355,1.5,4.613,122.812
3.8598103,1.50873565,25.7317478,1.5,4.613,125.328
3.86041722,1.50956488,25.7252431,1.498,4.613,127.859
3.86117764,1.51130976,25.7265671,1.5,4.613,130.375
3.86203825,1.51005166,25.7251003,1.498,4.613,132.921
3.86246691,1.51048776,25.712649,1.5,4.613,135.406
3.8628688,1.51029612,25.7216929,1.5,4.618,137.875
3.86394848,1.5072382,25.721039,1.5,4.618,140.343
3.86466621,1.50823248,25.7174474,1.5,4.618,142.812
3.86490893,1.51137802,25.7082393,1.5,4.618,145.296
3.86583752,1.51135986,25.7076941,1.5,4.618,147.812
3.86643384,1.50927663,25.6982632,1.5,4.618,150.343
3.86700419,1.51202532,25.6940384,1.498,4.623,152.859
3.86789913,1.50990648,25.6942582,1.5,4.623,155.39
3.86856936,1.50777541,25.6900697,1.5,4.623,157.906
3.86926189,1.51057843,25.6807986,1.5,4.623,160.421
3.86970299,1.512387,25.6733788,1.5,4.623,162.953
3.87014169,1.50946654,25.6698251,1.5,4.623,165.468
3.87132675,1.51265155,25.6644004,1.498,4.623,168
3.87161882,1.51385549,25.6598098,1.5,4.623,170.515
3.8721703,1.51145184,25.6557411,1.498,4.623,173.031
3.87295993,1.51004698,25.6576238,1.5,4.623,175.593
3.8733209,1.5110823,25.6571626,1.5,4.629,178.062
3.87419467,1.51329441,25.651651,1.5,4.629,180.531
3.87491134,1.51093388,25.644894,1.5,4.629,183
3.8754897,1.50929756,25.6441662,1.5,4.629,185.531
3.87572601,1.50733124,25.645962,1.498,4.629,188.046
3.87694764,1.51148808,25.6317775,1.5,4.629,190.562
3.87716707,1.50906442,25.6319569,1.5,4.629,193.093
3.87769164,1.51106718,25.6286471,1.5,4.629,195.609
3.87858251,1.51091271,25.6263005,1.5,4.634,198.14
3.87925026,1.51244122,25.6197069,1.498,4.634,200.656
3.87971858,1.51065045,25.614608,1.5,4.634,203.187
3.88049,1.51181561,25.6202637,1.5,4.634,205.703
3.88117559,1.51056934,25.6129798,1.498,4.634,208.218
3.88160151,1.51090383,25.6160089,1.5,4.634,210.75
3.88221886,1.51030754,25.6124921,1.5,4.634,213.265
