Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step
3.42283386,-0.000393882283,25.221721,0,0.003,0
3.09953274,-3.49049118,25.2171623,-3.495,1.441,2.515
3.53055299,1.51133009,25.2334296,1.5,4.245,5.515
3.54830497,1.51138081,25.2571999,1.5,4.278,8.359
3.56031192,1.51173271,25.2623972,1.5,4.294,11.219
3.57081613,1.51141325,25.2645751,1.5,4.305,14.125
3.57998045,1.50797008,25.2698664,1.498,4.31,17.015
3.58847243,1.51254735,25.2591441,1.5,4.321,19.875
3.59619142,1.51401251,25.245031,1.5,4.326,22.75
3.60350597,1.5117599,25.2477568,1.5,4.337,25.64
3.61107063,1.51100849,25.2376463,1.498,4.342,28.5
3.61777831,1.5118535,25.221616,1.5,4.348,31.375
3.62412987,1.51111086,25.2076016,1.5,4.359,34.265
3.63032559,1.50996979,25.1914078,1.5,4.364,37.125
3.63649029,1.5098823,25.1913658,1.5,4.369,40.015
3.64234785,1.51064241,25.1690976,1.498,4.375,42.906
3.64817875,1.51204901,25.1498882,1.498,4.38,45.781
3.653871,1.5086244,25.1475723,1.5,4.386,48.672
3.65882995,1.511831,25.1285884,1.5,4.391,51.531
3.66397133,1.51159761,25.1153003,1.5,4.396,54.39
3.66903858,1.51221013,25.0990104,1.5,4.402,57.265
3.67403558,1.51172908,25.0887833,1.5,4.407,60.14
3.67860156,1.51062003,25.0752883,1.5,4.413,63.047
3.68346243,1.51178093,25.061975,1.5,4.418,65.937
3.68798978,1.51165423,25.0510669,1.5,4.423,68.906
3.69274787,1.5089229,25.0337111,1.5,4.429,71.844
3.69694305,1.51169486,25.021073,1.5,4.429,74.75
3.70144,1.51189041,25.0120831,1.5,4.434,77.672
3.70576476,1.51186628,25.004505,1.5,4.44,80.562
3.70960526,1.50934427,24.9847686,1.5,4.445,83.469
3.71373211,1.51219991,24.9797363,1.5,4.445,86.453
3.71772917,1.5107433,24.9707748,1.5,4.45,89.375
3.72147359,1.5114307,24.9582681,1.5,4.456,92.297
3.72545689,1.51031925,24.954946,1.5,4.461,95.297
3.72907245,1.50897957,24.9362833,1.5,4.461,98.281
3.73283806,1.51041081,24.9175681,1.5,4.467,101.219
3.73646289,1.51240401,24.8989527,1.5,4.467,104.203
3.7401818,1.51112708,24.8975741,1.5,4.472,107.156
3.74337604,1.51181183,24.8899942,1.5,4.477,110.094
3.74684635,1.51258158,24.8803906,1.5,4.483,113.078
3.7502537,1.51123257,24.8636034,1.5,4.483,116.047
3.75374464,1.51027528,24.849418,1.5,4.488,119.078
3.75669575,1.50968049,24.8381209,1.498,4.488,122.062
3.76011461,1.50972126,24.824328,1.5,4.494,125.109
3.76302347,1.51175266,24.8155054,1.5,4.499,128.109
3.76639406,1.51169143,24.8073024,1.498,4.499,131.14
3.76940956,1.51043461,24.8005795,1.5,4.504,134.156
3.77262357,1.51312764,24.7887577,1.5,4.51,137.203
3.77559906,1.509501,24.777491,1.498,4.51,140.203
3.77852506,1.51213579,24.7709308,1.5,4.515,143.265
3.78136541,1.51311404,24.7486827,1.498,4.515,146.297
3.78413541,1.51121487,24.7555949,1.5,4.521,149.328
3.78692471,1.51365468,24.7364373,1.5,4.521,152.406
3.78949316,1.51091102,24.7225057,1.5,4.526,155.453
3.79233971,1.5083726,24.7195533,1.5,4.526,158.531
3.7948892,1.51267676,24.7037567,1.5,4.531,161.64
3.79778743,1.51099074,24.7026569,1.5,4.531,164.703
3.80001465,1.51358261,24.6949265,1.5,4.537,167.812
3.80237175,1.51271268,24.6780979,1.5,4.537,170.906
3.80507858,1.51052387,24.6697479,1.5,4.537,174.047
3.80730156,1.51352232,24.6566653,1.5,4.542,177.125
3.80972025,1.50935792,24.6540057,1.5,4.542,180.25
3.81198026,1.51482346,24.6514509,1.5,4.548,183.344
3.8139124,1.51078269,24.6418457,1.5,4.548,186.5
3.8160974,1.51083115,24.6353563,1.5,4.553,189.64
3.81798559,1.5137926,24.6197479,1.5,4.553,192.781
3.8199921,1.51252651,24.6120504,1.498,4.553,195.937
3.8215318,1.51094326,24.6018916,1.5,4.558,199.125
3.82326124,1.51643338,24.5980784,1.5,4.558,202.281
3.82540851,1.51239846,24.5912266,1.498,4.558,205.422
3.82674397,1.51280372,24.582678,1.5,4.564,208.578
3.82803052,1.51063181,24.5755101,1.5,4.564,211.734
3.82936505,1.51063109,24.5622887,1.5,4.564,214.906
3.8306786,1.51377413,24.5591933,1.5,4.564,218.078
3.83174851,1.5094537,24.5539694,1.5,4.569,221.328
3.83334552,1.51088199,24.5479085,1.5,4.569,224.515
3.83390628,1.51060188,24.5469578,1.5,4.569,227.703
3.83550102,1.51125608,24.5378803,1.5,4.569,230.906
3.8361691,1.51308397,24.5375642,1.5,4.569,234.109
3.83648939,1.51283027,24.5239471,1.5,4.575,237.344
3.83778626,1.51097874,24.5151889,1.5,4.575,240.64
3.83863534,1.50999323,24.5153124,1.5,4.575,243.875
3.8395033,1.51272357,24.516155,1.498,4.575,247.125
3.84042729,1.5097201,24.5024369,1.5,4.575,250.422
3.84107828,1.51190752,24.5044896,1.498,4.575,253.703
3.84189782,1.5079014,24.5024699,1.5,4.58,257.031
3.84211318,1.51353705,24.4934747,1.498,4.58,260.312
3.84311746,1.51090169,24.4842582,1.498,4.58,263.64
3.84408378,1.51221885,24.4853586,1.5,4.58,266.969
3.84448236,1.51067423,24.4830666,1.5,4.58,270.312
3.84495512,1.51468235,24.4695095,1.5,4.58,273.625
3.84559837,1.51087939,24.4732468,1.498,4.58,276.984
3.84619603,1.51109167,24.4646755,1.498,4.58,280.375
3.84657986,1.51439998,24.4570884,1.498,4.58,283.719
3.84765835,1.51011412,24.4596712,1.5,4.58,287.062
3.84797191,1.51125325,24.4564206,1.5,4.586,290.453
3.84851464,1.51051902,24.4555218,1.5,4.586,293.844
3.84891002,1.50938912,24.4498271,1.5,4.586,297.281
3.84952932,1.50997923,24.4493912,1.498,4.586,300.75
3.85028427,1.51098379,24.4449501,1.5,4.586,304.234
3.85090455,1.51001926,24.4402297,1.5,4.586,307.719
3.85128928,1.51386998,24.4423215,1.5,4.586,311.219
3.85205055,1.50909167,24.4404212,1.5,4.586,314.687
3.85235707,1.50823211,24.4319067,1.5,4.591,318.172
3.85332448,1.5122209,24.4413757,1.5,4.591,321.64
3.85381501,1.51241949,24.4283052,1.5,4.591,325.094
3.85482039,1.51395049,24.4362616,1.5,4.591,328.578
3.8552893,1.5084622,24.4275289,1.5,4.591,332.078
3.85537756,1.51032391,24.4227085,1.5,4.591,335.594
3.85627535,1.50627464,24.4230698,1.5,4.591,339.187
3.85705261,1.51215833,24.4292425,1.5,4.591,342.781
3.85742584,1.51283635,24.4228699,1.5,4.591,346.375
3.8582311,1.51260986,24.4209336,1.498,4.596,349.937
3.85920471,1.51248576,24.4181384,1.498,4.596,353.578
3.85971192,1.51248308,24.42212,1.5,4.596,357.172
3.86070398,1.51463919,24.4218185,1.5,4.596,360.765
3.86077992,1.50314447,24.4150807,1.5,4.596,364.375
3.86177051,1.51022038,24.4203149,1.5,4.596,368
3.86238769,1.51061311,24.4172516,1.5,4.596,371.64
3.86298002,1.51267735,24.4119701,1.5,4.596,375.265
3.86343033,1.51103321,24.4069328,1.5,4.602,378.937
3.86461929,1.51281847,24.4107651,1.5,4.602,382.578
3.86516233,1.50924636,24.4128924,1.5,4.602,386.281
3.86573456,1.51248496,24.4100659,1.498,4.602,389.984
3.86680453,1.51154352,24.4098684,1.5,4.602,393.719
3.86727919,1.51430389,24.4054453,1.5,4.602,397.5
3.8680267,1.51291981,24.4091989,1.5,4.602,401.312
3.86864699,1.5100128,24.4052272,1.5,4.602,405.094
3.86951235,1.50987605,24.4101871,1.498,4.607,408.875
3.87015382,1.50879522,24.3986734,1.5,4.607,412.64
3.8710019,1.50879085,24.4041849,1.5,4.607,416.406
3.87165033,1.50878961,24.4070416,1.5,4.607,420.203
3.87235871,1.51033831,24.4029974,1.5,4.607,424
3.8730389,1.5113327,24.4050968,1.5,4.607,427.797
3.87399687,1.51080253,24.4047618,1.498,4.613,431.64
3.87438668,1.51478076,24.4049886,1.5,4.613,435.547
3.87486778,1.50618064,24.4102737,1.5,4.613,439.406
3.875721,1.514566,24.4153937,1.5,4.613,443.265
3.87655705,1.51376367,24.409337,1.5,4.613,447.219
3.87696808,1.51317786,24.4083584,1.498,4.613,451.14
3.87821022,1.51182084,24.4155503,1.498,4.613,455.094
3.87881136,1.51319356,24.4212245,1.5,4.618,459.125
3.87930277,1.51382503,24.4137225,1.5,4.618,463.109
3.88034471,1.51108111,24.4105398,1.5,4.618,467.047
3.8807908,1.51163068,24.4122093,1.5,4.618,471.031
3.88162057,1.51045346,24.416717,1.5,4.618,475.078
3.88241237,1.5106083,24.4184349,1.5,4.618,479.125
3.88317746,1.51041961,24.4124655,1.5,4.618,483.219
3.88381177,1.51157924,24.4147461,1.5,4.623,487.312
