Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step
3.43574507,-0.00142155958,28.1361974,0,0.003,0
3.13361377,-3.45723079,28.1316629,-3.454,1.43,2.547
3.54088995,1.5119255,28.1316527,1.5,4.283,5.25
3.55608615,1.51097509,28.1496085,1.5,4.305,7.719
3.56660685,1.51229869,28.1591671,1.498,4.315,10.188
3.57548254,1.51504649,28.1569191,1.498,4.326,12.657
3.58374872,1.50884575,28.153211,1.5,4.337,15.219
3.59108027,1.51133312,28.1394653,1.5,4.342,17.735
3.59858121,1.51230046,28.1129662,1.5,4.348,20.266
3.60476035,1.51119761,28.1081827,1.5,4.359,22.735
3.61085533,1.51340183,28.1068356,1.5,4.364,25.204
3.61642801,1.51300817,28.0996246,1.5,4.369,27.672
3.62208279,1.51173097,28.090828,1.5,4.375,30.157
3.6275933,1.51313983,28.0855306,1.5,4.38,32.688
3.63287951,1.51309402,28.0601029,1.5,4.386,35.204
3.63813268,1.51026152,28.0396128,1.498,4.391,37.735
3.64335943,1.50889073,28.0098628,1.5,4.396,40.204
3.64801903,1.508001,27.9786185,1.498,4.402,42.672
3.65290784,1.51453835,27.9554556,1.498,4.407,45.157
3.65736655,1.51076741,27.9587396,1.5,4.407,47.672
3.66199101,1.50944201,27.9483941,1.5,4.413,50.188
3.66653576,1.50935285,27.9399045,1.498,4.418,52.719
3.67070569,1.51386074,27.9314842,1.5,4.423,55.235
3.67463116,1.50797741,27.9177832,1.498,4.429,57.704
3.67841373,1.51138514,27.9086594,1.498,4.429,60.188
3.68288736,1.50982462,27.8934655,1.498,4.434,62.657
3.6864811,1.50947439,27.8985171,1.5,4.44,65.125
3.69044084,1.51077704,27.874803,1.5,4.445,67.625
3.69412856,1.5128962,27.8631171,1.498,4.445,70.094
3.69798586,1.50973614,27.8432317,1.5,4.45,72.579
3.70131994,1.51083159,27.8393664,1.5,4.456,75.063
3.70490945,1.51089761,27.8330671,1.5,4.456,77.579
3.7082377,1.51346274,27.809047,1.498,4.461,80.094
3.71186358,1.50996758,27.7897458,1.5,4.467,82.625
3.71523106,1.5096539,27.7757366,1.5,4.467,85.141
3.71853345,1.51258886,27.7628121,1.5,4.472,87.672
3.7217598,1.51096736,27.7422356,1.5,4.477,90.125
3.72494418,1.51195459,27.7260078,1.498,4.477,92.61
