Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step
3.69816377,-0.00358713549,25.714744,0,0.003,0
3.33903045,-3.77811138,25.710725,-3.777,1.506,2.468
3.82081363,1.51173895,25.7261518,1.5,4.553,5.171
3.83247718,1.50940305,25.7374414,1.498,4.575,7.64
3.8402209,1.50888023,25.7482682,1.5,4.58,10.14
3.84540363,1.51062104,25.7450533,1.5,4.586,12.609
3.84940977,1.50887496,25.7559124,1.5,4.591,15.078
3.85405393,1.50964712,25.7551353,1.5,4.596,17.593
3.85771913,1.50986905,25.758615,1.498,4.602,20.125
3.86081303,1.51088299,25.7557157,1.5,4.602,22.671
3.86377134,1.50829031,25.7585323,1.5,4.607,25.187
3.86673667,1.51450333,25.7530132,1.5,4.613,27.718
3.86953767,1.51022515,25.7497739,1.5,4.613,30.234
3.87204599,1.50905385,25.7433636,1.5,4.618,32.765
3.87448506,1.5109029,25.7480692,1.5,4.618,35.281
3.87672404,1.50999879,25.7446356,1.5,4.623,37.812
3.87925666,1.50927735,25.7374975,1.5,4.623,40.328
3.88127115,1.51302843,25.7367017,1.5,4.623,42.89
3.88342627,1.50936263,25.7355297,1.5,4.629,45.406
3.88556814,1.51177251,25.7316956,1.5,4.629,47.937
3.88762725,1.51077849,25.7370455,1.498,4.634,50.453
3.88958371,1.51061459,25.7332296,1.5,4.634,52.968
3.89169935,1.51245847,25.730799,1.5,4.634,55.468
3.89326711,1.51299445,25.7287548,1.5,4.64,57.937
3.89525486,1.51106295,25.7327581,1.5,4.64,60.406
3.89698399,1.50778094,25.7260072,1.5,4.64,62.89
3.89868859,1.50702804,25.7286008,1.5,4.645,65.359
3.90009425,1.51495447,25.7244749,1.5,4.645,67.828
3.90176105,1.51026193,25.7240776,1.5,4.645,70.296
3.90352802,1.51367939,25.7142725,1.5,4.65,72.765
3.90493987,1.50992496,25.7126958,1.5,4.65,75.25
3.90660637,1.50952083,25.7123773,1.5,4.65,77.765
3.90830346,1.50762443,25.705767,1.5,4.656,80.265
3.90963282,1.5100514,25.7089791,1.5,4.656,82.734
3.91113889,1.50996185,25.7030639,1.5,4.656,85.187
3.91247932,1.51022762,25.7039149,1.5,4.656,87.656
3.9137181,1.5125588,25.7039903,1.5,4.661,90.187
3.91519829,1.51387495,25.703573,1.5,4.661,92.703
3.91656858,1.50998009,25.7056957,1.5,4.661,95.234
3.91808489,1.50907079,25.7081611,1.5,4.661,97.75
3.91924629,1.51402376,25.7034954,1.5,4.667,100.218
3.92068326,1.51517802,25.7056574,1.5,4.667,102.703
3.92192442,1.51167062,25.7032273,1.5,4.667,105.156
3.92315768,1.5112266,25.7011543,1.498,4.667,107.625
3.92423161,1.51082652,25.6968086,1.5,4.672,110.109
3.92558408,1.51147797,25.6964383,1.5,4.672,112.64
3.92679585,1.51048133,25.6968605,1.5,4.672,115.156
3.9279889,1.50872287,25.6965468,1.5,4.672,117.687
3.92929396,1.51286677,25.6970337,1.5,4.677,120.156
3.9300814,1.5096031,25.7002351,1.498,4.677,122.625
3.93156046,1.50973681,25.6990534,1.5,4.677,125.093
3.93247883,1.51293296,25.7070721,1.5,4.677,127.562
3.93347537,1.51085601,25.6977787,1.5,4.677,130.046
3.93505471,1.51112239,25.7078037,1.5,4.683,132.562
3.93581062,1.50751251,25.7031788,1.5,4.683,135.093
3.93689826,1.51268362,25.7059328,1.5,4.683,137.609
3.93786837,1.50978123,25.7025224,1.5,4.683,140.125
3.93902452,1.5104019,25.6936979,1.5,4.683,142.593
3.93963462,1.51633551,25.7020354,1.5,4.688,145.125
3.94089463,1.51151135,25.7047104,1.5,4.688,147.64
3.94186675,1.51360985,25.7040904,1.5,4.688,150.156
3.94272855,1.51328917,25.7077656,1.5,4.688,152.687
3.94356802,1.5108532,25.7057953,1.498,4.688,155.203
3.94435242,1.51259731,25.7029427,1.5,4.694,157.734
3.94578667,1.50947744,25.7048098,1.5,4.694,160.25
3.94631361,1.51273402,25.7022742,1.5,4.694,162.781
3.94752099,1.51220581,25.7110664,1.5,4.694,165.296
3.94813234,1.51015483,25.7186253,1.5,4.694,167.828
3.94926299,1.50916152,25.7170332,1.498,4.694,170.406
3.94984696,1.51217139,25.7108438,1.5,4.699,172.921
3.95046065,1.50984865,25.7146874,1.5,4.699,175.406
3.9513472,1.51069412,25.716693,1.5,4.699,177.875
3.95231063,1.51279609,25.7096979,1.5,4.699,180.343
3.9530806,1.51155408,25.7026349,1.5,4.699,182.812
3.95390367,1.51042145,25.7121541,1.5,4.699,185.296
3.95445215,1.50982724,25.710231,1.5,4.699,187.812
3.95541667,1.50867142,25.7129655,1.5,4.699,190.343
3.9561695,1.51129805,25.7194317,1.498,4.704,192.859
3.95677593,1.51167607,25.7246866,1.5,4.704,195.375
3.95762148,1.51039139,25.7249529,1.5,4.704,197.906
3.95846671,1.50824439,25.7261576,1.5,4.704,200.421
3.95916073,1.50781172,25.7235605,1.498,4.704,202.953
3.95951156,1.50853844,25.7265554,1.5,4.704,205.468
3.96033497,1.51109945,25.7355329,1.498,4.704,207.984
3.96110403,1.51130301,25.7330594,1.5,4.704,210.468
3.96177967,1.51221415,25.7338411,1.5,4.71,212.921
3.96225322,1.51140871,25.7402017,1.498,4.71,215.39
3.96328319,1.51057319,25.7363628,1.5,4.71,217.875
3.96384656,1.51309026,25.7334194,1.5,4.71,220.406
3.96455091,1.51176719,25.7381926,1.498,4.71,222.921
3.96509724,1.51343573,25.731954,1.5,4.71,225.453
3.96576807,1.51226347,25.7387077,1.5,4.71,228
3.966303,1.51407961,25.7429827,1.5,4.715,230.468
3.96697214,1.51326251,25.7446568,1.5,4.715,232.921
3.96768146,1.50927003,25.7476247,1.498,4.715,235.453
3.96839619,1.5122693,25.7489973,1.5,4.715,237.968
3.96886225,1.510243,25.7567009,1.498,4.715,240.5
3.96928891,1.5149768,25.7622429,1.5,4.715,243.015
3.97006372,1.50963879,25.7580366,1.5,4.715,245.546
3.9704633,1.51123477,25.7575432,1.498,4.715,248.062
3.9714493,1.51219898,25.7649694,1.5,4.715,250.593
3.97194195,1.51224554,25.7628746,1.498,4.715,253.109
3.97237253,1.51164305,25.7647508,1.5,4.721,255.625
