Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step
3.68628041,-0.00347796439,26.1848832,0,0.003,0
3.3540568,-3.78313259,26.1800976,-3.777,1.506,2.516
3.79840252,1.51338222,26.1851787,1.5,4.537,5.125
3.80971597,1.51057329,26.1970027,1.5,4.553,7.61
3.81674046,1.50721153,26.2102964,1.5,4.564,10.141
3.82146573,1.50814283,26.2143562,1.498,4.569,12.594
3.82527907,1.51041063,26.2113065,1.498,4.569,15.078
3.82843252,1.51189487,26.2059783,1.5,4.575,17.547
3.83128996,1.51215965,26.2073095,1.5,4.58,20
3.83386786,1.50882541,26.2091106,1.5,4.58,22.531
3.83603582,1.51215243,26.2062819,1.5,4.58,25.11
3.83821782,1.51243569,26.20041,1.5,4.586,27.641
3.84007729,1.51038832,26.1931624,1.5,4.586,30.156
3.84192097,1.51229853,26.182706,1.498,4.586,32.688
3.84334909,1.50892858,26.184329,1.5,4.591,35.203
3.84498992,1.51075933,26.1840668,1.5,4.591,37.735
3.84648637,1.51131877,26.1719157,1.5,4.591,40.281
3.84769878,1.51034885,26.1666453,1.5,4.596,42.813
3.84955826,1.51462195,26.1626953,1.5,4.596,45.328
3.85058994,1.50942178,26.1540171,1.5,4.596,47.86
3.85196421,1.51357529,26.154305,1.5,4.596,50.375
3.8530632,1.50765699,26.1488446,1.5,4.602,52.891
3.85433339,1.50671796,26.1318137,1.498,4.602,55.422
3.85559917,1.50856191,26.1301323,1.5,4.602,57.938
3.85645189,1.51258937,26.1282724,1.5,4.602,60.469
3.85780482,1.5103414,26.1196394,1.5,4.602,63.016
3.85879899,1.50993815,26.1212243,1.5,4.607,65.531
3.86009848,1.51007733,26.1158389,1.498,4.607,68.063
3.86110465,1.5108724,26.115205,1.5,4.607,70.578
3.86212406,1.51162038,26.1156261,1.5,4.607,73.11
3.86315756,1.51142451,26.1005427,1.5,4.613,75.625
3.86404215,1.50946711,26.0944976,1.5,4.613,78.141
3.86514046,1.51326751,26.089447,1.5,4.613,80.672
3.86628136,1.50897536,26.091046,1.5,4.613,83.188
3.86709687,1.50965182,26.0926857,1.5,4.613,85.719
3.86811277,1.51019911,26.0913045,1.5,4.613,88.203
3.86898087,1.51067266,26.0746838,1.498,4.618,90.719
3.86999186,1.51202515,26.074935,1.498,4.618,93.235
3.87085314,1.51182291,26.0692117,1.5,4.618,95.766
3.87191869,1.50988725,26.0628089,1.5,4.623,98.281
3.87312158,1.50927949,26.0671144,1.498,4.623,100.813
3.87385586,1.5072786,26.0715335,1.5,4.623,103.328
3.87455998,1.5150118,26.059523,1.5,4.623,105.844
3.87624166,1.50827251,26.0579292,1.5,4.623,108.375
3.87659003,1.51437971,26.0592956,1.5,4.623,110.891
3.87755588,1.51184841,26.0504063,1.5,4.623,113.422
3.87850017,1.5080562,26.0508858,1.5,4.623,115.906
3.8799682,1.51150233,26.0426066,1.5,4.629,118.422
3.88019779,1.50999797,26.037115,1.5,4.629,120.953
3.8812729,1.5123899,26.0400273,1.5,4.629,123.469
3.88232156,1.50349343,26.0441052,1.498,4.629,126
3.88308264,1.51500489,26.0318637,1.5,4.629,128.516
3.88393761,1.51119563,26.030057,1.5,4.629,131.047
3.88452973,1.51342767,26.0285977,1.5,4.634,133.563
3.88549377,1.5094477,26.0248066,1.5,4.634,136.078
3.88638158,1.51341581,26.0220859,1.498,4.634,138.61
3.88709828,1.50546704,26.0171395,1.5,4.634,141.125
3.88805549,1.51153044,26.0192542,1.5,4.634,143.656
3.88888524,1.51581461,26.0193885,1.5,4.64,146.125
3.889386,1.5141124,26.0172014,1.498,4.64,148.594
3.89043199,1.50734536,26.0153775,1.5,4.64,151.063
3.89130754,1.50756513,26.0127452,1.5,4.64,153.531
3.89213967,1.50890575,26.0152488,1.5,4.64,156.063
3.89268083,1.51099168,26.0178727,1.5,4.64,158.578
3.8935447,1.51153646,26.0020774,1.5,4.64,161.11
3.89440225,1.50967555,25.9975848,1.5,4.64,163.625
3.89495931,1.51281401,25.995024,1.498,4.645,166.094
3.89580807,1.51196685,25.986918,1.5,4.645,168.563
3.89681386,1.51102437,25.9888738,1.5,4.645,171.031
3.89746999,1.51335922,25.9973883,1.5,4.645,173.563
3.89842114,1.51047988,25.9898331,1.5,4.645,176.078
3.89898406,1.50865592,25.9763715,1.5,4.645,178.594
3.89988693,1.51006164,25.9772284,1.5,4.645,181.125
3.90058363,1.50927306,25.9688451,1.5,4.65,183.641
3.9013036,1.51099903,25.9651897,1.5,4.65,186.172
3.90193461,1.50923574,25.9602296,1.498,4.65,188.688
3.90290293,1.50999244,25.9652572,1.5,4.65,191.203
3.9034848,1.50933091,25.9636731,1.5,4.65,193.735
3.90417188,1.50964599,25.9673448,1.5,4.65,196.281
3.90476348,1.51215683,25.9641423,1.498,4.65,198.781
3.90544907,1.5125379,25.9665715,1.5,4.656,201.25
3.90619801,1.51111672,25.9584265,1.5,4.656,203.719
3.90728737,1.5089718,25.9569641,1.5,4.656,206.188
3.90745937,1.50773723,25.948197,1.5,4.656,208.672
3.90847356,1.51135175,25.9524705,1.498,4.656,211.141
3.90906295,1.50968519,25.9538861,1.498,4.656,213.656
3.90966462,1.50724476,25.9521197,1.5,4.656,216.172
3.91031014,1.50912187,25.9591051,1.5,4.661,218.703
3.91107852,1.51156627,25.952155,1.498,4.661,221.219
3.91173152,1.51221869,25.9570375,1.498,4.661,223.75
3.91221488,1.50997805,25.9507072,1.5,4.661,226.266
3.91302002,1.5103331,25.9491431,1.5,4.661,228.797
3.91378417,1.51081844,25.9532436,1.5,4.661,231.313
3.91424019,1.50993381,25.9627971,1.5,4.661,233.844
3.91496334,1.50825978,25.9517889,1.5,4.661,236.36
3.91576841,1.51292073,25.9504777,1.5,4.661,238.891
3.91615404,1.51070915,25.954199,1.5,4.667,241.391
