Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step
3.38908568,-0.00113600914,25.5429478,0,0.003,0
3.06836858,-3.39883664,25.5443924,-3.409,1.419,2.5
3.49860597,1.5086127,25.5639865,1.498,4.223,5.453
3.5165861,1.51334334,25.5894732,1.498,4.261,8.281
3.52945459,1.51047937,25.6013539,1.498,4.272,11.156
3.54000207,1.51066013,25.5976803,1.498,4.283,14.016
3.54934878,1.50991081,25.5978684,1.498,4.294,16.844
3.55832945,1.51124259,25.5873186,1.498,4.305,19.703
3.56669462,1.509364,25.5784342,1.498,4.31,22.594
3.5745261,1.5090585,25.5757359,1.498,4.321,25.438
3.58198516,1.50807892,25.5610018,1.5,4.326,28.328
3.58927275,1.51180308,25.5513006,1.498,4.337,31.203
3.59601982,1.50873131,25.5389044,1.5,4.342,34.078
3.60292825,1.51035954,25.5261908,1.498,4.348,36.953
3.60919417,1.50795468,25.5103787,1.5,4.359,39.86
3.61531753,1.51119504,25.4997934,1.5,4.364,42.719
3.62129616,1.51124712,25.4989056,1.5,4.369,45.563
3.62712022,1.5113482,25.4756069,1.5,4.375,48.438
3.63253739,1.50654676,25.4637105,1.498,4.38,51.297
3.63825602,1.51091794,25.4452514,1.498,4.386,54.156
3.64334928,1.51261301,25.4332524,1.498,4.391,57.031
3.64879439,1.50973566,25.4229125,1.5,4.396,59.906
3.65383881,1.51169612,25.4062657,1.498,4.402,62.813
3.6587461,1.51163233,25.397864,1.498,4.407,65.703
3.66363465,1.50886208,25.3859209,1.498,4.413,68.672
3.66852308,1.51024754,25.3730941,1.5,4.418,71.594
3.67316584,1.51176803,25.3572035,1.498,4.423,74.485
3.67783152,1.50793634,25.3462978,1.5,4.423,77.406
3.68193654,1.50974252,25.3346313,1.498,4.429,80.313
3.68652391,1.50729592,25.3249669,1.498,4.434,83.297
3.69075932,1.5100966,25.3114784,1.5,4.44,86.235
3.69476426,1.50853763,25.3043014,1.498,4.445,89.125
3.6992675,1.51199572,25.2859913,1.498,4.445,92.047
3.70352698,1.50712329,25.2789966,1.498,4.45,95.047
3.70712813,1.51281353,25.2694967,1.5,4.456,98
3.71091816,1.51041815,25.2480523,1.498,4.461,100.922
3.7149234,1.5111314,25.2446971,1.498,4.461,103.938
3.71876853,1.50687288,25.2317267,1.498,4.467,106.906
3.72255514,1.5124806,25.2118202,1.5,4.472,109.922
3.72606755,1.51008124,25.2020606,1.498,4.472,112.906
3.72976992,1.50826286,25.1993098,1.498,4.477,115.938
3.73326923,1.50795524,25.1937753,1.5,4.483,118.906
3.73683223,1.50913053,25.1753803,1.498,4.488,121.938
3.74018261,1.51077758,25.1602984,1.5,4.488,124.938
3.74343493,1.50704793,25.1523571,1.498,4.494,127.953
3.74677763,1.50958655,25.1394426,1.498,4.494,130.938
3.75010335,1.50872784,25.128934,1.498,4.499,133.969
3.75346073,1.51073792,25.1237628,1.498,4.504,136.969
3.75655117,1.50546366,25.1148325,1.498,4.504,140
3.75954118,1.50652979,25.1041717,1.5,4.51,143
3.76276813,1.50999824,25.1009241,1.5,4.51,146.031
3.76558282,1.50961515,25.0869765,1.498,4.515,149.047
3.76847303,1.50984504,25.0783859,1.5,4.515,152.078
3.77154516,1.50944056,25.0575986,1.498,4.521,155.172
3.77440215,1.50747608,25.0535954,1.498,4.521,158.219
3.77724402,1.50478669,25.043692,1.498,4.526,161.281
3.78049672,1.50988905,25.0442581,1.5,4.531,164.36
3.78318616,1.50944573,25.0388603,1.498,4.531,167.469
3.78544591,1.50729015,25.0188509,1.5,4.537,170.547
3.7887301,1.51080915,25.0123845,1.498,4.537,173.625
3.7914967,1.50836655,25.0069388,1.498,4.542,176.766
3.79386014,1.51046038,24.9976949,1.498,4.542,179.906
3.79659507,1.50971099,24.9867646,1.498,4.548,183.016
3.79900456,1.50758132,24.9746288,1.498,4.548,186.141
3.80142379,1.50837178,24.9738722,1.5,4.553,189.281
3.803907,1.51144098,24.9618627,1.5,4.553,192.375
3.80627726,1.50728179,24.9525024,1.5,4.553,195.5
3.80836768,1.51093983,24.944254,1.498,4.558,198.656
3.81083466,1.51331461,24.9275288,1.498,4.558,201.797
3.81290577,1.50727279,24.9246097,1.498,4.564,204.953
3.81488308,1.50876641,24.9079704,1.498,4.564,208.11
3.81677918,1.50993384,24.9124744,1.498,4.569,211.344
3.8188786,1.50997962,24.8971579,1.498,4.569,214.531
3.82064791,1.5122579,24.8904484,1.5,4.569,217.703
3.82236118,1.51071016,24.8832345,1.498,4.575,220.922
3.82399908,1.50803462,24.8750423,1.5,4.575,224.11
3.8255541,1.50983707,24.8683053,1.498,4.575,227.297
3.82740497,1.51080817,24.8605734,1.5,4.58,230.5
3.82838899,1.51342972,24.8536073,1.498,4.58,233.735
3.83001981,1.5083023,24.8498461,1.498,4.58,237.031
3.83115212,1.5108054,24.8484113,1.5,4.58,240.266
3.8322199,1.51160045,24.8373652,1.5,4.58,243.5
3.83343815,1.50895956,24.8324236,1.498,4.58,246.735
3.83451862,1.5113755,24.8292468,1.498,4.586,249.985
3.83546888,1.50665677,24.8240992,1.498,4.586,253.297
3.83637726,1.5098654,24.8159415,1.498,4.586,256.563
3.83704184,1.50997782,24.8082553,1.498,4.586,259.906
3.83829811,1.51199907,24.7984856,1.498,4.586,263.188
3.83901583,1.50853206,24.8053722,1.498,4.591,266.531
3.83966126,1.51218458,24.7971305,1.5,4.591,269.844
3.84040058,1.50815026,24.7961311,1.5,4.591,273.172
3.8412351,1.51331306,24.791268,1.5,4.591,276.485
3.84179335,1.51102501,24.7869518,1.5,4.591,279.844
3.84252365,1.50928241,24.7806887,1.498,4.591,283.203
3.84303731,1.50998662,24.7695426,1.498,4.596,286.563
3.84391993,1.50993738,24.7810557,1.498,4.596,289.985
3.84450366,1.50970821,24.7674299,1.498,4.596,293.375
3.84478925,1.51238298,24.758369,1.498,4.596,296.797
3.84548499,1.51111174,24.7596374,1.5,4.596,300.219
3.84610804,1.51487645,24.7557116,1.498,4.596,303.625
3.84669597,1.51161273,24.7533846,1.5,4.596,307.078
3.84715977,1.51015806,24.7488205,1.498,4.596,310.531
3.84788741,1.50606758,24.7553292,1.498,4.596,313.985
3.84898103,1.50424863,24.7512061,1.5,4.602,317.453
3.84920176,1.51321304,24.7426145,1.498,4.602,320.906
3.8494862,1.51248369,24.7468985,1.5,4.602,324.406
3.8505304,1.50371276,24.7470545,1.498,4.602,327.875
3.85063534,1.51050258,24.7362213,1.498,4.602,331.36
3.85134992,1.51159675,24.7363201,1.498,4.602,334.875
3.85191914,1.51155518,24.7397632,1.498,4.602,338.391
3.85264275,1.50889351,24.7370463,1.498,4.602,341.985
3.85329221,1.5115953,24.7307551,1.498,4.602,345.531
3.85398852,1.51064806,24.7325767,1.498,4.602,349.125
3.85433966,1.50970296,24.7352502,1.498,4.602,352.688
3.8553127,1.51095986,24.7341674,1.498,4.607,356.328
3.8559688,1.51213059,24.7298649,1.5,4.607,359.922
3.85639307,1.51340018,24.7286342,1.498,4.607,363.563
3.85730083,1.51026745,24.7319105,1.498,4.607,367.172
