Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step
3.69094886,-0.000728921128,27.0540876,0,0.003,0
3.35164812,-3.78907958,27.0437139,-3.783,1.506,2.469
3.80608594,1.51064773,27.0621343,1.5,4.542,5.11
3.81756317,1.51067289,27.0643165,1.5,4.564,7.594
3.82440287,1.50786066,27.0736935,1.5,4.569,10.157
3.8289618,1.51478745,27.0824576,1.5,4.575,12.672
3.83291449,1.51083543,27.0826863,1.5,4.58,15.188
3.8361381,1.51284153,27.0750509,1.5,4.58,17.657
3.83862474,1.50971556,27.0873574,1.498,4.586,20.141
3.84165685,1.51130147,27.086301,1.498,4.591,22.594
3.84378932,1.51228497,27.0813178,1.498,4.591,25.063
3.84613116,1.51206848,27.0815652,1.5,4.596,27.625
3.84840446,1.50860187,27.0761479,1.5,4.596,30.157
3.85014012,1.51098158,27.0748577,1.5,4.596,32.672
3.85201469,1.51068245,27.0743606,1.5,4.602,35.203
3.85376355,1.51480338,27.0564379,1.5,4.602,37.719
3.85528916,1.5102841,27.0571895,1.498,4.602,40.25
3.85713644,1.50939705,27.0515737,1.5,4.602,42.797
3.85853567,1.51172374,27.0457647,1.498,4.607,45.266
3.8603096,1.50884383,27.0419289,1.5,4.607,47.75
3.86149044,1.51262899,27.0322136,1.5,4.607,50.203
3.86300898,1.50785165,27.0285902,1.498,4.613,52.672
3.86451336,1.51204374,27.0289984,1.498,4.613,55.157
3.8661567,1.51082969,27.0236477,1.5,4.613,57.688
3.86749765,1.51003137,27.0102227,1.5,4.613,60.266
3.86868575,1.51207416,27.013542,1.5,4.618,62.766
3.87005514,1.50870927,27.0075316,1.498,4.618,65.235
3.8714799,1.50982691,27.0044004,1.5,4.618,67.688
3.87257563,1.5116574,27.0001852,1.5,4.618,70.157
3.87366105,1.51035205,27.007597,1.5,4.623,72.688
3.87495334,1.51042199,26.9966551,1.5,4.623,75.203
3.8764966,1.51112763,27.0015347,1.498,4.623,77.719
3.8776194,1.50768009,26.9908217,1.498,4.623,80.266
