Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step
3.5356348,-0.0029049828,25.412753,0,0.003,0
3.2162014,-3.5948737,25.421632,-3.591,1.468,2.562
3.6457498,1.5129375,25.422508,1.5,4.38,5.234
3.6590674,1.5125905,25.446479,1.5,4.402,7.843
3.6681665,1.5123118,25.453821,1.498,4.413,10.359
3.6758692,1.513031,25.452006,1.5,4.418,12.828
3.682095,1.5122795,25.447722,1.5,4.429,15.297
3.6884561,1.5135072,25.4405,1.5,4.434,17.765
3.6938622,1.5102061,25.441104,1.498,4.44,20.265
3.6991573,1.5105629,25.425019,1.5,4.445,22.781
3.7046515,1.5109342,25.412411,1.498,4.45,25.312
3.7092828,1.5100564,25.404603,1.5,4.456,27.765
3.7140043,1.5097814,25.38884,1.5,4.461,30.25
3.7183867,1.5079941,25.365898,1.5,4.467,32.718
3.7224965,1.5102983,25.362909,1.5,4.467,35.187
3.7267697,1.5118819,25.352163,1.5,4.472,37.703
3.7308125,1.5108441,25.344545,1.5,4.477,40.234
3.7348525,1.5127162,25.330827,1.5,4.483,42.75
3.7382393,1.5112369,25.315212,1.5,4.483,45.218
3.7419962,1.5115505,25.302393,1.5,4.488,47.687
3.7456481,1.5126645,25.278115,1.5,4.494,50.156
3.7489051,1.5117177,25.269495,1.498,4.494,52.64
3.7523756,1.5120932,25.250382,1.5,4.499,55.125
3.7558732,1.5103536,25.22796,1.5,4.504,57.656
3.7592168,1.5098156,25.223375,1.5,4.504,60.172
3.7624326,1.5094743,25.214512,1.5,4.51,62.703
3.7653933,1.5088444,25.20095,1.5,4.51,65.187
3.7685496,1.5101677,25.177974,1.5,4.515,67.656
3.7714601,1.5088523,25.162095,1.5,4.515,70.14
3.7742246,1.510325,25.15207,1.5,4.521,72.609
3.7772922,1.5119156,25.136943,1.5,4.526,75.125
3.7798944,1.5103205,25.124372,1.5,4.526,77.656
3.7828351,1.5092299,25.129245,1.5,4.531,80.172
3.785428,1.508771,25.117018,1.5,4.531,82.687
3.7881718,1.5108459,25.1119,1.5,4.537,85.156
3.7904106,1.5125562,25.101576,1.5,4.537,87.64
3.7928353,1.5104939,25.097187,1.5,4.542,90.109
3.7956874,1.5110679,25.080342,1.5,4.542,92.578
3.7980021,1.5132191,25.071866,1.5,4.548,95.078
3.8004828,1.5095883,25.056605,1.5,4.548,97.593
3.8026213,1.5107084,25.048389,1.5,4.553,100.125
3.8051165,1.5078083,25.035825,1.5,4.553,102.64
3.8070969,1.51222,25.036633,1.5,4.553,105.172
3.8088114,1.5090053,25.02496,1.498,4.558,107.687
3.8111592,1.5118539,25.020092,1.5,4.558,110.203
3.8129843,1.5120696,25.012773,1.5,4.564,112.734
3.8149895,1.5087077,24.994773,1.5,4.564,115.25
3.8170432,1.5097072,24.984483,1.498,4.564,117.734
3.8185421,1.5149015,24.976195,1.5,4.569,120.203
3.8206144,1.5103314,24.955642,1.5,4.569,122.672
3.8217062,1.5051711,24.943956,1.5,4.569,125.172
3.8233216,1.5099922,24.928366,1.5,4.575,127.656
3.8249693,1.5139884,24.924112,1.5,4.575,130.125
3.8260249,1.5125891,24.916154,1.5,4.575,132.593
3.8274818,1.511704,24.904752,1.5,4.575,135.062
3.8284723,1.515813,24.899871,1.498,4.58,137.593
3.8298197,1.5123147,24.89305,1.498,4.58,140.109
3.8313927,1.5128052,24.881845,1.5,4.58,142.625
3.8321603,1.5128065,24.866964,1.5,4.58,145.156
3.8332382,1.5061889,24.855805,1.5,4.58,147.625
3.8342313,1.5090886,24.859325,1.498,4.586,150.109
3.8351114,1.5088306,24.837646,1.498,4.586,152.578
3.8360813,1.5126115,24.836103,1.498,4.586,155.047
3.8366306,1.5101607,24.827126,1.5,4.586,157.531
3.8374674,1.5107068,24.831549,1.498,4.586,160.047
3.8381429,1.5101369,24.827001,1.5,4.586,162.578
3.8388582,1.512477,24.822893,1.5,4.591,165.093
3.8395949,1.5097595,24.806519,1.5,4.591,167.625
3.8405521,1.5136492,24.790325,1.5,4.591,170.14
3.8411384,1.5120627,24.791964,1.5,4.591,172.656
3.8415267,1.511458,24.79642,1.5,4.591,175.187
3.8422886,1.5119253,24.789042,1.5,4.591,177.703
3.8427212,1.5118411,24.786136,1.5,4.591,180.234
3.8431214,1.5126283,24.787694,1.5,4.591,182.703
3.8438951,1.5124316,24.772338,1.498,4.596,185.172
3.8441361,1.513949,24.763212,1.5,4.596,187.64
3.8449261,1.5113351,24.753869,1.5,4.596,190.14
3.8452716,1.5114403,24.752004,1.5,4.596,192.672
3.8460573,1.5112734,24.757584,1.498,4.596,195.187
3.846172,1.5087799,24.757325,1.5,4.596,197.718
3.8468647,1.512971,24.750546,1.498,4.596,200.234
3.8472991,1.5123883,24.756206,1.5,4.596,202.765
3.8478537,1.5122356,24.743342,1.498,4.596,205.281
3.8482503,1.5113207,24.732053,1.5,4.596,207.812
3.8487173,1.5122792,24.728971,1.5,4.596,210.328
3.8490823,1.5097238,24.737935,1.5,4.602,212.859
3.8496655,1.5133402,24.730916,1.5,4.602,215.375
3.8498719,1.5107563,24.723969,1.5,4.602,217.89
3.8506331,1.5106991,24.72245,1.498,4.602,220.422
3.8508075,1.5122445,24.728452,1.498,4.602,222.937
3.8514901,1.5104778,24.727268,1.5,4.602,225.468
3.8518978,1.5124645,24.714889,1.5,4.602,227.984
3.8524104,1.5133204,24.709872,1.5,4.602,230.515
3.8529449,1.5120539,24.704765,1.498,4.602,233.031
3.853027,1.510055,24.698407,1.5,4.602,235.562
3.8535974,1.5113066,24.697048,1.5,4.602,238.078
3.8543393,1.5112286,24.686436,1.498,4.602,240.593
3.8546629,1.5111611,24.686934,1.498,4.602,243.078
3.8550446,1.5121807,24.677675,1.5,4.602,245.609
3.8553985,1.509499,24.68864,1.5,4.607,248.109
3.8560288,1.510424,24.675315,1.5,4.607,250.593
3.8569203,1.5123527,24.670982,1.5,4.607,253.062
3.8570841,1.5111788,24.662584,1.5,4.607,255.531
3.8576129,1.5096779,24.645182,1.5,4.607,258
3.8579966,1.5117639,24.630529,1.5,4.607,260.531
3.8586202,1.5140863,24.617346,1.5,4.607,263.047
3.8591546,1.5113885,24.623332,1.5,4.607,265.562
3.8596517,1.515265,24.621901,1.5,4.607,268.093
3.859969,1.5088927,24.633438,1.5,4.607,270.609
3.8604128,1.5114285,24.639782,1.5,4.607,273.14
3.8611495,1.5116184,24.635963,1.5,4.613,275.656
3.8613749,1.5086286,24.63449,1.498,4.613,278.172
3.8621678,1.509268,24.634514,1.5,4.613,280.703
3.8626502,1.5132134,24.638405,1.5,4.613,283.218
3.8631119,1.5114758,24.647125,1.498,4.613,285.75
3.8632607,1.5124073,24.632322,1.5,4.613,288.265
3.8637521,1.51044,24.618074,1.5,4.613,290.797
3.8645579,1.5112757,24.618367,1.5,4.613,293.312
3.8649449,1.513491,24.614465,1.5,4.613,295.828
3.8653646,1.5117363,24.612927,1.5,4.613,298.328
3.8659037,1.5078535,24.609179,1.498,4.613,300.812
3.8665126,1.5114758,24.593135,1.5,4.618,303.406
3.8669501,1.5094904,24.609307,1.5,4.618,305.859
3.8673508,1.5130788,24.608601,1.5,4.618,308.343
3.8678328,1.5122999,24.60493,1.5,4.618,310.812
3.8685614,1.5114175,24.610295,1.5,4.618,313.281
3.8690699,1.514123,24.609196,1.498,4.618,315.765
3.86917,1.5147893,24.612585,1.5,4.618,318.281
3.8698072,1.5118511,24.609297,1.5,4.618,320.812
3.8703628,1.5109835,24.598462,1.5,4.623,323.328
3.8709311,1.5116584,24.597144,1.5,4.623,325.859
3.8713427,1.5062323,24.581111,1.5,4.623,328.375
3.8720204,1.5086322,24.571149,1.5,4.623,330.89
3.8723084,1.5079599,24.575092,1.5,4.623,333.422
3.8728035,1.5086164,24.56038,1.5,4.623,335.968
3.8731434,1.5110489,24.565689,1.5,4.623,338.484
3.8738512,1.5126441,24.574656,1.5,4.623,341.015
3.8742462,1.5132435,24.571366,1.5,4.623,343.531
3.8747177,1.5125908,24.565036,1.5,4.623,346.047
3.8751908,1.5109482,24.563653,1.5,4.623,348.578
3.8758661,1.5085967,24.569346,1.5,4.623,351.093
3.8763766,1.5101366,24.571465,1.5,4.623,353.593
3.8765948,1.5083548,24.550861,1.498,4.629,356.125
3.8773904,1.5095826,24.556964,1.5,4.629,358.64
3.8778916,1.5115895,24.552911,1.498,4.629,361.172
3.8780926,1.5085954,24.54195,1.5,4.629,363.687
3.8787269,1.5091388,24.554472,1.5,4.629,366.218
3.8792232,1.5098995,24.550238,1.5,4.629,368.734
3.8795324,1.5099675,24.542797,1.5,4.629,371.25
3.8802275,1.5119393,24.535039,1.5,4.629,373.781
3.880359,1.5110619,24.535805,1.5,4.629,376.297
3.8811868,1.5089491,24.537187,1.498,4.629,378.828
3.8812542,1.509097,24.514264,1.5,4.629,381.343
3.8820922,1.5128895,24.527845,1.5,4.634,383.875
3.8823442,1.5136857,24.535531,1.5,4.634,386.39
3.8830569,1.5137664,24.541246,1.5,4.634,388.906
3.8835121,1.5143952,24.539736,1.5,4.634,391.437
3.8837244,1.5104008,24.546771,1.5,4.634,393.953
3.8843064,1.5135054,24.543272,1.5,4.634,396.484
3.8849546,1.5102471,24.543533,1.5,4.634,399
3.8850606,1.512326,24.555133,1.5,4.634,401.515
3.8859091,1.5113824,24.551639,1.5,4.634,404.047
3.886176,1.5092559,24.554548,1.5,4.634,406.562
3.8868333,1.5104811,24.559979,1.5,4.64,409.062
3.8872302,1.511307,24.552303,1.5,4.64,411.578
3.8876159,1.5099128,24.555999,1.498,4.64,414.062
3.88808,1.5115097,24.55271,1.5,4.64,416.547
3.8883738,1.5132279,24.543102,1.5,4.64,419.015
3.8890844,1.5084021,24.548357,1.498,4.64,421.5
3.8895912,1.5093897,24.548519,1.5,4.64,423.968
3.8894974,1.5113426,24.551027,1.5,4.64,426.484
3.890359,1.5111917,24.549115,1.498,4.64,429
3.890983,1.5098916,24.550027,1.5,4.64,431.531
3.891079,1.512596,24.557705,1.5,4.64,434.047
3.8916126,1.5107724,24.550198,1.5,4.64,436.578
3.8923269,1.5102941,24.550988,1.5,4.64,439.093
3.8925911,1.5116599,24.55217,1.5,4.645,441.593
3.893082,1.5142289,24.541197,1.5,4.645,444.125
3.8940932,1.5020513,24.541761,1.5,4.64,446.593
3.8938309,1.5105952,24.51881,1.498,4.645,449.062
3.8946308,1.5101918,24.51223,1.5,4.645,451.531
3.8947921,1.5083395,24.526953,1.5,4.645,454.015
3.8955705,1.5057628,24.521354,1.5,4.645,456.484
3.8959453,1.5063095,24.515452,1.5,4.645,459
3.896306,1.5101244,24.531154,1.5,4.645,461.531
3.8966503,1.5088235,24.522068,1.5,4.645,464.047
3.8969833,1.5091716,24.524904,1.5,4.645,466.562
3.8974252,1.5101181,24.52436,1.5,4.645,469.093
3.8976032,1.5130565,24.524664,1.5,4.645,471.609
3.898334,1.5119125,24.530529,1.498,4.65,474.14
3.8983902,1.5114157,24.532662,1.5,4.65,476.656
3.8989851,1.5132899,24.523248,1.5,4.65,479.172
3.8995056,1.511613,24.524389,1.498,4.65,481.703
3.900096,1.5150874,24.526534,1.498,4.65,484.218
3.9005469,1.5083784,24.52853,1.498,4.65,486.75
3.9005573,1.5080498,24.545995,1.5,4.65,489.265
3.9012589,1.5076258,24.548345,1.5,4.65,491.781
3.901973,1.5104457,24.543623,1.498,4.65,494.312
3.9020982,1.5137283,24.541858,1.5,4.65,496.828
3.9026538,1.5096425,24.542307,1.498,4.65,499.328
3.9029312,1.5112773,24.540149,1.498,4.65,501.781
3.9033651,1.5143587,24.53736,1.5,4.65,504.25
3.9036457,1.510765,24.543601,1.5,4.656,506.734
3.9042912,1.512532,24.54617,1.5,4.656,509.203
3.9046888,1.5119837,24.545134,1.5,4.656,511.672
3.9051406,1.5105906,24.545995,1.5,4.656,514.14
3.905522,1.5105655,24.540257,1.5,4.656,516.672
3.9059632,1.5110785,24.54924,1.5,4.656,519.187
3.9065033,1.5133918,24.538184,1.5,4.656,521.703
3.9065759,1.5121089,24.538902,1.5,4.656,524.234
3.906925,1.513807,24.538917,1.498,4.656,526.75
3.9076033,1.5093446,24.535196,1.498,4.656,529.281
3.9079694,1.5111788,24.523386,1.5,4.656,531.797
3.9083673,1.5129841,24.519371,1.498,4.661,534.328
3.9088484,1.5128492,24.511837,1.5,4.661,536.843
3.909286,1.510663,24.508346,1.5,4.661,539.375
3.9096469,1.5093809,24.512483,1.498,4.661,541.89
3.9099526,1.5105861,24.5193,1.5,4.661,544.406
3.9105504,1.5119237,24.525053,1.5,4.661,546.937
3.9109648,1.5111804,24.530973,1.498,4.661,549.453
3.9113663,1.5128129,24.527173,1.5,4.661,551.968
3.911604,1.511292,24.528358,1.5,4.661,554.5
3.9121683,1.5105482,24.533808,1.498,4.661,557.015
3.9125103,1.5113481,24.532832,1.5,4.661,559.547
3.9129534,1.5117273,24.535493,1.5,4.661,562.062
3.9132325,1.5127621,24.536057,1.498,4.661,564.578
3.9135883,1.510522,24.538711,1.498,4.661,567.047
3.9140446,1.511835,24.533895,1.5,4.661,569.531
3.9144445,1.5101964,24.529072,1.5,4.661,572.015
3.9146631,1.5096774,24.536146,1.5,4.667,574.484
3.91531,1.5142398,24.536688,1.498,4.667,576.953
3.9152578,1.5098317,24.546977,1.5,4.667,579.437
3.9161121,1.5127999,24.543249,1.5,4.667,581.968
3.9161536,1.5104042,24.529172,1.5,4.667,584.484
3.9165119,1.5146128,24.528662,1.5,4.667,587.015
3.9168673,1.5094338,24.527301,1.5,4.667,589.531
3.9172192,1.5098365,24.533613,1.5,4.667,592.047
3.9178633,1.5118259,24.533971,1.5,4.667,594.578
3.9181511,1.5137573,24.536828,1.5,4.667,597.093
3.918622,1.5129933,24.546236,1.5,4.667,599.625
3.9186563,1.5085063,24.539596,1.5,4.667,602.14
3.9192772,1.5111417,24.54172,1.5,4.667,604.656
3.9196182,1.5149726,24.537033,1.5,4.667,607.187
3.9199432,1.5111549,24.53713,1.498,4.667,609.703
3.9202677,1.5106399,24.531544,1.5,4.672,612.234
3.9205742,1.5129021,24.537432,1.498,4.672,614.75
3.9209771,1.5107278,24.535632,1.5,4.672,617.265
3.9213767,1.5120741,24.540837,1.5,4.672,619.797
3.9218833,1.5159189,24.537412,1.5,4.672,622.312
3.9221261,1.5123714,24.548809,1.5,4.672,624.843
3.9223849,1.5097287,24.536434,1.498,4.672,627.359
3.9224124,1.5085787,24.544346,1.498,4.672,629.89
3.9232604,1.5107348,24.53872,1.5,4.672,632.406
3.9230552,1.5113162,24.53519,1.5,4.672,634.922
3.9234329,1.5087465,24.523414,1.5,4.672,637.453
3.924205,1.513664,24.535373,1.5,4.672,639.922
3.9242464,1.5112389,24.532539,1.5,4.672,642.406
3.9245108,1.5110779,24.535164,1.5,4.672,644.937
3.9251189,1.5092528,24.544015,1.5,4.672,647.437
3.925381,1.5104856,24.553187,1.5,4.677,649.906
3.9256099,1.5102193,24.551533,1.5,4.677,652.375
3.9259597,1.5122664,24.549709,1.5,4.677,654.89
3.9262235,1.5100548,24.545699,1.5,4.677,657.422
