1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,y
24.3280135,24.4669185,24.731385,25.00785,25.413221,25.703603,25.9825115,26.345513,26.611279,26.8694035,27.217812,27.464817,27.6967215,28.0051495,28.233503,28.4506515,28.741308,28.932749,29.127516,29.347595,29.498965,29.6375655,29.766701,29.8749785,30.0074435,30.094358,30.1626335,30.259172,30.334837,30.404437,30.4979645,30.565643,30.634871,30.703512,30.782263,30.8849095,30.955158,31.033915,31.1419135,31.224807,31.3029665,31.4084565,31.498754,31.5793145,31.658115,31.7297405,31.8403135,31.915846,31.988788,32.0930155,32.161826,32.242553,32.314372,32.3914325,32.4750665,32.553065,32.621258,32.6903,32.7549965,32.8438005,32.909158,32.969656,33.0477605,33.114952,33.182021,33.237156,33.301148,33.3758885,33.441671,33.508149,33.567316,33.6351935,33.708364,33.79298,33.879165,33.953097,34.025091,34.099344,34.16689,34.272233,34.347622,34.4294585,34.53097,34.6104725,34.71979,34.805748,34.938031,35.039044,35.132892,35.246591,35.359552,35.458563,35.578649,35.68496,35.79015,35.952508,36.068027,36.1890035,36.317584,36.4414825,36.57401,36.7225485,36.861855,37.022599,37.181073,37.365012,37.6275545,37.840427,38.05789,38.303031,38.476446,1.8564874
24.40012689,24.38000427,24.79091855,25.01823972,25.43937785,25.69897464,25.9457987,26.43337705,26.54158872,26.89301073,27.16153604,27.50540466,27.72962417,28.01441365,28.273585,28.52484004,28.76061731,28.87925965,29.02838179,29.4143149,29.41264532,29.68685604,29.86243606,29.87059109,30.02579182,30.13811828,30.12369122,30.2443567,30.31903215,30.40748293,30.5566641,30.47877595,30.59148796,30.74111683,30.81532137,30.87395811,31.05380728,30.96619957,31.14884971,31.22626171,31.38164653,31.47505117,31.42066277,31.56836039,31.6982726,31.80625372,31.80256556,31.8954559,32.00796434,32.05783468,32.06970748,32.31062933,32.35744348,32.36377964,32.56697204,32.52070939,32.64021458,32.642521,32.80964921,32.76506263,32.82664552,33.05684502,33.02236292,33.09293784,33.13470046,33.24078344,33.32515124,33.29615422,33.45232311,33.53121446,33.65927622,33.64636387,33.70980975,33.89076835,33.8464272,33.89402972,34.09975431,34.03366173,34.14333621,34.25254903,34.3734013,34.4100693,34.47582558,34.58763251,34.77176118,34.86537242,34.98964279,34.96073944,35.06374198,35.30363368,35.34042792,35.54275013,35.6718969,35.75418445,35.75063528,35.90901151,36.02932754,36.10659685,36.2252876,36.42624451,36.5797676,36.65684186,36.91648348,37.01549837,37.13734015,37.39930847,37.65576402,37.92965779,38.0598858,38.29492059,38.39975095,1.8564874
24.69185,24.8176015,25.08475,25.3594095,25.7395045,26.025271,26.2866585,26.6542665,26.910921,27.1686285,27.487018,27.739065,27.970398,28.27118,28.501101,28.71298,28.987211,29.17674,29.3461835,29.5741305,29.711516,29.838445,29.958004,30.062173,30.1793195,30.274436,30.3487145,30.4314005,30.500437,30.557497,30.650558,30.729554,30.792014,30.873677,30.955222,31.054344,31.129939,31.214621,31.3076395,31.384603,31.467857,31.5745865,31.646997,31.7324435,31.814232,31.885801,31.988448,32.056869,32.132829,32.242356,32.304541,32.3737285,32.450723,32.5251555,32.6086385,32.676543,32.7493115,32.816728,32.8870545,32.9687855,33.038374,33.097923,33.164676,33.2297235,33.3195325,33.389493,33.4499415,33.52015,33.5757875,33.672165,33.747214,33.812082,33.878183,33.9562025,34.0581465,34.131489,34.203506,34.279626,34.3573125,34.440802,34.5187775,34.631219,34.715673,34.819261,34.904978,34.990851,35.1210935,35.217592,35.3247295,35.43159,35.5429335,35.646352,35.763768,35.875172,35.985948,36.139985,36.246655,36.3721815,36.496081,36.619781,36.741058,36.8930495,37.04178,37.193637,37.369295,37.543937,37.748089,37.953532,38.2624505,38.523283,38.523283,1.8463272
24.6420131,24.86982002,25.07987738,25.40839147,25.65955191,26.03771229,26.29061437,26.73646951,26.91506978,27.21828532,27.45391616,27.66314266,27.91209965,28.25684906,28.45438647,28.76130087,28.97988081,29.10731818,29.40388096,29.56059267,29.74599249,29.74222188,29.94803356,30.06315017,30.11843595,30.29721446,30.39859816,30.48120038,30.49533361,30.56957789,30.59621868,30.72305547,30.88456785,30.94888249,30.9779408,31.14018975,31.18335536,31.20020291,31.30436637,31.48040768,31.56310078,31.55829787,31.5897592,31.81349546,31.90021822,31.94521535,32.00504247,32.12052635,32.20390002,32.28116014,32.26713027,32.40505657,32.48452448,32.53361969,32.65778044,32.63291395,32.7696199,32.81688533,32.81636898,33.03781178,32.9819225,32.99948983,33.19204245,33.16816559,33.34112547,33.39580682,33.43850918,33.4208325,33.64955093,33.60012307,33.80047771,33.75312437,33.90443888,33.92910412,34.0002219,34.06888847,34.21533944,34.35409255,34.29705938,34.49810726,34.42001041,34.57095915,34.61877451,34.74113707,34.85757651,35.00738414,35.05362564,35.21764331,35.24939739,35.51888375,35.47344442,35.72559322,35.71155177,35.87311878,35.88660919,36.05478693,36.27544384,36.43321667,36.53420877,36.67396328,36.79301516,36.88880048,37.02378615,37.19332928,37.29275586,37.51283175,37.8299736,38.04845767,38.22094712,38.53829975,38.50356096,1.8463272
24.737383,24.867205,25.1164,25.405059,25.7783565,26.054085,26.333826,26.686257,26.938372,27.1891,27.5030055,27.734589,27.969003,28.2716535,28.485955,28.6981595,28.966399,29.16203,29.326116,29.527957,29.66518,29.803916,29.922021,30.001304,30.123965,30.202954,30.274663,30.3680225,30.426221,30.502435,30.592714,30.661288,30.7290935,30.805329,30.883066,30.9860695,31.058855,31.1431745,31.24515,31.33155,31.407843,31.517215,31.604604,31.678749,31.759736,31.8399025,31.942626,32.005764,32.086045,32.1767925,32.251883,32.3257095,32.3922,32.4711515,32.552885,32.620253,32.6813525,32.744491,32.8193935,32.907233,32.968171,33.036388,33.100427,33.1701195,33.2618235,33.32882,33.3991145,33.451925,33.5246355,33.618205,33.677995,33.7518575,33.822694,33.89956,33.9899375,34.064123,34.14867,34.222433,34.302966,34.3795,34.467688,34.593266,34.676474,34.764255,34.859563,34.9420525,35.053089,35.148243,35.2913925,35.402728,35.501724,35.614078,35.7202015,35.832743,35.952373,36.098445,36.211795,36.335288,36.462202,36.582704,36.707406,36.858318,37.021134,37.1812965,37.358749,37.533951,37.73359,37.9540935,38.184174,38.446801,38.542891,1.8353492
24.82862347,24.8567748,25.03555778,25.44264852,25.79443072,26.13509622,26.27493535,26.59897766,27.03832308,27.2646572,27.53186192,27.65541199,28.00674709,28.26657569,28.53893548,28.78269063,28.94025781,29.18041795,29.24544986,29.43198987,29.65155052,29.87723714,29.92616699,29.98125326,30.20552778,30.13539466,30.25931942,30.3786447,30.50686413,30.40308341,30.56434448,30.58625641,30.6761047,30.89982558,30.82142812,30.95299416,31.03376811,31.09202315,31.21325545,31.4145776,31.42912693,31.54719606,31.54679415,31.76156917,31.78222724,31.79651461,31.9193273,31.93396738,32.12795782,32.26278763,32.16523488,32.27477809,32.36058644,32.49361632,32.6428137,32.64441158,32.7782148,32.70400534,32.73751327,32.84735088,32.99611876,33.01518482,33.11981939,33.16658377,33.29690826,33.39919998,33.37155328,33.51443656,33.56423964,33.5820448,33.72668127,33.68622866,33.81677166,33.83338308,33.89125456,34.12992863,34.22390212,34.2346856,34.25415157,34.4330821,34.51579017,34.69161963,34.61939361,34.75913118,34.79678265,34.91501626,34.97926071,35.07000361,35.2772324,35.47158058,35.55980368,35.63042817,35.67278037,35.91031277,36.01741674,36.09482276,36.3009939,36.40428475,36.50244427,36.63125869,36.63046027,36.87564421,36.92354462,37.20639847,37.45841335,37.61108298,37.66680365,37.88973293,38.2017682,38.38613986,38.4509535,1.8353492
24.65324,24.772443,25.017732,25.30877,25.6784095,25.941809,26.2210255,26.56554,26.823784,27.0740585,27.3939925,27.630931,27.860074,28.156786,28.3833,28.5888985,28.8608615,29.041575,29.2202755,29.431926,29.565669,29.6893675,29.800497,29.8942645,30.0096175,30.084931,30.155877,30.244695,30.318204,30.381483,30.468903,30.544506,30.60107,30.671949,30.7532925,30.8438935,30.921954,31.0110515,31.1175275,31.201382,31.279696,31.3886535,31.474131,31.544446,31.615262,31.6927015,31.7968795,31.858672,31.943046,32.0330415,32.114629,32.187898,32.262682,32.3321085,32.421289,32.493691,32.5578945,32.616804,32.693708,32.776518,32.841554,32.9016165,32.97574,33.0381175,33.116949,33.195742,33.261197,33.323647,33.389914,33.480159,33.538292,33.6268345,33.682504,33.7602675,33.8635565,33.929329,34.0173055,34.09087,34.170366,34.251176,34.3300195,34.452731,34.536519,34.622374,34.725211,34.81577,34.910209,35.0173505,35.145432,35.258574,35.369872,35.473729,35.592823,35.703943,35.8122855,35.925906,36.034996,36.1901605,36.311959,36.448308,36.59619,36.731492,36.881865,37.0486185,37.229334,37.4187685,37.608185,37.833579,38.079203,38.256635,38.256635,1.8352625
24.63378108,24.83315863,25.10189829,25.21806472,25.77360272,25.87558123,26.3060505,26.63608403,26.75150884,27.06685907,27.32181161,27.57127089,27.87767001,28.0893458,28.33580724,28.60670035,28.93000959,28.97238327,29.16759485,29.42727093,29.47903301,29.62169632,29.80558878,29.83776005,29.92122594,30.17291335,30.17072535,30.21346363,30.41265585,30.30878605,30.47914797,30.47167013,30.60979526,30.70849094,30.70148868,30.84016886,30.92426412,31.06951737,31.08203016,31.17896799,31.25141503,31.45057915,31.53198897,31.64092943,31.65045865,31.77534747,31.8786982,31.7626419,31.93990082,32.08412075,32.12387984,32.14823613,32.24196483,32.3340655,32.3236808,32.45113728,32.52405343,32.51948112,32.62541473,32.76430903,32.86358561,32.87927191,32.93595924,33.01261204,33.17925263,33.13105669,33.26660626,33.26225461,33.44160586,33.42725735,33.49223297,33.69502827,33.72812815,33.6765366,33.93242314,33.86204811,33.99005206,34.05048788,34.22312099,34.31664537,34.36843211,34.37591758,34.48709986,34.52295712,34.65452656,34.84354543,34.83970731,35.07266887,35.190849,35.16710244,35.32385155,35.55918911,35.57704166,35.64049635,35.84086105,35.85939667,35.94080887,36.23702847,36.24050745,36.53936813,36.52558516,36.77671431,36.94688357,36.96576856,37.26364487,37.41467617,37.66351076,37.7756885,37.98722295,38.207016,38.32736648,1.8352625
24.5217485,24.64393,24.891964,25.166443,25.5381695,25.816934,26.088638,26.4410465,26.690439,26.925127,27.257677,27.494399,27.726203,28.0221885,28.250172,28.455889,28.725953,28.909418,29.0824305,29.2836585,29.426012,29.5437925,29.660649,29.760433,29.858437,29.938106,30.003366,30.0986545,30.163579,30.2291095,30.320701,30.393422,30.462027,30.531444,30.6093715,30.705862,30.783294,30.863303,30.970797,31.054816,31.1208215,31.2346145,31.307744,31.3882,31.479497,31.545207,31.6450685,31.715115,31.7852085,31.884993,31.959035,32.032219,32.098342,32.17291,32.277847,32.340564,32.40804,32.475947,32.5430245,32.6369285,32.687398,32.7571485,32.820795,32.8861605,32.980397,33.046934,33.1123565,33.187712,33.24727,33.3453,33.413443,33.4785815,33.560978,33.624585,33.7342035,33.807842,33.8908245,33.977777,34.0512155,34.159177,34.239564,34.3341365,34.41797,34.5089225,34.608267,34.6984755,34.826597,34.925429,35.0280695,35.128759,35.2332045,35.358647,35.4637945,35.57931,35.68548,35.839407,35.960151,36.074275,36.193868,36.321696,36.452111,36.5963975,36.744005,36.9191945,37.106914,37.2861785,37.562519,37.784379,38.0411455,38.130552,38.130552,1.8346455
24.45114126,24.71805424,24.80879584,25.24906368,25.49936065,25.84541294,26.09017103,26.367637,26.76680753,26.90194005,27.31769356,27.41492203,27.73066234,27.98721416,28.24955739,28.51553265,28.80073794,28.99421154,29.09415096,29.33837163,29.48868347,29.53538224,29.57275038,29.7044256,29.77086026,29.85301426,30.05740867,30.13145316,30.21461287,30.21186158,30.40634721,30.40250862,30.36666364,30.55392888,30.64320425,30.61329036,30.68980346,30.83326724,31.0529,31.10583316,31.16246118,31.25524348,31.36351773,31.32886669,31.40957621,31.59074246,31.71307346,31.65103569,31.6960941,31.79305313,31.97006082,31.99835614,32.16046351,32.26914765,32.33315681,32.41878174,32.3165074,32.54725092,32.52325479,32.66239379,32.77088902,32.70476976,32.91470226,32.95854574,32.98790113,33.14438449,33.16265194,33.26184175,33.18261086,33.30349077,33.48005843,33.51132231,33.49637217,33.58160085,33.78307874,33.75456069,33.92418803,33.9470878,33.96355153,34.0991858,34.23496558,34.30842518,34.42716156,34.57460904,34.59998319,34.62366532,34.85175881,34.82857278,35.03621309,35.20463299,35.32443774,35.32835345,35.49333787,35.57297765,35.68051076,35.85350978,35.92274218,36.12091532,36.12745595,36.31519811,36.49640315,36.50371827,36.66865764,36.99330137,37.14591651,37.20062928,37.56657312,37.77435082,38.08258567,38.1039906,38.09409217,1.8346455
