"[0.33563484 0.66136877 0.69738578 0.70003077 0.71616037 0.66144349
 0.70176504 0.67080874 0.66965487 0.69739133 0.66559265 0.72216125
 0.72025991 0.70500534 0.72674028 0.73307503 0.71189303 0.71220924
 0.71543061 0.73827655 0.68592222 0.70982349 0.70732335 0.72307509
 0.70041199 0.70914948 0.71103168 0.70444109 0.69220682 0.70560837
 0.69911283 0.71732684 0.70112159 0.70382747 0.70437222 0.70391348
 0.68484651 0.68821424 0.72157792 0.69222987 0.70106242 0.71159174
 0.68977483 0.71002489 0.67871078 0.70307464 0.70720572 0.70321976
 0.73405404 0.69306975 0.71454775 0.70372024 0.73356366 0.71833514
 0.73508593 0.73904149 0.73059214 0.73543245 0.70214562 0.73688173
 0.74080508 0.75674613 0.76884576 0.76065751 0.77161497 0.77563472
 0.8017101  0.80020763 0.79693791 0.80213998 0.81652451 0.82928732
 0.83998855 0.83827541 0.86036286 0.8734502  0.89261864 0.88056352
 0.88827585 0.88262282 0.88731859 0.88641247 0.87379133 0.86794176
 0.86135096 0.86039354 0.85454751 0.84930739 0.85325534 0.82924405
 0.83479158 0.8116637  0.79892144 0.76669583 0.75096952 0.70143401
 0.64832209 0.60697815 0.53242502 0.40423053 0.22471412 0.08319187
 0.07407435 0.07589113 0.07594735 0.09487783 0.09486437 0.12002687
 0.1435698  0.1768033  0.2154435 ]","[0.51985742 0.87575054 0.77347192 0.48591372 0.56669599 0.66500515
 0.86842671 0.47373865 0.48297261 0.54378051 0.63339725 0.65259381
 0.73330967 0.69069101 0.58642862 0.66510151 0.83382542 0.75285513
 0.66115732 0.91338393 0.72914164 0.53284842 0.61255888 0.69242771
 0.59946219 0.57636063 0.55818361 0.80336153 0.62216352 0.75511718
 0.8181895  0.8694118  0.53533581 0.88504549 0.52042123 0.53226055
 0.82119745 0.75164205 0.70369549 0.88578683 0.86290256 0.76261003
 0.63630572 0.82974088 0.52699867 0.62386621 0.73691268 0.67317767
 0.7825102  0.60442968 0.57782036 0.8843412  0.64192173 0.87788841
 0.84748011 0.58622246 0.86325795 0.70873325 0.86528978 0.89884981
 0.70438041 0.79623087 0.66510891 0.70866828 0.85468968 0.84127129
 0.86501864 0.78153339 0.77573524 0.89859265 0.91463822 0.86730364
 0.86261278 0.86503695 0.80299067 0.86539737 0.89837824 0.85486884
 0.87087522 0.93576907 0.88165916 0.84174966 0.82632003 0.8749603
 0.92563005 0.81578952 0.80596585 0.82600514 0.81405075 0.78268103
 0.90311588 0.84173721 0.81081052 0.78774446 0.79099107 0.70082834
 0.66127662 0.67158216 0.50919479 0.44863296 0.25483894 0.1066236
 0.07586921 0.12238795 0.15001351 0.01789088 0.09904856 0.13214906
 0.07865076 0.39936314 0.13043549]"
"[0.34802652 0.70548203 0.74854156 0.75905344 0.78097476 0.72813759
 0.77256631 0.74776906 0.7479085  0.77773965 0.74240755 0.79487645
 0.79266776 0.78073598 0.8090537  0.81956678 0.8033982  0.80541304
 0.80873058 0.84126534 0.79503419 0.81441864 0.81417888 0.83174414
 0.80949454 0.81712385 0.81884925 0.82240636 0.80758973 0.8238631
 0.81632163 0.83695935 0.81980863 0.81963783 0.83060956 0.82651208
 0.80156363 0.81365289 0.84162428 0.82268134 0.82193354 0.83571849
 0.81916605 0.84072411 0.80678425 0.82762566 0.83191756 0.82405491
 0.85416159 0.81925398 0.82784246 0.82891177 0.84935806 0.82730523
 0.84482015 0.84585039 0.83907528 0.84909447 0.81038446 0.83878792
 0.83739562 0.85073835 0.8597074  0.84907775 0.86261236 0.86529588
 0.8856279  0.88478228 0.87585134 0.87990135 0.89000499 0.90151602
 0.90928446 0.90521219 0.9229643  0.93101665 0.94324605 0.93407248
 0.94187207 0.93905844 0.94583053 0.94912823 0.93830509 0.93510395
 0.93230178 0.93538836 0.93500992 0.93533161 0.94501412 0.93059187
 0.94901753 0.938212   0.94152743 0.93043447 0.94869271 0.9350318
 0.92599282 0.94428304 0.93871801 0.93074726 0.89949256 0.89595297
 0.90555433 0.87082651 0.89781445 0.83236971 0.81415641 0.73235621
 0.53279974 0.22280362 0.26496434]","[0.47903322 0.96433524 0.98712871 0.72149296 0.72421899 0.47122418
 0.9988956  0.82253829 1.         0.89821606 1.         0.87270635
 0.65172048 0.80852142 0.81807605 0.84146923 0.63196384 0.70282074
 0.95145368 0.98359753 0.61822475 0.68499441 0.76084801 0.7251389
 0.91946476 0.98150193 0.81649293 0.95338656 0.84645938 0.76279143
 1.         0.82488319 0.89408078 0.8574826  0.77526066 0.99608851
 0.67395026 0.96712067 0.91101421 0.8661039  0.64754165 0.94999647
 0.96331372 0.93442747 0.63367431 0.70507546 0.83961382 0.94449003
 0.87286434 0.63622522 0.93552451 0.91863304 0.99304059 0.86806443
 0.78397265 0.93443525 0.72246259 0.75903334 0.65585795 0.83630199
 0.68323245 0.75116157 0.80176822 0.738972   0.88790517 0.73555524
 0.86851702 0.7782779  0.83641299 0.85420258 0.95770383 0.80585651
 0.94291125 0.88782646 0.99694043 0.95798031 0.88816301 0.87582905
 0.97850629 0.88772079 0.98308862 0.8912063  0.92576228 0.87818095
 0.8904165  0.98020406 0.98954655 0.87768635 0.93674361 0.87737912
 0.91502582 0.96408991 1.         0.98793155 0.88467328 0.96046887
 0.99695208 0.87737387 0.97709983 0.88223531 0.97039701 0.8454238
 0.91685202 0.88936659 0.88949518 0.84310155 0.73277715 0.83690188
 0.44826675 0.17397277 0.34218105]"
"[0.47661285 0.49054753 0.49977155 0.51356408 0.51860123 0.54562673
 0.56227434 0.57138762 0.59625132 0.60404084 0.63244145 0.64592285
 0.66641457 0.66962995 0.6822544  0.68041263 0.66360062 0.64013681
 0.61871854 0.57616266 0.56324494 0.53208356 0.53529169 0.53253527
 0.55611191 0.58106571 0.6270028  0.66693376 0.69944344 0.73225457
 0.77265229 0.82014349 0.84571552 0.87888972 0.89974979 0.90241297
 0.89839103 0.91644609 0.90574837 0.91701109 0.90172532 0.91193838
 0.92399031 0.93053574 0.92007169 0.9327184  0.90577036 0.90848027
 0.90427792 0.91880009 0.9221927  0.91176493 0.91816702 0.93144828
 0.91981368 0.90579618 0.92242201 0.9184873  0.90975607 0.90576178
 0.89303959 0.89641592 0.88685947 0.8835957  0.87882234 0.86897633
 0.86897507 0.8560127  0.85765781 0.85212576 0.84179984 0.83087206
 0.81964131 0.80710457 0.80161726 0.79086611 0.77528084 0.80024868
 0.82776756 0.8592776  0.8970018  0.93752512 0.98688042 0.98558918
 0.97216412 0.97172045 0.97123486 0.97076991 0.97021751 0.96299787
 0.96325694 0.96114103 0.96790203 0.96748406 0.96053105 0.96584816
 0.96468746 0.9642727  0.96333468 0.95869959 0.96110886 0.96057706
 0.95817581 0.95652114 0.95538738 0.94040384 0.94790103 0.93649581
 0.94236125 0.93204143 0.94488362]","[0.46467826 0.49232723 0.5019438  0.52028645 0.52952717 0.53491222
 0.55370514 0.55892699 0.6041738  0.60606567 0.6314643  0.65290962
 0.67469893 0.6602376  0.6952903  0.66787148 0.66228743 0.64314533
 0.62117187 0.56565373 0.55784868 0.52188452 0.53467124 0.54435623
 0.54215499 0.5913245  0.63894609 0.67147925 0.6897251  0.74563068
 0.76622096 0.82638955 0.84510733 0.88344166 0.89682049 0.9033585
 0.89586198 0.92523011 0.90154443 0.91302528 0.88681406 0.90086094
 0.9096042  0.9323528  0.92453915 0.94011603 0.90029542 0.89828044
 0.89311421 0.90757448 0.91396199 0.91355227 0.92108418 0.92289475
 0.91793617 0.90182325 0.91139785 0.92415633 0.91725682 0.91044998
 0.88627631 0.89886284 0.87701128 0.87838623 0.87473461 0.86661636
 0.86468678 0.8641931  0.86627608 0.84912051 0.84728303 0.82802396
 0.81650508 0.80114933 0.8012351  0.79187871 0.77745033 0.80599045
 0.82867233 0.85799817 0.89265114 0.9413084  0.98777576 0.9900424
 0.97253903 0.97075455 0.96732604 0.96390103 0.96883216 0.95830543
 0.95941659 0.96087871 0.97006403 0.96753075 0.96187806 0.96372155
 0.96270979 0.97263562 0.96146611 0.95780466 0.96713527 0.9610595
 0.96401684 0.94859417 0.95611095 0.92873239 0.938616   0.93914687
 0.94709238 0.93962225 0.93680332]"
"[0.49889427 0.50974547 0.51763256 0.53128326 0.536051   0.56462029
 0.5791361  0.58475592 0.60873617 0.61699359 0.641113   0.6554423
 0.66522064 0.66782368 0.66843195 0.64038897 0.60564449 0.56863664
 0.53727884 0.48978222 0.47644201 0.44754718 0.45045477 0.458698
 0.48656763 0.52380468 0.57998086 0.633314   0.67061082 0.71138337
 0.75936752 0.81329203 0.83851986 0.88224328 0.89974891 0.90817626
 0.90662116 0.92651137 0.92161187 0.93690799 0.92695301 0.93853733
 0.95557259 0.95952734 0.95633708 0.97126749 0.94860765 0.95560966
 0.95129057 0.97176772 0.97557398 0.96874431 0.98384067 1.
 0.99506392 0.98228316 1.         0.9986917  0.9913283  0.98857682
 0.98101864 0.98512252 0.97954202 0.97916696 0.97467562 0.97007482
 0.9724185  0.96353675 0.96541622 0.96209002 0.95735623 0.94680204
 0.94271894 0.93692669 0.93388862 0.93658378 0.9379008  0.98141096
 0.99322292 0.98263871 0.97099753 0.96627042 0.9682189  0.9608887
 0.94743891 0.94660116 0.94568424 0.94488078 0.94376323 0.93625752
 0.93594403 0.93344361 0.93939103 0.9386018  0.93130639 0.93551281
 0.93362058 0.93253794 0.93076674 0.92521245 0.92656383 0.92555966
 0.92102551 0.91790106 0.91576024 0.89798108 0.90162415 0.88872119
 0.89362516 0.88347877 0.89592654]","[0.49938648 0.51085599 0.52306972 0.52216819 0.53200951 0.56628622
 0.59042331 0.59746724 0.60770581 0.60660051 0.63432665 0.64882417
 0.67652136 0.6772637  0.67587637 0.64697125 0.60671423 0.57497221
 0.54306579 0.49151174 0.48925478 0.44474551 0.45166331 0.44488219
 0.49070637 0.53289633 0.57521797 0.63635173 0.67028987 0.71108759
 0.75179069 0.82684978 0.84308676 0.87327674 0.90564186 0.90330262
 0.90833859 0.92671599 0.91235113 0.93177854 0.93723688 0.94115448
 0.95306116 0.96011018 0.94362795 0.96459714 0.95736532 0.94926073
 0.95717446 0.98431369 0.97891549 0.97753493 0.98706679 0.99045686
 1.         0.98706196 0.9990369  1.         0.99778594 0.9872094
 0.97754765 0.99518776 0.98413147 0.98891258 0.9837465  0.96951623
 0.96448043 0.96920033 0.97337311 0.96943465 0.94963624 0.93976684
 0.94127381 0.93992347 0.9350413  0.94326818 0.93559633 0.98375014
 0.99126045 0.97644097 0.97218533 0.96152313 0.9666305  0.96722194
 0.94650099 0.9529115  0.94167767 0.94337601 0.94404741 0.93633622
 0.92821327 0.93292587 0.93522072 0.93464251 0.92923671 0.94151182
 0.9294436  0.92745963 0.92290158 0.91950175 0.93452081 0.92832434
 0.92725482 0.92384652 0.92130958 0.89118466 0.9144581  0.89072079
 0.89019036 0.89029013 0.90002195]"
"[0.76666893 0.71788429 0.74050751 0.74453115 0.73667661 0.69721054
 0.75204015 0.70736521 0.70922174 0.73891519 0.69897937 0.7620126
 0.76054562 0.73673671 0.76428784 0.78347275 0.76406146 0.76983758
 0.77863114 0.80382322 0.76878439 0.79943855 0.79355549 0.81366127
 0.79507149 0.80792239 0.8153867  0.81073984 0.79731304 0.81602853
 0.80651111 0.83248185 0.81681237 0.81096588 0.82235013 0.82403776
 0.8046417  0.81683256 0.83915231 0.8244032  0.82744582 0.83581928
 0.81977682 0.84193644 0.811717   0.83592549 0.83457589 0.82765811
 0.85733628 0.820151   0.83227334 0.83328711 0.8532804  0.83115235
 0.84640872 0.84972827 0.84237347 0.85260908 0.81282044 0.83961562
 0.84006765 0.85325455 0.8620491  0.84998501 0.86224552 0.86603762
 0.88616358 0.88507382 0.87540766 0.87800357 0.889273   0.90052257
 0.90835131 0.90380657 0.92075997 0.92929646 0.94180291 0.93253678
 0.93981092 0.93745764 0.94471998 0.94588401 0.93503402 0.93139849
 0.92864253 0.93236233 0.93144535 0.93137931 0.93812287 0.92352617
 0.94230084 0.93063602 0.9329072  0.92062237 0.93861383 0.92541399
 0.91453347 0.92456515 0.91494373 0.90427976 0.87166949 0.8593838
 0.85584778 0.80565192 0.81682219 0.73693622 0.66612335 0.47233816
 0.43041959 0.5978691  0.66873456]","[0.55370232 0.94476321 0.80739983 0.5060982  0.72778802 0.75823306
 0.95985895 0.81528322 0.44784862 0.59485035 0.66699801 0.70150282
 0.91580713 0.6133403  0.88720746 0.8475161  0.74944885 0.56286348
 0.93973347 0.68443317 0.91117504 1.         0.64757278 0.97802975
 0.9602139  0.68610657 0.80468555 0.92472539 0.84868109 0.93222261
 0.77062131 0.71155705 0.98875789 0.6787514  0.67382448 0.81255604
 0.70443218 0.63928129 0.78729998 0.84649617 0.98147092 0.89114836
 0.74578381 0.97369524 0.78843223 0.94935065 0.89811564 0.72133219
 0.68446366 1.         0.81968846 0.73916714 0.7723696  0.71705979
 0.94743289 0.94559691 0.81288966 0.68970593 0.79386892 0.91308947
 0.94003175 0.99446596 0.82739136 0.71194145 0.96201041 0.72533306
 0.92420826 0.93673465 0.85237605 0.92533879 0.81069282 0.86409542
 0.89954246 0.93060575 0.99199887 0.89242798 0.98794268 0.91736249
 0.88162157 0.8818512  0.98101867 0.89235733 0.87351804 0.94220957
 0.97872258 0.87774144 0.94121785 0.89785009 0.88079554 0.9720962
 0.89118907 0.90552211 0.94515101 0.89251584 0.9213354  0.89204075
 0.93557799 0.87471277 0.90226808 0.89719896 0.79798065 0.85210517
 0.83740764 0.82225989 0.84358924 0.80560465 0.63465631 0.42730586
 0.31194683 0.46795089 0.84290989]"
"[0.47312895 0.48164559 0.47401646 0.47417547 0.46076961 0.47464973
 0.47041515 0.46527509 0.46975126 0.46343805 0.47212347 0.46745931
 0.4699117  0.46835968 0.47338172 0.4711362  0.47591381 0.47571878
 0.48644307 0.46637904 0.48879854 0.48318035 0.48523239 0.48397992
 0.48594941 0.47530135 0.48029496 0.4760978  0.47573982 0.47698503
 0.4628752  0.46045796 0.46400349 0.46818922 0.45732511 0.44300369
 0.43017158 0.42236529 0.41893221 0.41635346 0.40244132 0.39052101
 0.40612685 0.39002763 0.37456037 0.37550543 0.34674547 0.36477508
 0.34562404 0.34957453 0.33723693 0.33416922 0.32820094 0.3318916
 0.32824808 0.31643546 0.32190044 0.29968798 0.30316687 0.29361798
 0.28290261 0.28777382 0.27855904 0.27763047 0.26217613 0.25634682
 0.25654303 0.24505065 0.25245817 0.23706657 0.23309639 0.22621381
 0.2287623  0.21404507 0.21033287 0.21149214 0.1990573  0.19598068
 0.20090478 0.19819893 0.20311587 0.21041495 0.20533661 0.2119043
 0.21154434 0.21545382 0.21050745 0.22906016 0.21690008 0.23024198
 0.23566309 0.23509536 0.24044543 0.2677159  0.25489542 0.269993
 0.27699711 0.28633684 0.28545994 0.3053361  0.34439475 0.35822582
 0.36640134 0.40028901 0.45038637 0.43795316 0.39980255 0.37065814
 0.36513604 0.35687043 0.36504104]","[0.45928673 0.49201479 0.48372691 0.46232221 0.46903478 0.47510878
 0.46486955 0.4686821  0.4703665  0.46543028 0.47746234 0.48116015
 0.4808895  0.45746438 0.46201989 0.46041891 0.47098547 0.47656184
 0.49244292 0.46093871 0.49299252 0.49246423 0.49460526 0.47174194
 0.48979267 0.46062389 0.49449013 0.48718211 0.48552148 0.4895405
 0.46632445 0.46447885 0.46680942 0.45615279 0.45695987 0.44542742
 0.42080785 0.42051209 0.42560593 0.410957   0.39384928 0.3922843
 0.4113957  0.37951262 0.38124519 0.38160036 0.341763   0.35875498
 0.35779736 0.35722868 0.34222559 0.32605776 0.31822794 0.33714312
 0.32575133 0.30884803 0.3138334  0.30165232 0.30556101 0.30156332
 0.28383468 0.29535332 0.27796253 0.27479053 0.26199212 0.26491781
 0.24740887 0.2489205  0.26084387 0.23099335 0.23387907 0.22765352
 0.22994654 0.20966587 0.21206372 0.21162284 0.19844862 0.1966558
 0.20555095 0.19504019 0.20763672 0.2160264  0.20394008 0.21134387
 0.21405481 0.20841156 0.21703979 0.23067428 0.21959387 0.22483832
 0.24277396 0.24274487 0.24036335 0.26692207 0.25882229 0.26811707
 0.2779187  0.28673766 0.27980086 0.31385687 0.34545652 0.3534837
 0.37480567 0.39543544 0.4543698  0.44456606 0.39295758 0.37492839
 0.37742836 0.36013868 0.36062426]"
"[0.24788832 0.38410078 0.3890633  0.36157152 0.35589349 0.3114216
 0.3434299  0.29804991 0.29684485 0.30750498 0.27814178 0.34014446
 0.33795413 0.31073443 0.30926672 0.31357656 0.28958864 0.29990173
 0.31881855 0.3216078  0.26694891 0.31378915 0.30138917 0.31091494
 0.28983826 0.30468656 0.30787899 0.27302378 0.27349985 0.29863145
 0.29814873 0.29325567 0.28161731 0.30002105 0.28463638 0.29494211
 0.27969958 0.2573683  0.3123101  0.25144977 0.2961021  0.2924941
 0.25365423 0.26781355 0.24597218 0.27895118 0.28163005 0.2890095
 0.31992558 0.25487684 0.31653388 0.25151762 0.31169203 0.31355429
 0.31695113 0.32465919 0.30017888 0.27087917 0.25115659 0.2976717
 0.31061034 0.32336831 0.33776034 0.33446284 0.31374051 0.3104805
 0.35047571 0.3363283  0.34852264 0.34299133 0.36178525 0.36383697
 0.3678064  0.35783478 0.38028753 0.3985047  0.44625182 0.37429868
 0.3473775  0.26627847 0.18425789 0.0814106  0.08457502 0.08712668
 0.09054972 0.0980178  0.08905602 0.089427   0.10509833 0.09048005
 0.10104409 0.09856822 0.10498679 0.09432215 0.10311863 0.10899609
 0.1016974  0.11142105 0.11336349 0.101116   0.11348298 0.12096652
 0.11450561 0.11691319 0.12255961 0.14278736 0.15058321 0.1833922
 0.22184188 0.29169862 0.33913206]","[0.26818733 0.40164751 0.41591241 0.56162149 0.1824138  0.2150202
 0.18990914 0.22059055 0.3353463  0.27541997 0.3086729  0.52725965
 0.36791564 0.53554482 0.51199908 0.49580357 0.1054041  0.2255816
 0.50918034 0.44976571 0.0508386  0.18616259 0.38523707 0.36167743
 0.14848145 0.13347703 0.33902501 0.07701145 0.27953592 0.4219105
 0.43859938 0.34303943 0.32792304 0.20190621 0.34362308 0.32004768
 0.43896635 0.18585924 0.35113439 0.13881093 0.31852057 0.38732884
 0.20275895 0.35566583 0.12281369 0.25390803 0.1970583  0.39595131
 0.32192653 0.41643391 0.30068412 0.19885097 0.40278963 0.17378655
 0.23944022 0.25780187 0.26387334 0.1148756  0.27862128 0.38937327
 0.26982932 0.29682797 0.21299282 0.41409631 0.33652584 0.20720697
 0.24726297 0.40745178 0.25103116 0.40326821 0.46241146 0.36080747
 0.39047507 0.27679052 0.38757179 0.46107088 0.46123025 0.38058403
 0.3085913  0.26702206 0.13796524 0.08691638 0.13752511 0.02434245
 0.09969451 0.04267139 0.14662821 0.0499413  0.08120405 0.03639049
 0.04852832 0.07099049 0.12047715 0.14015999 0.11697303 0.07262375
 0.14173304 0.16519058 0.14671184 0.10782847 0.17519344 0.17510056
 0.06978094 0.17916301 0.05629959 0.12258714 0.20477259 0.14434865
 0.09870643 0.33189217 0.44929301]"
"[0.2865904  0.27081938 0.26023229 0.25212875 0.26292197 0.25237661
 0.2256223  0.23388383 0.23444748 0.21601576 0.22887179 0.20457434
 0.19819763 0.21297943 0.21721611 0.19232686 0.18398624 0.17264527
 0.17413699 0.16981555 0.16789308 0.15143843 0.16351313 0.17055367
 0.19375615 0.20555905 0.22348981 0.24564573 0.25514889 0.26518915
 0.27479827 0.2779172  0.28495688 0.28752836 0.29065819 0.27356382
 0.27336155 0.25767272 0.25842879 0.24587814 0.2333381  0.22492462
 0.23579037 0.21955135 0.20327393 0.19890449 0.19149407 0.19336235
 0.18164292 0.1877168  0.17474194 0.17134903 0.16061337 0.17033552
 0.17435358 0.16434081 0.15192443 0.14047291 0.13890854 0.13706039
 0.13369867 0.13071473 0.11882376 0.12192469 0.11495428 0.10548543
 0.1065306  0.10134436 0.10702671 0.10245258 0.08640135 0.09167437
 0.08934758 0.08380902 0.08617787 0.07913688 0.07887161 0.06748658
 0.07179317 0.06922678 0.0712843  0.07733934 0.06715412 0.06850324
 0.06828433 0.06757073 0.06493532 0.06898785 0.06835222 0.06830325
 0.06611204 0.0703352  0.06872444 0.07546272 0.07518873 0.06692584
 0.06364182 0.06456019 0.06317215 0.0635851  0.06508376 0.08187104
 0.05917951 0.05763698 0.07612144 0.04400655 0.0255386  0.04168081
 0.09536693 0.13528131 0.14165215]","[0.289707   0.27592123 0.27326749 0.26315528 0.27134531 0.2452993
 0.23591077 0.22010014 0.24729286 0.21535917 0.23503611 0.209678
 0.1945048  0.2161271  0.2094825  0.17856417 0.19074517 0.15870881
 0.17314265 0.16574269 0.17174968 0.15963444 0.15862538 0.17026648
 0.20065549 0.20404267 0.22069594 0.24406074 0.24953329 0.2672097
 0.26663535 0.29114011 0.275721   0.30340983 0.2987334  0.26309872
 0.27362237 0.26344134 0.26868184 0.25095017 0.24553766 0.21380195
 0.2449766  0.20604845 0.19808834 0.20375697 0.18245237 0.19995802
 0.1832618  0.17925024 0.18009094 0.16191223 0.16949722 0.17137145
 0.18257774 0.16983801 0.14841215 0.15064076 0.13397466 0.14744526
 0.13508854 0.12555574 0.12015558 0.13121617 0.12284176 0.09870733
 0.11507647 0.11006368 0.09859548 0.09634963 0.08250745 0.09403793
 0.09648768 0.07827102 0.07997029 0.07581944 0.08343554 0.06145099
 0.07484364 0.06785568 0.07559974 0.0831126  0.07328445 0.07380076
 0.07116962 0.06399797 0.06933671 0.06351918 0.06309864 0.07339296
 0.06034446 0.07042417 0.06540075 0.08039295 0.08316011 0.06493575
 0.06151232 0.0699662  0.05880898 0.07308586 0.06029809 0.07839276
 0.06954233 0.06632065 0.07251564 0.03586885 0.02226196 0.05464607
 0.089868   0.13392766 0.14799825]"
"[0.24781087 0.26378746 0.27489199 0.28708218 0.29174723 0.32073368
 0.33981742 0.34970982 0.37567061 0.38411854 0.41545674 0.43136768
 0.44601589 0.45111906 0.46784018 0.45728471 0.43367678 0.40965035
 0.39224136 0.35146774 0.33882545 0.31203375 0.31346343 0.31608479
 0.33819314 0.36452025 0.40096517 0.44355501 0.47310534 0.51223753
 0.55315153 0.59164772 0.6193527  0.64935081 0.67967493 0.68656258
 0.68892063 0.70081883 0.70022688 0.71959976 0.71369387 0.71489937
 0.73390734 0.73790734 0.73668369 0.75053248 0.73149455 0.73864685
 0.73503104 0.75685751 0.76228927 0.75619541 0.7638105  0.78043079
 0.78008418 0.77395657 0.78280337 0.7834857  0.78013881 0.77809813
 0.77409561 0.77804364 0.7721036  0.7748456  0.77101678 0.76657867
 0.77032689 0.76215042 0.76574882 0.76449263 0.75790323 0.75196228
 0.7456251  0.73724755 0.73451395 0.7301789  0.7187959  0.74447041
 0.77357052 0.80959882 0.85280994 0.89743685 0.91670437 0.90913368
 0.89563207 0.8939686  0.89214791 0.89063516 0.88833346 0.88022835
 0.87871514 0.87540907 0.87965179 0.87808467 0.87007182 0.87195101
 0.86852601 0.86604396 0.86252698 0.85504668 0.85418146 0.85218753
 0.84318429 0.83698024 0.83272932 0.80909248 0.80465999 0.78861878
 0.79150818 0.78172521 0.79334653]","[0.26151466 0.26160442 0.28656156 0.27819948 0.28730786 0.31937824
 0.34278199 0.35678646 0.36244632 0.37106625 0.40915137 0.43834428
 0.43976662 0.44995989 0.45533782 0.4716985  0.43462478 0.41297406
 0.38928061 0.36518356 0.33719559 0.30084934 0.30404112 0.3119217
 0.34703161 0.36608962 0.39989664 0.42950888 0.47625698 0.4967102
 0.5369351  0.59469648 0.60843983 0.63855338 0.66846262 0.6898058
 0.68438719 0.7092609  0.68642494 0.70839447 0.7222745  0.72525592
 0.72941867 0.73414289 0.74729707 0.76154328 0.7380244  0.74952001
 0.74076442 0.75959476 0.7738411  0.75105877 0.75355324 0.7786127
 0.7906105  0.77549655 0.77559109 0.7813795  0.76992313 0.77767939
 0.76915483 0.78306473 0.77059303 0.7827822  0.76829398 0.77144256
 0.77801749 0.77009558 0.7631173  0.75988737 0.76298401 0.74887604
 0.73847728 0.73236294 0.72981282 0.72898142 0.71797469 0.75024183
 0.77352504 0.80806248 0.85744648 0.90289526 0.9225359  0.90276819
 0.89043787 0.88989446 0.88843758 0.89720785 0.88646684 0.88094183
 0.88561124 0.8718474  0.87715966 0.87020283 0.87160927 0.87183039
 0.86375475 0.87310934 0.86774109 0.8582881  0.85181727 0.85268606
 0.84951989 0.84406962 0.830261   0.80616727 0.79984654 0.78371792
 0.79483438 0.78865081 0.79259492]"
"[0.23114731 0.30047381 0.29635529 0.26232575 0.25224084 0.2131225
 0.24347286 0.1913556  0.18850235 0.19325844 0.16239888 0.22653891
 0.22414799 0.19139231 0.18278916 0.18605016 0.15954278 0.1724281
 0.19538043 0.19101305 0.13410206 0.18777209 0.17236942 0.17952794
 0.15871185 0.17594093 0.17995874 0.13512897 0.14044709 0.16862794
 0.16974802 0.1593221  0.15014462 0.17244064 0.14663188 0.160493
 0.15221383 0.1201247  0.18129781 0.10464143 0.1599219  0.15467084
 0.10933552 0.12003967 0.09942811 0.13208348 0.13352486 0.14280813
 0.17221352 0.09262555 0.16668438 0.08408932 0.15409638 0.16041978
 0.15641481 0.16316831 0.13097747 0.08720619 0.07079188 0.11913669
 0.13332515 0.14217855 0.15408627 0.14800117 0.10698197 0.09040683
 0.12761921 0.09474187 0.10358306 0.07695118 0.08444246 0.06963915
 0.06129732 0.04180416 0.07843783 0.09410003 0.11201185 0.03547975
 0.07481718 0.06419074 0.08249465 0.06303496 0.06640356 0.06898659
 0.07243594 0.07987928 0.07062385 0.07088287 0.08656597 0.07179688
 0.08202084 0.07958355 0.0859066  0.07507397 0.08341672 0.08949103
 0.08197067 0.09118132 0.09293854 0.08003796 0.09283137 0.09984128
 0.09189468 0.09397185 0.09649199 0.11599425 0.11942279 0.14795552
 0.17806869 0.22744411 0.26995998]","[0.25901356 0.44160385 0.51296856 0.33207776 0.49095573 0.32837208
 0.02380516 0.4413517  0.44766884 0.18622407 0.15873427 0.21790841
 0.10981827 0.22975604 0.07631546 0.37331612 0.13870283 0.27717586
 0.35986206 0.15453559 0.30516492 0.20571688 0.02292161 0.00134687
 0.17569071 0.22719878 0.03744971 0.06581337 0.14003375 0.14278918
 0.12419291 0.         0.21238436 0.         0.08502668 0.
 0.282012   0.16934932 0.04853787 0.24538736 0.19967455 0.07763535
 0.26719494 0.14192524 0.20064232 0.30228072 0.22953481 0.05962734
 0.00579523 0.01961233 0.26890453 0.14307098 0.         0.
 0.12018226 0.         0.09153356 0.         0.06837249 0.09375763
 0.05617848 0.01855064 0.15999551 0.01771362 0.17754148 0.07534571
 0.174619   0.12226484 0.         0.09776517 0.18814477 0.
 0.11229976 0.01850471 0.03903778 0.10873336 0.13840466 0.04375058
 0.09001868 0.0006025  0.13543127 0.11961096 0.11079424 0.03472842
 0.08555633 0.13649242 0.10128719 0.10789924 0.07311098 0.11240244
 0.04691056 0.14094475 0.02558951 0.11471036 0.11044058 0.12452037
 0.01875665 0.08322115 0.03051617 0.14225446 0.0292792  0.02734143
 0.16145278 0.12861378 0.0199103  0.1985775  0.0427708  0.24881723
 0.12472272 0.08879631 0.36369105]"
