Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step,Capacity,SOH
4.1845576,0.0023090962,23.181833,0.0006,0,0,1.3703252,0.68516259
4.1847308,-0.0017895582,23.195359,0.0006,4.2,9.312,1.3703252,0.68516259
3.9668663,-2.0091721,23.220105,1.9988,3.017,23.031,1.3703252,0.68516259
3.9397469,-2.0087621,23.323169,1.9986,2.998,35.922,1.3703252,0.68516259
3.9188348,-2.0089872,23.457231,1.9986,2.977,48.812,1.3703252,0.68516259
3.9021115,-2.0088404,23.598319,1.9986,2.963,61.672,1.3703252,0.68516259
3.8875259,-2.0106031,23.730792,1.9986,2.95,74.594,1.3703252,0.68516259
3.8746927,-2.009365,23.869219,1.9988,2.94,87.531,1.3703252,0.68516259
3.8634558,-2.0080814,24.00729,1.9986,2.932,100.391,1.3703252,0.68516259
3.8532597,-2.0096314,24.145175,1.9988,2.923,113.234,1.3703252,0.68516259
3.8438493,-2.0110762,24.306614,1.9988,2.915,126.094,1.3703252,0.68516259
3.8356169,-2.0121176,24.450335,1.9988,2.908,138.953,1.3703252,0.68516259
3.8275609,-2.0090474,24.577749,1.9986,2.901,151.812,1.3703252,0.68516259
3.8203709,-2.0104186,24.73256,1.9986,2.895,164.734,1.3703252,0.68516259
3.8137312,-2.0099096,24.866597,1.9986,2.889,177.578,1.3703252,0.68516259
3.807801,-2.0104103,25.00464,1.9986,2.884,190.453,1.3703252,0.68516259
3.8017166,-2.0088002,25.153281,1.9988,2.879,203.266,1.3703252,0.68516259
3.7960204,-2.0098599,25.288089,1.9986,2.874,216.141,1.3703252,0.68516259
3.7907949,-2.0098168,25.411767,1.9988,2.869,228.984,1.3703252,0.68516259
3.7858545,-2.0077558,25.559931,1.9988,2.865,241.828,1.3703252,0.68516259
3.7810713,-2.0070841,25.692096,1.9988,2.86,254.687,1.3703252,0.68516259
3.7762546,-2.0060267,25.830065,1.9986,2.856,267.547,1.3703252,0.68516259
3.7711334,-2.0093868,25.964744,1.9986,2.851,280.422,1.3703252,0.68516259
3.7663789,-2.0093162,26.110706,1.9986,2.847,293.266,1.3703252,0.68516259
3.7612964,-2.0077981,26.234426,1.9988,2.842,306.156,1.3703252,0.68516259
3.7561997,-2.0120783,26.376194,1.9988,2.837,318.969,1.3703252,0.68516259
3.751088,-2.0084073,26.501752,1.9988,2.832,331.797,1.3703252,0.68516259
3.7457092,-2.0082891,26.630096,1.9988,2.827,344.687,1.3703252,0.68516259
3.7406849,-2.0085574,26.760745,1.9986,2.822,357.531,1.3703252,0.68516259
3.7352024,-2.010297,26.877709,1.9988,2.817,370.422,1.3703252,0.68516259
3.7300235,-2.0088687,27.001247,1.9986,2.811,383.266,1.3703252,0.68516259
3.7243627,-2.0106232,27.129442,1.9988,2.807,396.109,1.3703252,0.68516259
3.7186356,-2.0073027,27.235328,1.9988,2.801,408.953,1.3703252,0.68516259
3.713194,-2.0100236,27.341845,1.9988,2.795,421.812,1.3703252,0.68516259
