Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step,Capacity,SOH
4.1892311,-0.00076272556,23.204614,0.0006,0,0,1.6777783,0.83888916
4.1893713,-0.0044478851,23.203934,0.0006,4.204,9.39,1.6777783,0.83888916
3.9934384,-2.0098601,23.224947,1.9986,3.035,21.312,1.6777783,0.83888916
3.9750345,-2.0084146,23.307254,1.9986,3.031,32.359,1.6777783,0.83888916
3.9616882,-2.0069367,23.411314,1.9986,3.02,43.422,1.6777783,0.83888916
3.9502382,-2.0086011,23.534624,1.9986,3.009,54.547,1.6777783,0.83888916
3.9403061,-2.0081463,23.641707,1.9986,3,65.656,1.6777783,0.83888916
3.9314895,-2.0061979,23.745496,1.9986,2.992,76.781,1.6777783,0.83888916
3.9234039,-2.0075801,23.857884,1.9986,2.986,87.843,1.6777783,0.83888916
3.9160062,-2.0071489,23.985089,1.9986,2.981,98.89,1.6777783,0.83888916
3.9092914,-2.0091196,24.100279,1.9986,2.977,110.062,1.6777783,0.83888916
3.902832,-2.0081626,24.201955,1.9986,2.971,121.125,1.6777783,0.83888916
3.8969169,-2.0088647,24.316808,1.9986,2.966,132.187,1.6777783,0.83888916
3.8908746,-2.007223,24.42777,1.9986,2.962,143.265,1.6777783,0.83888916
3.8854879,-2.0092863,24.519564,1.9986,2.958,154.343,1.6777783,0.83888916
3.8801851,-2.0058945,24.629142,1.9986,2.954,165.437,1.6777783,0.83888916
3.8752371,-2.0085844,24.73478,1.9986,2.95,176.531,1.6777783,0.83888916
3.870392,-2.0066371,24.84185,1.9986,2.947,187.562,1.6777783,0.83888916
3.865739,-2.0081309,24.949179,1.9986,2.943,198.64,1.6777783,0.83888916
3.861295,-2.0060447,25.051625,1.9986,2.939,209.687,1.6777783,0.83888916
3.8570466,-2.0076901,25.153828,1.9986,2.936,220.812,1.6777783,0.83888916
3.8530324,-2.0071589,25.249105,1.9986,2.933,231.843,1.6777783,0.83888916
3.848814,-2.0091556,25.351649,1.9986,2.929,242.89,1.6777783,0.83888916
3.8449005,-2.0062768,25.447144,1.9986,2.926,253.953,1.6777783,0.83888916
3.8411244,-2.0112926,25.551393,1.9986,2.923,265.078,1.6777783,0.83888916
3.8376018,-2.0079095,25.650685,1.9986,2.919,276.14,1.6777783,0.83888916
3.8340247,-2.0066517,25.73864,1.9986,2.916,287.218,1.6777783,0.83888916
3.8308066,-2.0084202,25.843559,1.9986,2.913,298.297,1.6777783,0.83888916
3.827483,-2.0072984,25.934949,1.9986,2.911,309.359,1.6777783,0.83888916
3.8242355,-2.0097098,26.027321,1.9986,2.908,320.422,1.6777783,0.83888916
3.8212356,-2.0086884,26.122292,1.9986,2.905,331.5,1.6777783,0.83888916
3.8180219,-2.0112887,26.227647,1.9986,2.902,342.531,1.6777783,0.83888916
3.8147391,-2.0093139,26.313383,1.9986,2.899,353.609,1.6777783,0.83888916
3.8117558,-2.010324,26.40283,1.9986,2.897,364.765,1.6777783,0.83888916
3.8082464,-2.0048725,26.499335,1.9986,2.895,375.797,1.6777783,0.83888916
3.8051641,-2.0094618,26.597553,1.9986,2.891,386.875,1.6777783,0.83888916
3.8020084,-2.0076019,26.69636,1.9986,2.888,397.906,1.6777783,0.83888916
3.798404,-2.0077381,26.787335,1.9986,2.885,408.984,1.6777783,0.83888916
3.7951745,-2.0096432,26.885236,1.9986,2.882,420.093,1.6777783,0.83888916
3.7916622,-2.0064585,26.968323,1.9986,2.875,431.125,1.6777783,0.83888916
3.7880501,-2.0062853,27.074891,1.9986,2.873,442.203,1.6777783,0.83888916
3.7844163,-2.0080939,27.155253,1.9986,2.87,453.265,1.6777783,0.83888916
3.7804842,-2.0069245,27.254108,1.9986,2.867,464.39,1.6777783,0.83888916
3.7768667,-2.0075828,27.348147,1.9986,2.863,475.437,1.6777783,0.83888916
3.7727749,-2.0103694,27.4347,1.9986,2.859,486.578,1.6777783,0.83888916
3.7689458,-2.0086347,27.5198,1.9986,2.856,497.609,1.6777783,0.83888916
3.7649236,-2.0077096,27.597366,1.9986,2.853,508.656,1.6777783,0.83888916
3.7607389,-2.0078659,27.675495,1.9986,2.849,519.687,1.6777783,0.83888916
3.7567332,-2.0086252,27.750144,1.9986,2.844,530.75,1.6777783,0.83888916
3.7526872,-2.0058232,27.805044,1.9986,2.841,541.812,1.6777783,0.83888916
3.7484354,-2.0084831,27.871921,1.9986,2.837,552.875,1.6777783,0.83888916
3.7445411,-2.0090019,27.937687,1.9986,2.833,563.937,1.6777783,0.83888916
3.7406372,-2.0067059,27.983573,1.9986,2.829,574.922,1.6777783,0.83888916
3.7368231,-2.0062467,28.03401,1.9986,2.825,585.968,1.6777783,0.83888916
3.7330469,-2.0086905,28.070546,1.9986,2.822,597,1.6777783,0.83888916
3.7296743,-2.0096297,28.09092,1.9986,2.819,608.047,1.6777783,0.83888916
