Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step,Capacity,SOH
4.1867367,-0.0066816741,23.439818,0.0006,0,0,1.4197027,0.70985134
4.186946,0.00094161833,23.439385,0.0006,4.202,9.359,1.4197027,0.70985134
3.9745738,-2.0075123,23.466936,1.9988,3.01,22.75,1.4197027,0.70985134
3.9489424,-2.00945,23.567558,1.9988,3.007,35.406,1.4197027,0.70985134
3.9298338,-2.0098824,23.683547,1.9988,2.987,48.016,1.4197027,0.70985134
3.9141808,-2.0063716,23.805177,1.9988,2.975,60.641,1.4197027,0.70985134
3.9006709,-2.0091833,23.934262,1.9986,2.962,73.25,1.4197027,0.70985134
3.8886387,-2.0084058,24.061828,1.9988,2.953,85.906,1.4197027,0.70985134
3.8781439,-2.0100011,24.201614,1.9986,2.943,98.547,1.4197027,0.70985134
3.8682759,-2.0081816,24.332613,1.9988,2.936,111.141,1.4197027,0.70985134
3.8595471,-2.0076493,24.456059,1.9986,2.929,123.734,1.4197027,0.70985134
3.8513617,-2.0090755,24.619344,1.9988,2.922,136.406,1.4197027,0.70985134
3.8437131,-2.007007,24.749493,1.9988,2.916,148.969,1.4197027,0.70985134
3.8367991,-2.0090097,24.889706,1.9988,2.911,161.547,1.4197027,0.70985134
3.8301734,-2.0085859,25.014237,1.9988,2.905,174.109,1.4197027,0.70985134
3.824011,-2.0100181,25.153045,1.9988,2.899,186.734,1.4197027,0.70985134
3.8184431,-2.0096046,25.281487,1.9988,2.895,199.375,1.4197027,0.70985134
3.812674,-2.0078853,25.419672,1.9986,2.891,211.922,1.4197027,0.70985134
3.8074302,-2.0080749,25.55412,1.9988,2.886,224.547,1.4197027,0.70985134
3.8028039,-2.0058423,25.687696,1.9986,2.881,237.125,1.4197027,0.70985134
3.798001,-2.0094749,25.81398,1.9988,2.877,249.719,1.4197027,0.70985134
3.7933193,-2.0084315,25.930895,1.9986,2.873,262.281,1.4197027,0.70985134
3.7888599,-2.0117659,26.062666,1.9988,2.87,274.906,1.4197027,0.70985134
3.7844084,-2.0112396,26.196015,1.9988,2.866,287.5,1.4197027,0.70985134
3.7797464,-2.0062372,26.315543,1.9988,2.862,300.094,1.4197027,0.70985134
3.7752917,-2.0075567,26.457185,1.9988,2.857,312.656,1.4197027,0.70985134
