Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step
3.41748139,-0.000303881358,33.6901122,-0.001,-0.007,0
3.11744889,-3.5047583,33.6426619,-3.517,1.434,2.469
3.50521027,1.51359285,33.6355325,1.506,4.219,6.672
3.53733199,1.51441806,33.6110739,1.507,4.262,10.656
3.55731499,1.51367593,33.5717231,1.507,4.284,14.625
3.57356371,1.51758904,33.5366665,1.507,4.3,18.594
3.58804679,1.51203601,33.4812617,1.507,4.316,22.578
3.60111883,1.51503529,33.4131098,1.507,4.332,26.594
3.61348898,1.51656553,33.363381,1.507,4.343,30.562
3.624777,1.51554789,33.303514,1.507,4.354,34.547
3.63526046,1.51454915,33.2409246,1.507,4.365,38.547
3.64502794,1.51433578,33.1735372,1.507,4.376,42.515
3.65465163,1.51452453,33.1122483,1.507,4.381,46.5
3.66321078,1.51611976,33.0554309,1.507,4.392,50.484
3.67166624,1.51522622,32.9937583,1.507,4.403,54.469
3.6800122,1.51546102,32.9355065,1.507,4.408,58.437
3.68730506,1.51298221,32.8633238,1.507,4.419,62.406
3.69487902,1.51448469,32.8110417,1.507,4.424,66.39
3.70155826,1.51473692,32.7486623,1.507,4.43,70.359
3.70815993,1.51532845,32.6937849,1.507,4.435,74.344
3.71456382,1.51578739,32.6314629,1.507,4.446,78.328
3.72085751,1.51546522,32.5768449,1.507,4.451,82.297
3.72655347,1.51420132,32.5150785,1.507,4.457,86.281
3.732219,1.51376811,32.4532966,1.507,4.462,90.281
3.73765965,1.51544246,32.4004002,1.507,4.467,94.25
3.74285875,1.5147121,32.3340867,1.507,4.473,98.234
3.74791793,1.51523975,32.2914769,1.507,4.478,102.219
3.75275346,1.51513254,32.2285436,1.507,4.484,106.187
3.75730417,1.51339198,32.1789514,1.507,4.489,110.156
3.76194051,1.51472745,32.1294712,1.506,4.489,114.125
3.76649186,1.51559764,32.0726524,1.507,4.494,118.109
3.7704154,1.51700549,32.0024564,1.507,4.5,122.094
3.77466287,1.51728031,31.9529154,1.507,4.505,126.062
3.77851571,1.5124475,31.8976177,1.507,4.505,130.062
3.78238251,1.5145207,31.8411034,1.507,4.511,134.031
3.78583979,1.51412626,31.8034215,1.507,4.516,138.015
3.78948459,1.51802605,31.7561678,1.507,4.521,142
3.79312198,1.51504592,31.7068662,1.507,4.521,145.969
3.796293,1.51719315,31.6573543,1.507,4.527,150
3.79919287,1.51778244,31.6049732,1.507,4.532,153.953
3.80211868,1.51544873,31.5543705,1.507,4.532,157.922
3.8047565,1.51511357,31.50401,1.507,4.538,161.937
3.80730708,1.51567916,31.4556963,1.507,4.538,165.89
3.81009016,1.51306336,31.3975287,1.507,4.543,169.875
