Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step
3.37691524,-0.000124402847,33.1756864,0,-0.007,0
3.07525767,-3.45607624,33.1398754,-3.469,1.423,2.516
3.4672871,1.51498293,33.1290974,1.507,4.181,6.375
3.4974531,1.51597674,33.1113794,1.507,4.219,10
3.51742279,1.51773731,33.0768974,1.506,4.241,13.672
3.53368332,1.51576774,33.0213715,1.507,4.257,17.297
3.54862338,1.51384186,32.9744707,1.507,4.273,20.922
3.56179374,1.51211452,32.9294442,1.507,4.289,24.547
3.57406796,1.51601263,32.8765268,1.507,4.3,28.203
3.58576793,1.51333845,32.8196031,1.507,4.311,31.813
3.59630949,1.51718271,32.7661772,1.506,4.322,35.453
3.6068448,1.51422468,32.7125329,1.507,4.332,39.156
3.61655229,1.51452662,32.6553681,1.507,4.343,42.781
3.62586253,1.50863855,32.5928339,1.507,4.354,46.406
3.63441091,1.51216181,32.5320522,1.507,4.359,50.031
3.64315751,1.51586363,32.46688,1.507,4.37,53.656
3.65065716,1.51707839,32.4140569,1.507,4.376,57.281
3.65837434,1.51679337,32.3737916,1.507,4.386,60.906
3.66566387,1.51435631,32.321411,1.507,4.392,64.531
3.67275264,1.51518717,32.2714729,1.507,4.397,68.156
3.67932789,1.51471934,32.2072819,1.507,4.408,71.781
3.68565721,1.51673691,32.1511726,1.507,4.413,75.438
3.69203546,1.5137384,32.0918481,1.507,4.419,79.047
3.69818387,1.51474234,32.0324659,1.507,4.424,82.672
3.70362282,1.5129017,31.9795244,1.507,4.43,86.297
3.70981107,1.51789307,31.9283531,1.507,4.435,89.969
3.7150174,1.51669345,31.8747482,1.507,4.44,93.594
3.72017527,1.51788798,31.8301122,1.507,4.446,97.219
3.72530136,1.51822712,31.7719233,1.507,4.451,100.844
3.73017955,1.51793729,31.7225939,1.507,4.457,104.469
3.73491649,1.51736683,31.6758584,1.507,4.462,108.078
3.73955162,1.51398441,31.6181819,1.507,4.467,111.75
3.7439137,1.51807288,31.5608041,1.507,4.473,115.375
3.74844898,1.51679338,31.5015212,1.507,4.478,119
3.75261253,1.51462587,31.4527798,1.507,4.478,122.625
3.75644762,1.51467587,31.4157389,1.507,4.484,126.25
3.76051,1.51691567,31.3674338,1.507,4.489,129.86
3.76441503,1.51538027,31.3161017,1.507,4.494,133.516
3.76843632,1.5153622,31.2718833,1.507,4.494,137.188
3.77210331,1.51487323,31.2126968,1.507,4.5,140.813
3.77567044,1.51874284,31.1640817,1.507,4.505,144.438
3.77903157,1.51505321,31.1177623,1.507,4.511,148.063
3.78249071,1.51533471,31.0723205,1.506,4.511,151.735
3.78546994,1.51695522,31.0284593,1.507,4.516,155.36
3.78878658,1.5166386,30.9752547,1.507,4.516,158.985
3.79152455,1.51612628,30.9185531,1.507,4.521,162.61
3.79483987,1.51092936,30.8778608,1.507,4.521,166.235
3.79751295,1.51602146,30.8261604,1.507,4.527,169.844
3.80015994,1.51449102,30.786761,1.507,4.527,173.469
3.80250498,1.51740881,30.746956,1.507,4.532,177.094
3.80517897,1.51273832,30.7142716,1.507,4.532,180.719
3.80757262,1.51697341,30.6689571,1.507,4.538,184.344
3.80975653,1.51258029,30.620473,1.507,4.538,187.969
3.81195873,1.51321123,30.5766544,1.507,4.538,191.594
3.81379766,1.51377325,30.5361796,1.507,4.543,195.219
3.81553949,1.51580566,30.4873299,1.507,4.543,198.828
3.81731937,1.51688553,30.4522861,1.507,4.543,202.453
3.81921748,1.5146993,30.4112846,1.507,4.548,206.078
3.82029755,1.51498076,30.3777183,1.507,4.548,209.703
3.82178142,1.51501374,30.3391256,1.507,4.548,213.313
3.82312573,1.51536533,30.2882119,1.507,4.548,216.938
3.82425479,1.51465518,30.2531398,1.507,4.554,220.563
3.82559294,1.51330272,30.2128536,1.507,4.554,224.203
3.82648871,1.51539573,30.1643501,1.507,4.554,227.828
3.82753299,1.51672744,30.1417896,1.507,4.554,231.516
3.82894521,1.5170187,30.114348,1.507,4.554,235.125
3.82981114,1.5176088,30.0830439,1.507,4.559,238.75
3.83053164,1.51764868,30.0414399,1.507,4.559,242.375
3.83136018,1.51696077,30.0036377,1.507,4.559,246
3.83224282,1.51470297,29.9642078,1.506,4.559,249.625
3.83334467,1.51671742,29.926078,1.507,4.559,253.25
3.83434668,1.51166137,29.8961176,1.507,4.559,256.86
3.83505549,1.51591053,29.8586996,1.507,4.565,260.5
3.83575712,1.51560672,29.8228052,1.507,4.565,264.156
3.83662285,1.51722195,29.7988902,1.507,4.565,267.766
3.83725642,1.5157268,29.7660821,1.507,4.565,271.375
3.83829974,1.51520862,29.7306802,1.507,4.565,275.063
3.83935237,1.51326444,29.6962641,1.507,4.565,278.672
3.84010533,1.51546298,29.6542276,1.507,4.565,282.297
3.84099934,1.51624463,29.6169602,1.507,4.57,285.922
3.84199771,1.51406693,29.5923156,1.507,4.57,289.547
3.8426173,1.51372102,29.5733468,1.507,4.57,293.172
3.84353444,1.51656477,29.5352068,1.507,4.57,296.797
3.84461325,1.51639967,29.5076266,1.507,4.57,300.406
3.84537542,1.51505772,29.466187,1.507,4.57,304.047
3.84615862,1.51558847,29.4431289,1.507,4.575,307.672
3.84694441,1.51371127,29.4165251,1.506,4.575,311.297
3.84795773,1.51548853,29.3804704,1.507,4.575,314.969
3.84896743,1.51371681,29.3452681,1.507,4.575,318.625
3.84992679,1.51667437,29.3226324,1.507,4.575,322.25
3.85058849,1.51325591,29.2923986,1.507,4.575,325.875
3.851746,1.51586312,29.2625026,1.507,4.575,329.5
3.85231735,1.51535888,29.226588,1.506,4.581,333.125
3.85341852,1.51397296,29.2059955,1.507,4.581,336.75
3.85433733,1.51353627,29.1753534,1.507,4.581,340.375
3.85519388,1.51601539,29.1432514,1.507,4.581,344
3.85595264,1.51533888,29.119025,1.507,4.581,347.61
3.85692876,1.51534366,29.0974353,1.507,4.581,351.235
3.85806267,1.51770537,29.0722886,1.507,4.586,354.844
3.85889141,1.5123356,29.049835,1.507,4.586,358.485
3.85940896,1.51645758,29.0242843,1.506,4.586,362.094
3.86050202,1.51619225,28.9927542,1.507,4.586,365.719
3.86139332,1.51423942,28.95838,1.507,4.586,369.328
3.86237327,1.5125485,28.9403649,1.507,4.586,372.953
3.86327377,1.51565073,28.9156103,1.507,4.592,376.578
3.86385159,1.5168347,28.8878741,1.507,4.592,380.188
3.86473876,1.51508217,28.8681598,1.507,4.592,383.813
3.86567485,1.51265005,28.850974,1.507,4.592,387.422
3.8664264,1.5160379,28.8163675,1.507,4.592,391.047
3.86729284,1.51530908,28.7848279,1.507,4.592,394.672
3.86809382,1.51479794,28.7564883,1.507,4.597,398.281
3.86899748,1.51590978,28.7365065,1.507,4.597,401.906
3.86975547,1.51609497,28.7085355,1.507,4.597,405.516
3.87069661,1.51314331,28.682843,1.507,4.597,409.141
3.87158117,1.51643614,28.6599542,1.507,4.597,412.75
3.87241147,1.51494919,28.6338093,1.507,4.597,416.391
3.87316569,1.51419321,28.6133381,1.507,4.597,420
3.87380531,1.51844487,28.5840198,1.507,4.597,423.625
3.87493604,1.51571219,28.5650888,1.506,4.602,427.25
3.87538427,1.51470875,28.5454821,1.507,4.602,430.875
3.87655184,1.51303149,28.5225069,1.507,4.602,434.485
3.87742664,1.51577863,28.5067533,1.507,4.602,438.11
3.87828547,1.51656842,28.490035,1.507,4.602,441.719
3.87892606,1.51415312,28.4567863,1.507,4.602,445.344
3.87954768,1.51507921,28.4371797,1.507,4.608,449
3.88047817,1.51565757,28.4068977,1.507,4.608,452.672
3.88116921,1.51699041,28.3814841,1.507,4.608,456.297
3.88207924,1.51726362,28.3597598,1.506,4.608,459.922
3.88300341,1.51228555,28.3463226,1.507,4.608,463.531
3.88363457,1.51653658,28.3330474,1.507,4.608,467.156
3.88458567,1.5139017,28.3114132,1.507,4.608,470.781
3.88532746,1.5159857,28.2952658,1.507,4.613,474.406
3.88597526,1.51719928,28.2764553,1.507,4.613,478.031
3.88672235,1.51389075,28.2666806,1.507,4.613,481.719
3.88743644,1.51333574,28.2350038,1.507,4.613,485.36
3.88848102,1.51466424,28.2181708,1.507,4.613,489.047
3.88888958,1.51446765,28.1891431,1.507,4.613,492.672
3.88985304,1.51573455,28.1759077,1.507,4.613,496.281
3.89056015,1.51785447,28.1471729,1.507,4.619,499.906
3.89117019,1.51483978,28.1268003,1.507,4.619,503.531
3.89207714,1.51453465,28.1238965,1.507,4.619,507.156
3.89298458,1.51785796,28.0963187,1.507,4.619,510.781
3.89359945,1.51562848,28.0807422,1.507,4.619,514.406
3.89435476,1.51618966,28.0554953,1.507,4.619,518.031
3.89489692,1.51612101,28.0386193,1.507,4.619,521.656
3.89579024,1.51573707,28.0196608,1.507,4.619,525.281
3.89652914,1.51491511,27.9866743,1.507,4.624,528.906
3.89719562,1.5144589,27.981402,1.507,4.624,532.531
3.89803947,1.51575522,27.9558572,1.507,4.624,536.141
3.8989802,1.51521579,27.9334025,1.507,4.624,539.766
3.89947004,1.51689034,27.910671,1.507,4.624,543.391
3.90007419,1.51607404,27.8935046,1.507,4.624,547.11
3.90078166,1.518307,27.8821765,1.507,4.624,550.735
3.90145058,1.51658381,27.8666283,1.507,4.624,554.406
3.90244167,1.51551761,27.8504497,1.507,4.624,558.031
3.9028554,1.51725369,27.8328617,1.507,4.629,561.656
3.90367783,1.51368911,27.8179131,1.507,4.629,565.266
3.90453065,1.51339729,27.8078356,1.507,4.629,568.891
3.90481872,1.51405448,27.7932172,1.507,4.629,572.516
3.90565859,1.51291926,27.7715296,1.507,4.629,576.141
3.90622495,1.51567865,27.7481191,1.507,4.629,579.766
3.9070988,1.51514487,27.7398495,1.506,4.629,583.422
3.90762407,1.51608272,27.7203378,1.507,4.635,587.094
3.90835993,1.5149138,27.7000502,1.507,4.635,590.719
3.90891462,1.51703731,27.6943274,1.507,4.635,594.344
3.90990272,1.5176037,27.6771573,1.507,4.635,597.969
3.91051206,1.51216611,27.661209,1.507,4.635,601.578
3.91100374,1.5148851,27.6454431,1.507,4.635,605.203
3.91158136,1.51816263,27.6284144,1.507,4.635,608.828
3.91210879,1.51737228,27.6145871,1.507,4.635,612.453
3.91314138,1.51483809,27.588183,1.507,4.635,616.078
3.91348779,1.51575157,27.5716426,1.507,4.64,619.703
3.91424204,1.51366658,27.5611952,1.507,4.64,623.391
3.91484046,1.51501622,27.543036,1.507,4.64,627
3.91534398,1.51650723,27.5292749,1.507,4.64,630.625
3.91600618,1.51758965,27.5140332,1.507,4.64,634.25
3.91662857,1.51552875,27.4970066,1.507,4.64,637.875
3.91697004,1.51190505,27.4852197,1.507,4.64,641.5
3.91765615,1.51407675,27.4688047,1.507,4.64,645.125
3.91815329,1.5180804,27.4465084,1.507,4.64,648.735
3.91887484,1.51505879,27.4324547,1.507,4.64,652.36
3.9195566,1.51582732,27.4234917,1.507,4.646,655.985
3.92023716,1.51673077,27.4087244,1.507,4.646,659.594
3.920326,1.5170679,27.3919011,1.507,4.646,663.219
3.92098643,1.51369265,27.3809238,1.507,4.646,666.844
3.92160903,1.5166826,27.3691903,1.507,4.646,670.469
3.92227914,1.51704528,27.3607844,1.507,4.646,674.094
3.92269385,1.51620838,27.3421519,1.507,4.646,677.703
3.92321382,1.51662236,27.3253167,1.507,4.646,681.328
3.92388482,1.51561236,27.3119102,1.507,4.646,684.953
3.92433016,1.51536803,27.3043339,1.507,4.651,688.594
3.92475131,1.51536861,27.2883481,1.507,4.651,692.281
3.92532597,1.51741595,27.2760906,1.507,4.651,695.891
3.92626747,1.51722169,27.2644679,1.507,4.651,699.516
3.92624889,1.51756912,27.247942,1.507,4.651,703.141
3.92693524,1.51842954,27.225912,1.507,4.651,706.766
3.92722904,1.51739558,27.2124565,1.507,4.651,710.391
3.92784484,1.51644023,27.2014919,1.506,4.651,714.016
3.92818187,1.51756469,27.1916863,1.507,4.651,717.641
3.92871959,1.5184268,27.1729027,1.507,4.651,721.266
3.92931898,1.51461887,27.1671662,1.507,4.656,724.875
3.92952805,1.52187167,27.1408518,1.507,4.651,728.5
3.93012528,1.51519233,27.1422815,1.507,4.656,732.125
3.93082007,1.51644846,27.1251843,1.507,4.656,735.75
3.93136356,1.51666464,27.1197031,1.507,4.656,739.438
3.9318676,1.51482739,27.1095543,1.507,4.656,743.063
3.93203768,1.5180211,27.091514,1.507,4.656,746.688
3.93277846,1.51380442,27.0742383,1.507,4.656,750.297
3.93328039,1.51518283,27.0620193,1.507,4.656,753.938
3.93307244,1.51546599,27.0515696,1.507,4.656,757.547
3.93401378,1.51232093,27.0312587,1.507,4.656,761.172
3.93461678,1.51501768,27.0189888,1.507,4.656,764.797
3.93460946,1.51418565,27.010678,1.507,4.656,768.422
3.93509236,1.51785372,27.0009826,1.507,4.656,772.047
3.93560682,1.5164299,26.9961523,1.506,4.662,775.656
3.93602743,1.51781842,26.9735372,1.507,4.656,779.297
3.93637745,1.51569793,26.9697345,1.507,4.662,782.969
3.93698024,1.51579352,26.9673946,1.507,4.662,786.594
3.93713943,1.51930219,26.9517308,1.507,4.662,790.219
3.93752105,1.51549771,26.9338467,1.507,4.662,793.844
3.93811712,1.51803031,26.9233544,1.507,4.662,797.469
3.93868124,1.51655002,26.9130753,1.507,4.662,801.078
3.93904602,1.51596729,26.9011611,1.507,4.662,804.703
3.93963342,1.51601925,26.8906906,1.507,4.662,808.328
3.93998296,1.51631027,26.8758821,1.507,4.662,811.953
3.94039297,1.51481952,26.871143,1.507,4.662,815.578
3.94061417,1.51194324,26.8573507,1.507,4.662,819.203
3.94110079,1.51457187,26.8481814,1.507,4.667,822.891
3.94142453,1.51670474,26.836568,1.507,4.667,826.516
3.94172138,1.51781063,26.8260872,1.507,4.667,830.156
3.9423057,1.51922541,26.8142549,1.507,4.667,833.781
3.94262755,1.51558259,26.8076191,1.507,4.667,837.406
3.94302853,1.51730193,26.7924215,1.507,4.667,841.031
3.94360471,1.51807292,26.7835206,1.507,4.667,844.656
3.94403183,1.5145075,26.7782589,1.507,4.667,848.281
3.94406485,1.51640564,26.7614616,1.507,4.667,851.922
3.94442824,1.51527891,26.7526444,1.507,4.667,855.594
3.9446041,1.51291799,26.7404995,1.507,4.667,859.219
3.94526794,1.51378078,26.7389188,1.507,4.667,862.844
3.94573651,1.5176764,26.7260135,1.507,4.667,866.547
3.94597306,1.51577937,26.7245553,1.507,4.667,870.172
3.94628229,1.51781162,26.7144813,1.507,4.672,873.828
3.94670558,1.51185458,26.707727,1.507,4.672,877.453
3.9475369,1.51634705,26.6978027,1.507,4.672,881.078
3.94769736,1.5130338,26.6809558,1.507,4.672,884.766
3.94807229,1.51513515,26.6746625,1.507,4.672,888.391
3.94836751,1.51433972,26.6671597,1.507,4.672,892.016
3.94861188,1.51487384,26.6596516,1.507,4.672,895.656
3.94902292,1.5166573,26.6414756,1.507,4.672,899.281
3.94919621,1.51536981,26.6422943,1.507,4.672,902.906
3.94973831,1.51413722,26.6361575,1.507,4.672,906.531
3.95021071,1.51629389,26.6266936,1.507,4.672,910.219
3.95064858,1.51703963,26.6170748,1.507,4.672,913.844
3.95097881,1.51656585,26.6043155,1.507,4.672,917.469
