Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step
3.49312131,-0.00179717383,33.0337673,0,-0.007,0
3.17916021,-3.59631925,32.9761389,-3.612,1.455,2.5
3.57215542,1.51892473,32.9702834,1.507,4.284,7.657
3.61248073,1.51758844,32.9620753,1.507,4.338,12.578
3.63569364,1.51627693,32.9199868,1.507,4.359,17.485
3.65384006,1.51689588,32.8590751,1.507,4.381,22.391
3.66975186,1.51506266,32.7927182,1.507,4.397,27.297
3.68366595,1.51509875,32.7191955,1.507,4.413,32.219
3.69693746,1.51439372,32.6662415,1.507,4.424,37.157
3.70886144,1.51616764,32.5894567,1.507,4.435,42.063
3.71967526,1.51654754,32.5202229,1.507,4.446,46.969
3.73004926,1.51543811,32.4388975,1.507,4.457,51.922
3.73933766,1.51630725,32.3624774,1.507,4.467,56.813
3.74824757,1.51313544,32.2994768,1.507,4.478,61.719
3.75679447,1.5162383,32.2435385,1.507,4.484,66.657
3.76464791,1.51594829,32.166347,1.507,4.494,71.563
3.77188609,1.51643144,32.1135748,1.507,4.5,76.563
3.77881593,1.51795834,32.0507635,1.507,4.511,81.453
3.78530066,1.51591276,31.9807575,1.507,4.516,86.344
3.79140126,1.51728123,31.9126622,1.507,4.521,91.25
3.79724747,1.5200005,31.8416296,1.507,4.527,96.157
3.80251641,1.5147406,31.7702452,1.507,4.532,101.078
3.8074168,1.5152408,31.7123004,1.507,4.538,105.969
3.81188294,1.51287518,31.6360664,1.507,4.543,110.953
3.81603207,1.51736545,31.5767181,1.507,4.548,115.86
3.81976183,1.51677055,31.5090607,1.507,4.548,120.75
3.82312519,1.51739635,31.4650033,1.507,4.554,125.703
3.82627855,1.51550236,31.4074942,1.507,4.554,130.578
3.82910097,1.51849756,31.3534394,1.507,4.559,135.532
3.83166548,1.51164772,31.2986583,1.507,4.565,140.438
3.83345441,1.51768988,31.248488,1.507,4.565,145.313
3.83589717,1.5166357,31.1926329,1.507,4.565,150.266
3.83753494,1.51569594,31.1377921,1.507,4.57,155.172
3.83932015,1.51390494,31.0950002,1.507,4.57,160.063
3.84115163,1.51430938,31.0377211,1.507,4.57,164.953
3.842887,1.51613766,30.9827354,1.507,4.575,169.891
3.84431536,1.51466085,30.9380304,1.507,4.575,174.782
3.84588364,1.5143083,30.8750277,1.507,4.575,179.719
3.84715117,1.51582133,30.8295717,1.507,4.575,184.61
3.84872439,1.51756033,30.7854926,1.507,4.575,189.5
3.85033668,1.51163453,30.7412116,1.507,4.581,194.453
3.85185672,1.51363731,30.687547,1.507,4.581,199.344
3.8530986,1.51668983,30.6450409,1.507,4.581,204.235
3.85481529,1.51519758,30.6044767,1.507,4.586,209.172
3.85641696,1.51581575,30.5695164,1.507,4.586,214.078
3.8577316,1.51614806,30.531622,1.507,4.586,219
3.85929182,1.51513317,30.4634473,1.507,4.592,223.891
3.86080931,1.51179481,30.4319757,1.507,4.592,228.782
3.86215436,1.5148692,30.3748939,1.507,4.592,233.735
3.86371265,1.51561712,30.3441407,1.507,4.592,238.625
3.86491162,1.51963564,30.2959967,1.507,4.597,243.516
3.86646433,1.51683989,30.2540857,1.507,4.597,248.407
3.86785584,1.51778926,30.2113307,1.507,4.597,253.297
3.86949226,1.51466003,30.1629225,1.507,4.597,258.25
3.87085396,1.51488233,30.1232795,1.507,4.602,263.157
3.87197996,1.51780773,30.088574,1.507,4.602,268.032
3.87344273,1.51425802,30.0387607,1.507,4.602,272.985
3.87517778,1.51497552,30.0055005,1.507,4.608,277.875
3.87646689,1.51620485,29.9695911,1.507,4.608,282.797
3.87815095,1.51837657,29.9324585,1.507,4.608,287.688
3.87916576,1.51478092,29.8878064,1.507,4.613,292.578
3.88062784,1.51355895,29.859068,1.507,4.613,297.516
3.88200955,1.51392623,29.8208489,1.507,4.613,302.438
3.88356448,1.51729417,29.7830499,1.507,4.613,307.344
3.88491697,1.51657027,29.7315272,1.507,4.619,312.235
3.88602108,1.51658407,29.6947314,1.507,4.619,317.125
3.88724956,1.5143272,29.6690916,1.507,4.619,322.078
3.88878716,1.51571337,29.6396705,1.507,4.619,326.969
3.89004705,1.51803091,29.6172783,1.507,4.619,331.844
3.89146092,1.51340529,29.5844823,1.507,4.619,336.75
3.89269,1.51686053,29.5337025,1.507,4.624,341.641
3.89417447,1.51512015,29.5067476,1.507,4.624,346.578
3.89522885,1.51507678,29.4849422,1.507,4.624,351.469
3.89639335,1.51490875,29.4589155,1.507,4.624,356.36
3.89793115,1.51487164,29.4238962,1.507,4.629,361.36
3.89915975,1.51637365,29.3858179,1.507,4.629,366.266
3.90043921,1.51370197,29.3562853,1.507,4.629,371.157
3.90176357,1.51517028,29.3226949,1.507,4.635,376.094
3.90296518,1.51823634,29.2966297,1.507,4.635,380.985
3.90421264,1.51535418,29.2638687,1.507,4.635,385.875
3.90535467,1.51602276,29.2358254,1.507,4.635,390.828
3.90638619,1.51770366,29.1915287,1.507,4.635,395.719
3.90780712,1.51263635,29.1701899,1.507,4.635,400.61
3.90885747,1.51677561,29.1332883,1.507,4.64,405.5
3.90984717,1.51443429,29.1209336,1.507,4.64,410.407
3.91132016,1.51545488,29.0961388,1.507,4.64,415.297
3.91222262,1.51523242,29.0713691,1.507,4.64,420.188
