Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step
3.28570563,0.00428287855,34.4605851,0,-0.007,0
2.99203443,-3.34147443,34.4197329,-3.35,1.396,2.453
3.38021179,1.51955986,34.4054513,1.507,4.09,5.859
3.40947324,1.51731516,34.3776737,1.507,4.133,9.093
3.42962942,1.51351019,34.3501448,1.506,4.154,12.281
3.44731793,1.51172133,34.3039931,1.507,4.171,15.531
3.46210344,1.51779924,34.2644629,1.507,4.187,18.781
3.47632437,1.51676713,34.2191325,1.507,4.203,21.968
3.48942432,1.51365659,34.1720844,1.507,4.214,25.156
3.5016676,1.51409113,34.1092976,1.507,4.23,28.359
3.51304954,1.51616669,34.0572368,1.507,4.241,31.547
3.52453614,1.51474025,34.0076902,1.507,4.251,34.797
3.53523967,1.51741936,33.9628927,1.507,4.262,38
3.54500984,1.51447521,33.9043472,1.506,4.273,41.187
3.55468549,1.5171567,33.846402,1.507,4.284,44.39
3.56387868,1.51612641,33.7904888,1.507,4.289,47.578
3.5724056,1.51176574,33.744013,1.507,4.3,50.828
3.58107777,1.51569963,33.6935057,1.507,4.311,54.047
3.58910887,1.51719535,33.6347107,1.507,4.316,57.25
3.59656144,1.51488293,33.5733395,1.507,4.322,60.484
3.60442049,1.51837823,33.5272978,1.507,4.332,63.703
3.61127104,1.51646788,33.4806078,1.507,4.338,66.89
3.6186131,1.5132978,33.4225103,1.507,4.349,70.093
3.62464532,1.51292131,33.3765708,1.507,4.354,73.281
3.63164759,1.51641929,33.3144477,1.507,4.359,76.531
3.63784812,1.51596601,33.261278,1.506,4.365,79.718
3.64388825,1.51585266,33.1982954,1.507,4.37,82.906
3.64967592,1.51590748,33.1555906,1.507,4.376,86.156
3.65531882,1.51404054,33.1094901,1.506,4.381,89.343
3.66114509,1.51645307,33.0574505,1.507,4.386,92.547
3.66630911,1.51662627,33.0134332,1.507,4.392,95.734
3.67170216,1.51476337,32.969742,1.507,4.397,98.984
3.67668025,1.51839329,32.9170134,1.507,4.403,102.172
3.6815952,1.51452574,32.8667405,1.507,4.408,105.359
3.68619819,1.51833277,32.8219284,1.507,4.413,108.562
3.69132962,1.51717011,32.7650528,1.507,4.419,111.75
3.69554483,1.51688519,32.7127736,1.507,4.424,114.937
3.70010575,1.51546984,32.6602355,1.507,4.424,118.187
3.70450102,1.51457729,32.610244,1.506,4.43,121.359
3.70885571,1.51643042,32.5781994,1.507,4.435,124.562
3.71318199,1.5157551,32.5296137,1.507,4.44,127.75
3.71701586,1.51337739,32.4798981,1.507,4.446,130.937
3.72089622,1.51586183,32.433637,1.507,4.446,134.187
3.72484468,1.51419321,32.3837669,1.507,4.451,137.375
3.72892495,1.51463805,32.3304815,1.507,4.457,140.672
3.73241064,1.51805348,32.281288,1.507,4.457,143.859
3.73621811,1.51714518,32.2302702,1.507,4.462,147.062
3.73994297,1.51560205,32.1838303,1.507,4.467,150.25
3.7432657,1.51510715,32.1398693,1.507,4.467,153.5
3.74694429,1.51713507,32.1024635,1.507,4.473,156.687
3.75014082,1.51532492,32.0550604,1.507,4.478,159.875
3.75323012,1.51277321,32.0173746,1.507,4.478,163.078
3.75676579,1.51446942,31.9637611,1.507,4.484,166.265
3.76005119,1.51598276,31.9159604,1.507,4.484,169.531
3.76303076,1.51404563,31.8724331,1.507,4.489,172.812
3.76614633,1.51594107,31.8167101,1.507,4.489,176
3.76910051,1.51656014,31.7752701,1.507,4.494,179.187
3.77191567,1.51678575,31.7368485,1.507,4.5,182.39
3.77485218,1.51510406,31.6995458,1.507,4.5,185.578
3.77764263,1.51635696,31.6599873,1.507,4.5,188.828
3.7805887,1.5150668,31.6257363,1.507,4.505,192.015
3.78318246,1.51723884,31.581641,1.507,4.511,195.203
3.78552103,1.51699453,31.5419944,1.507,4.511,198.39
3.78814624,1.51899971,31.4960844,1.507,4.516,201.578
3.79055289,1.51585456,31.4571376,1.507,4.516,204.781
3.79301823,1.51711739,31.4189012,1.507,4.521,207.968
3.7951982,1.5156758,31.3833739,1.507,4.521,211.156
3.79758394,1.51544683,31.3357952,1.507,4.527,214.406
3.79991856,1.51272425,31.2824814,1.507,4.527,217.593
3.80179499,1.51635504,31.2494364,1.507,4.527,220.781
3.80379036,1.5162207,31.2222688,1.507,4.532,223.984
3.80566897,1.51598905,31.1789634,1.507,4.532,227.172
3.80751074,1.51733905,31.1353743,1.507,4.532,230.422
3.80902116,1.51627083,31.1014419,1.507,4.538,233.609
3.81069868,1.51799456,31.0557787,1.507,4.538,236.797
3.8122666,1.51690043,31.0225535,1.507,4.538,240
3.81382472,1.51409929,30.98953,1.507,4.538,243.187
3.81500706,1.51550667,30.9511093,1.507,4.543,246.375
3.81631449,1.51699915,30.9193837,1.507,4.543,249.562
3.81742624,1.5174807,30.876944,1.507,4.543,252.75
3.81857968,1.51503135,30.8516233,1.507,4.543,255.937
3.81960414,1.514419,30.8085667,1.507,4.543,259.172
3.82073849,1.51248853,30.7772908,1.507,4.548,262.359
3.82163966,1.5162099,30.7353357,1.507,4.548,265.547
3.82252802,1.51518256,30.6982614,1.507,4.548,268.75
3.82367927,1.5158308,30.6614955,1.507,4.548,271.953
3.82431184,1.51826071,30.6277553,1.507,4.548,275.14
3.82511133,1.515013,30.5959424,1.507,4.548,278.343
3.82590922,1.51444934,30.5656896,1.507,4.548,281.531
3.82676343,1.51358122,30.537901,1.507,4.554,284.765
