Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step
3.49990019,0.00209470446,33.9604245,0,-0.007,0
3.18289339,-3.60570095,33.8900404,-3.62,1.461,2.453
3.5711851,1.51666471,33.8725031,1.507,4.278,8.406
3.62072553,1.51673495,33.858378,1.507,4.349,14.156
3.6472073,1.51689341,33.81927,1.507,4.376,19.875
3.66834788,1.51525239,33.7463366,1.507,4.397,25.656
3.68677083,1.51830218,33.6732341,1.507,4.413,31.391
3.70296409,1.51407832,33.5792062,1.507,4.43,37.11
3.71736867,1.5135433,33.4914316,1.507,4.446,42.828
3.73065755,1.51439803,33.4150549,1.507,4.457,48.547
3.74288605,1.51530891,33.3309884,1.507,4.473,54.313
3.75424886,1.51552973,33.248569,1.507,4.484,60.016
3.76453503,1.5147093,33.1684625,1.507,4.494,65.719
3.77403187,1.51592224,33.0697244,1.507,4.505,71.422
3.78296611,1.51475056,33.0000786,1.507,4.511,77.188
3.79126219,1.51495751,32.9226457,1.507,4.521,82.891
3.79880798,1.51583522,32.846191,1.507,4.527,88.61
3.80586193,1.51419823,32.7602316,1.507,4.532,94.313
3.8122238,1.51642548,32.6986729,1.507,4.543,100.078
3.81814456,1.51305267,32.6173895,1.507,4.548,105.797
3.82294536,1.5183734,32.5453689,1.507,4.554,111.516
3.82736609,1.51549919,32.4712099,1.507,4.554,117.219
3.83108269,1.51551448,32.4031919,1.507,4.559,122.969
3.83478668,1.51356931,32.3250367,1.507,4.565,128.719
3.83774587,1.5172466,32.2679093,1.507,4.57,134.422
3.84053277,1.5159138,32.2028384,1.507,4.57,140.125
3.8432392,1.51337652,32.131548,1.507,4.575,145.875
3.84526082,1.5131419,32.0736112,1.507,4.575,151.578
3.84756818,1.51464734,32.0094298,1.507,4.575,157.328
3.84972133,1.51100905,31.9533881,1.507,4.581,163.047
3.85162671,1.51537613,31.8907677,1.507,4.581,168.766
3.85371145,1.5116308,31.8363731,1.507,4.586,174.469
3.85561748,1.51719688,31.7822115,1.507,4.586,180.219
