Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step
3.52906864,-0.00122090649,33.698188,0,-0.007,0
3.20726009,-3.63791282,33.6182741,-3.655,1.466,2.453
3.5985277,1.51675215,33.6196295,1.507,4.3,8.516
3.64900987,1.51558243,33.6112706,1.507,4.376,14.422
3.67567165,1.51670971,33.5721335,1.507,4.403,20.312
3.69655617,1.51529275,33.4998384,1.507,4.424,26.25
3.71376452,1.51573654,33.4173777,1.507,4.44,32.203
3.72936967,1.51653379,33.3318342,1.507,4.457,38.094
3.7433259,1.51454728,33.2442101,1.507,4.473,44
3.75596082,1.5150621,33.1674224,1.507,4.484,49.891
3.76742485,1.51496037,33.0753291,1.507,4.494,55.797
3.77825993,1.51523411,32.9873049,1.507,4.505,61.734
3.78800092,1.51291444,32.9004566,1.507,4.516,67.672
3.79684982,1.51424455,32.8213372,1.507,4.527,73.609
3.80497092,1.51559429,32.7403955,1.507,4.532,79.484
3.81237022,1.51419342,32.6531796,1.507,4.543,85.391
3.8188824,1.51478732,32.5814109,1.507,4.548,91.281
3.82488478,1.51328721,32.5113563,1.507,4.554,97.219
3.82937967,1.51576763,32.4318852,1.507,4.559,103.109
3.8337858,1.51604781,32.3650852,1.507,4.565,108.984
3.83748648,1.51325892,32.2947396,1.507,4.57,114.859
3.84106326,1.51621061,32.2325223,1.507,4.57,120.734
3.84384558,1.51747845,32.1630752,1.507,4.575,126.609
3.8465418,1.51341416,32.0899352,1.507,4.575,132.469
3.84906975,1.51516433,32.0376519,1.507,4.581,138.344
3.85129623,1.51773879,31.9727603,1.507,4.581,144.219
3.85367037,1.5137454,31.9036856,1.507,4.586,150.094
3.8560207,1.51059041,31.8446103,1.507,4.586,155.969
3.85829991,1.5197793,31.7864046,1.507,4.592,161.844
3.85993982,1.51779381,31.7435905,1.507,4.592,167.719
3.86215846,1.51774229,31.6845941,1.507,4.592,173.578
3.86463251,1.51374919,31.6238906,1.507,4.597,179.453
3.86640738,1.51432893,31.55581,1.507,4.597,185.328
3.86855495,1.51769481,31.5032986,1.507,4.597,191.203
3.87089179,1.51386187,31.465942,1.507,4.602,197.078
3.87268854,1.51821081,31.4199973,1.507,4.602,203
3.87514026,1.51213195,31.3579781,1.507,4.608,208.859
3.87714255,1.51554145,31.2882875,1.507,4.608,214.75
3.87891614,1.515554,31.2499161,1.507,4.608,220.609
3.88071207,1.51391353,31.1957326,1.507,4.613,226.484
3.88293065,1.51524082,31.1493528,1.507,4.613,232.359
3.8850386,1.51495061,31.0962449,1.507,4.613,238.234
3.88701265,1.51390598,31.0494617,1.507,4.619,244.187
3.88930835,1.51295664,31.0003654,1.507,4.619,250.078
3.89057719,1.51236092,30.9587713,1.507,4.619,255.937
3.89278443,1.51648134,30.9107103,1.507,4.624,261.828
3.89465015,1.51158551,30.8673155,1.507,4.624,268.094
3.89661226,1.51436251,30.8129037,1.507,4.624,274.062
3.89865763,1.5151526,30.7872836,1.507,4.629,280.047
3.90034364,1.51585113,30.7381054,1.507,4.629,286.031
3.90236507,1.51587103,30.6875649,1.507,4.635,292.031
3.90429647,1.51460569,30.6435231,1.507,4.635,298.031
3.90613652,1.51511316,30.5996316,1.507,4.64,304.016
3.90782285,1.51731073,30.5635305,1.507,4.64,310
3.90945127,1.51228278,30.5149494,1.507,4.64,316
