Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step
3.49274552,0.00112722907,33.9430389,0,-0.007,0
3.17563324,-3.57261259,33.8610152,-3.589,1.455,2.453
3.55771329,1.51724768,33.8564304,1.507,4.268,9.078
3.61389978,1.51266589,33.8334628,1.507,4.343,15.532
3.64412242,1.51347777,33.7805843,1.507,4.376,21.953
3.66768874,1.51645436,33.6982443,1.507,4.397,28.344
3.68831798,1.51689626,33.6120735,1.507,4.419,34.797
3.70622443,1.51627709,33.5145754,1.507,4.435,41.172
3.72269414,1.5157185,33.4147536,1.507,4.457,47.61
3.73744777,1.51526017,33.3212414,1.507,4.467,53.969
3.7506867,1.51686255,33.2243531,1.507,4.484,60.344
3.76317618,1.51456409,33.1294918,1.507,4.494,66.766
3.77425835,1.5165562,33.0345873,1.507,4.505,73.141
3.78453909,1.51333056,32.9402611,1.507,4.516,79.5
3.7937121,1.51456215,32.8466449,1.507,4.527,85.922
3.80244968,1.51350128,32.7537857,1.507,4.532,92.282
3.81026558,1.5156449,32.6705486,1.507,4.543,98.672
3.8176355,1.5152534,32.5767728,1.507,4.548,105.078
3.82385977,1.51852149,32.4913277,1.507,4.554,111.469
3.82935664,1.51617683,32.4256825,1.507,4.559,117.828
3.83358108,1.51683804,32.3483657,1.507,4.565,124.266
3.83760934,1.51625143,32.2683161,1.507,4.57,130.625
3.84099175,1.51452099,32.1926573,1.507,4.57,136.985
3.84428787,1.51645155,32.1220245,1.507,4.575,143.375
3.84655628,1.51658672,32.038952,1.507,4.575,149.735
3.84977447,1.51689269,31.9734546,1.507,4.581,156.078
3.85209237,1.51540132,31.9026207,1.507,4.581,162.438
3.85434554,1.5132455,31.8410377,1.507,4.586,168.86
3.85678147,1.5165302,31.7734208,1.507,4.586,175.219
3.85902775,1.51926159,31.7140042,1.507,4.592,181.61
3.86130908,1.51611675,31.6516213,1.507,4.592,188
3.8638028,1.51271184,31.5989177,1.507,4.592,194.36
3.86596449,1.51522854,31.530218,1.507,4.597,200.719
3.86848596,1.51727428,31.4705097,1.507,4.597,207.125
3.8706576,1.51243861,31.4042065,1.507,4.602,213.516
3.87263126,1.51439747,31.3603079,1.507,4.602,219.875
