Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step
3.69774822,-0.00107124948,22.5656785,0,-0.007,0
3.33127037,-3.83804394,22.561173,-3.838,1.509,2.547
3.80700838,1.52319781,22.6543651,1.507,4.532,8.5
3.83028323,1.51439365,22.7163629,1.507,4.559,14.125
3.84296815,1.51185042,22.7588,1.507,4.57,19.813
3.85201394,1.51327089,22.7850003,1.507,4.581,25.438
3.85914541,1.51451705,22.7834797,1.507,4.586,31.063
3.865108,1.51582712,22.7897429,1.507,4.592,36.703
3.8709345,1.5145895,22.7869567,1.507,4.597,42.328
3.8759414,1.51281228,22.7904121,1.507,4.602,47.938
3.88067353,1.51546635,22.7886463,1.507,4.608,53.594
3.88482369,1.51496035,22.7872697,1.507,4.613,59.235
3.88922575,1.51448132,22.7869663,1.507,4.619,64.844
3.8932067,1.51299315,22.7990282,1.507,4.619,70.453
3.89695331,1.51274216,22.8003275,1.507,4.624,76.063
3.90062656,1.51302798,22.7995036,1.507,4.629,81.672
3.90393297,1.5134669,22.8077639,1.507,4.635,87.282
3.90748397,1.51739074,22.8120156,1.507,4.635,92.953
3.91047057,1.51303294,22.8093626,1.507,4.64,98.578
3.91382537,1.51540136,22.8136221,1.507,4.64,104.203
3.91663544,1.51523795,22.8080748,1.507,4.646,109.813
3.91971969,1.51501868,22.8098905,1.507,4.646,115.422
3.92248721,1.51614515,22.8192333,1.507,4.651,121.047
3.92542531,1.51481469,22.8123742,1.507,4.651,126.657
3.92815847,1.51723057,22.8086881,1.507,4.656,132.266
3.93025403,1.51697125,22.8288178,1.507,4.656,137.86
3.93263167,1.51457868,22.8202147,1.507,4.662,143.469
3.93517597,1.51353724,22.8159377,1.507,4.662,149.125
3.9375457,1.51415848,22.8304659,1.507,4.667,154.766
3.9394939,1.51716927,22.837138,1.507,4.667,160.391
3.94178959,1.51944812,22.835833,1.507,4.667,166.016
3.94367232,1.5145634,22.8441977,1.507,4.672,171.61
3.94559114,1.51401055,22.853704,1.507,4.672,177.235
3.947717,1.51599433,22.8532839,1.507,4.678,182.844
3.94916793,1.51494788,22.8575446,1.507,4.678,188.453
3.95101557,1.51632149,22.8692652,1.507,4.678,194.063
3.95290852,1.51332545,22.8624203,1.507,4.683,199.657
3.9544496,1.51781672,22.874008,1.507,4.683,205.25
3.95627887,1.5192488,22.8716414,1.507,4.683,211.235
3.95770272,1.51826056,22.8802355,1.507,4.683,216.969
3.95907917,1.51431636,22.8828295,1.507,4.689,222.688
3.96052183,1.51561804,22.8915333,1.507,4.689,228.422
3.96196099,1.51486322,22.9041203,1.507,4.689,234.219
3.96339614,1.51404896,22.8974201,1.507,4.689,240
3.96465175,1.51828142,22.9087437,1.507,4.694,245.735
3.96613173,1.51753177,22.9246399,1.507,4.694,251.453
3.96728017,1.51867391,22.9265533,1.507,4.694,257.25
3.96879593,1.51273395,22.9280786,1.507,4.699,263.047
3.96997315,1.51405033,22.9362207,1.507,4.699,268.766
3.97114383,1.51564421,22.9538811,1.507,4.699,274.563
3.97232994,1.51397457,22.9570692,1.507,4.699,280.344
3.97333746,1.5143744,22.9641368,1.507,4.699,286.141
3.9742975,1.51192759,22.9841755,1.507,4.699,291.891
3.97510672,1.5149105,22.9909281,1.507,4.699,297.688
3.97622673,1.51752568,22.998077,1.507,4.705,303.5
3.97749991,1.51234113,22.9974794,1.507,4.705,309.219
3.97829466,1.51463275,23.0033611,1.507,4.705,315.032
3.97929307,1.51461942,23.0190453,1.507,4.705,320.782
3.9802718,1.51583979,23.0270464,1.507,4.71,326.532
3.98092143,1.51672489,23.0382405,1.507,4.71,332.266
3.98199288,1.51647663,23.0421405,1.507,4.71,337.985
3.98287328,1.51713362,23.0613323,1.507,4.71,343.766
3.98347494,1.51648743,23.0614503,1.507,4.71,349.578
3.98443055,1.51698092,23.0781048,1.507,4.71,355.297
3.98541156,1.51451377,23.0802899,1.507,4.71,361.094
3.98605933,1.51490398,23.1036116,1.507,4.716,366.875
3.98692804,1.51661036,23.1077295,1.507,4.716,372.594
3.98760123,1.51705891,23.1124156,1.507,4.716,378.313
3.98868053,1.51764627,23.1162947,1.507,4.716,384.11
3.98930655,1.51313743,23.122438,1.507,4.716,389.828
3.98997124,1.51462533,23.1491789,1.507,4.716,395.61
3.99067571,1.51371428,23.1615937,1.507,4.721,401.422
3.99139416,1.5152944,23.1631076,1.507,4.721,407.141
3.9922941,1.51512484,23.1777218,1.507,4.721,412.922
3.99300301,1.51573514,23.1882285,1.507,4.721,418.735
3.99361835,1.51694573,23.1969912,1.507,4.721,424.438
3.99450795,1.51549697,23.199845,1.507,4.721,430.219
3.99541573,1.51619477,23.2242755,1.507,4.721,436
3.99603648,1.51328942,23.2373749,1.507,4.721,441.703
3.99675034,1.51584981,23.2469483,1.507,4.721,447.469
3.99721988,1.51596444,23.2552211,1.507,4.726,453.266
3.99823866,1.51975642,23.2626935,1.507,4.726,459
3.99885761,1.51630465,23.2756346,1.507,4.726,464.688
3.99954561,1.51489661,23.2927059,1.507,4.726,470.407
4.00042848,1.51871801,23.2973557,1.507,4.726,476.141
4.00099612,1.51456882,23.316248,1.507,4.726,481.891
4.00159542,1.51715939,23.324118,1.507,4.726,487.61
4.0027439,1.5155496,23.3254856,1.507,4.732,493.407
4.00322992,1.51725971,23.347598,1.507,4.732,499.157
4.00381704,1.51652824,23.3590492,1.507,4.732,504.922
4.00439643,1.51443842,23.3691382,1.507,4.732,510.672
4.0054492,1.51480418,23.3751279,1.507,4.732,516.469
4.00612277,1.51568267,23.3865462,1.507,4.732,522.188
4.00699543,1.51640855,23.3988827,1.507,4.737,527.953
4.00782601,1.51587647,23.4137261,1.507,4.737,533.735
4.007863,1.51641249,23.432565,1.507,4.737,539.5
4.00904267,1.51548032,23.4416227,1.507,4.737,545.282
4.00970798,1.51697876,23.4586077,1.507,4.737,551.047
4.01049763,1.51553797,23.4682285,1.507,4.737,556.797
4.01129127,1.51809833,23.4743151,1.507,4.737,562.578
4.01194706,1.51634427,23.4850085,1.507,4.737,568.328
4.01270861,1.51321828,23.4944298,1.507,4.743,574.141
4.01324745,1.51550899,23.5020843,1.507,4.743,579.891
4.01416732,1.51820419,23.5299565,1.507,4.743,585.672
4.01484668,1.5142163,23.523841,1.507,4.743,591.453
4.01548302,1.5183579,23.5435141,1.507,4.743,597.203
4.01606911,1.51742937,23.5586809,1.507,4.743,602.953
4.01691706,1.51285794,23.5762399,1.507,4.743,608.735
4.01776863,1.51621043,23.5880062,1.507,4.748,614.438
4.01825718,1.51616479,23.6052937,1.507,4.748,620.172
4.01925929,1.51522846,23.6137623,1.507,4.748,625.922
4.0199115,1.51381889,23.6255073,1.507,4.748,631.625
4.02063917,1.5124556,23.6352569,1.507,4.748,637.391
4.02152931,1.5151404,23.6543829,1.507,4.748,643.141
4.02211439,1.51592499,23.65715,1.507,4.748,648.891
4.02284769,1.51591471,23.6736422,1.507,4.748,654.657
4.02328247,1.51518181,23.6857342,1.507,4.748,660.375
4.02433121,1.51264522,23.6911474,1.507,4.748,666.141
4.02487976,1.51533723,23.7053734,1.507,4.753,671.891
4.02524054,1.51783244,23.7188251,1.507,4.753,677.688
4.02630007,1.51329724,23.725598,1.507,4.753,683.469
4.02665179,1.51543392,23.7328644,1.507,4.753,689.282
4.0275569,1.51234541,23.7557733,1.507,4.753,695.016
4.02843217,1.51606064,23.761043,1.507,4.753,700.813
4.02907895,1.51428194,23.7806728,1.507,4.753,706.563
