Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step
3.53359494,0.00268176889,33.7817296,0,-0.007,0
3.21025996,-3.64553737,33.7054048,-3.665,1.466,2.469
3.60193949,1.51753644,33.7054368,1.507,4.311,8.657
3.6542385,1.51641509,33.6896686,1.507,4.381,14.688
3.68112595,1.51491181,33.6393307,1.507,4.408,20.75
3.70224933,1.51216198,33.5663397,1.507,4.43,26.813
3.72014103,1.51402872,33.4831036,1.507,4.451,32.922
3.73568577,1.51388812,33.4004444,1.507,4.467,38.969
3.74953016,1.5152853,33.3167543,1.507,4.478,45.016
3.76230034,1.51721212,33.2308713,1.507,4.494,51.047
3.77432551,1.51625425,33.1407282,1.507,4.505,57.125
3.78487198,1.51349796,33.0595924,1.507,4.516,63.141
3.79486106,1.51572413,32.9661648,1.507,4.527,69.172
3.80336018,1.51715284,32.8910395,1.507,4.532,75.188
3.8115046,1.51546222,32.8163578,1.507,4.543,81.203
3.81856923,1.51680228,32.7323889,1.507,4.548,87.235
3.8247684,1.51464558,32.6465442,1.507,4.554,93.313
3.83008421,1.51468557,32.5781351,1.507,4.565,99.328
3.83487023,1.51621539,32.4961932,1.507,4.565,105.344
3.83880718,1.518232,32.4176553,1.507,4.57,111.422
3.84233165,1.51749078,32.3538446,1.507,4.575,117.5
3.84543978,1.51325786,32.2829732,1.507,4.575,123.516
3.84813099,1.51489166,32.2130112,1.507,4.581,129.532
3.85069027,1.51756143,32.1498618,1.507,4.581,135.594
3.85319138,1.51541859,32.0985095,1.507,4.586,141.625
3.85557722,1.51331217,32.0237365,1.507,4.586,147.641
3.85803266,1.51523417,31.9508804,1.507,4.592,153.657
3.8603379,1.50641007,31.8893082,1.507,4.592,159.735
3.86278337,1.51512986,31.8334308,1.507,4.592,165.75
3.86487721,1.51549471,31.7848497,1.507,4.597,171.782
3.86732942,1.51357947,31.733176,1.507,4.597,177.828
3.86948618,1.51580278,31.664775,1.507,4.602,183.844
3.87139082,1.51833487,31.6035655,1.507,4.602,189.86
3.87396221,1.51386181,31.541256,1.507,4.608,195.922
3.87587109,1.51417097,31.495303,1.507,4.608,202
3.87810231,1.51500262,31.4500489,1.507,4.608,208.032
3.88061452,1.5144916,31.3955971,1.507,4.613,214.032
3.88263539,1.51487925,31.3473588,1.507,4.613,220.141
3.88473064,1.51314884,31.2917091,1.507,4.613,226.157
3.88630783,1.51402928,31.2367232,1.507,4.619,232.172
3.8886553,1.51275864,31.1729146,1.507,4.619,238.203
3.89118596,1.51191432,31.1373655,1.507,4.624,244.578
3.89304769,1.51507683,31.0892824,1.507,4.624,250.75
3.89490485,1.51367883,31.0508064,1.507,4.624,256.875
3.89686677,1.51407949,30.9989243,1.507,4.629,263.078
3.89905878,1.51448423,30.93982,1.507,4.629,269.203
3.90119847,1.51383963,30.8872541,1.507,4.629,275.407
3.9030063,1.51799613,30.8485117,1.507,4.635,281.532
3.9052002,1.51620928,30.8061698,1.507,4.635,287.735
