Voltages,Currents,Temperatures,Charge Currents,Charge Voltages,Time step,Capacity,SOH
4.1963631,-0.0015853742,23.876504,0.0006,0,0,1.3236741,0.66183706
4.1958688,-0.0013196046,23.875461,0.0006,4.211,9.36,1.3236741,0.66183706
3.9741861,-2.011586,23.899229,1.9982,2.935,19.485,1.3236741,0.66183706
3.951305,-2.0131593,23.975886,1.998,2.935,28.86,1.3236741,0.66183706
3.9330327,-2.0125916,24.077296,1.998,2.927,38.188,1.3236741,0.66183706
3.9176204,-2.0144452,24.176915,1.998,2.913,47.547,1.3236741,0.66183706
3.9045662,-2.0138454,24.292521,1.998,2.902,56.875,1.3236741,0.66183706
3.8924587,-2.0131597,24.409597,1.998,2.892,66.25,1.3236741,0.66183706
3.8817818,-2.0138819,24.531912,1.998,2.874,75.594,1.3236741,0.66183706
3.8718944,-2.0116259,24.653089,1.998,2.863,84.969,1.3236741,0.66183706
3.8633811,-2.0124429,24.770322,1.998,2.854,94.344,1.3236741,0.66183706
3.8554524,-2.0129203,24.887906,1.998,2.848,103.735,1.3236741,0.66183706
3.8478563,-2.0122968,25.01522,1.998,2.843,113.094,1.3236741,0.66183706
3.8411872,-2.0147222,25.139658,1.998,2.838,122.469,1.3236741,0.66183706
3.8347279,-2.0127949,25.260216,1.998,2.833,131.797,1.3236741,0.66183706
3.8288064,-2.0146317,25.379238,1.998,2.829,141.203,1.3236741,0.66183706
3.8229434,-2.0133317,25.502327,1.998,2.823,150.547,1.3236741,0.66183706
3.8179011,-2.0134503,25.618603,1.998,2.819,159.906,1.3236741,0.66183706
3.8129931,-2.0165753,25.749061,1.998,2.814,169.297,1.3236741,0.66183706
3.808166,-2.0119927,25.867657,1.998,2.809,178.703,1.3236741,0.66183706
3.8036761,-2.0125183,25.994106,1.9982,2.807,188.063,1.3236741,0.66183706
3.7995134,-2.0136132,26.109866,1.998,2.802,197.391,1.3236741,0.66183706
3.7952274,-2.0119977,26.233747,1.998,2.799,206.781,1.3236741,0.66183706
3.7911665,-2.0115252,26.354521,1.998,2.796,216.125,1.3236741,0.66183706
3.7874769,-2.0143122,26.466198,1.998,2.793,225.453,1.3236741,0.66183706
3.7835098,-2.0109821,26.585139,1.998,2.789,234.813,1.3236741,0.66183706
3.7797455,-2.0113791,26.690481,1.998,2.785,244.125,1.3236741,0.66183706
3.7760081,-2.012701,26.819599,1.9982,2.781,253.469,1.3236741,0.66183706
3.772232,-2.0135228,26.94236,1.998,2.778,262.86,1.3236741,0.66183706
3.7686673,-2.008937,27.054614,1.998,2.774,272.25,1.3236741,0.66183706
3.7646035,-2.0114634,27.16153,1.998,2.77,281.594,1.3236741,0.66183706
3.7608217,-2.0134957,27.284278,1.998,2.766,291.063,1.3236741,0.66183706
3.7568803,-2.0144007,27.387746,1.998,2.762,300.453,1.3236741,0.66183706
3.7530874,-2.0135158,27.499176,1.998,2.758,309.86,1.3236741,0.66183706
3.7491842,-2.0113882,27.606527,1.998,2.754,319.25,1.3236741,0.66183706
3.7452475,-2.0124461,27.713794,1.998,2.749,328.625,1.3236741,0.66183706
3.7413807,-2.0130134,27.820067,1.998,2.745,338.016,1.3236741,0.66183706
3.7373205,-2.0095955,27.940959,1.998,2.741,347.36,1.3236741,0.66183706
3.7332472,-2.0131353,28.038568,1.998,2.737,356.719,1.3236741,0.66183706
3.7294947,-2.0105228,28.142318,1.998,2.733,366.094,1.3236741,0.66183706
3.7252598,-2.0139716,28.245487,1.998,2.73,375.469,1.3236741,0.66183706
3.7213988,-2.0126081,28.347643,1.998,2.727,384.813,1.3236741,0.66183706
3.717084,-2.0091635,28.437723,1.998,2.723,394.156,1.3236741,0.66183706
3.7130576,-2.0137693,28.540896,1.998,2.719,403.516,1.3236741,0.66183706
3.7091279,-2.0112732,28.626455,1.998,2.716,412.875,1.3236741,0.66183706
3.7049245,-2.01155,28.714922,1.998,2.713,422.25,1.3236741,0.66183706
3.7008909,-2.0123514,28.802097,1.998,2.709,431.61,1.3236741,0.66183706
3.6968556,-2.0133183,28.879658,1.998,2.705,441,1.3236741,0.66183706
3.6928414,-2.0149946,28.942359,1.998,2.702,450.391,1.3236741,0.66183706
3.688937,-2.011659,29.018296,1.998,2.698,459.75,1.3236741,0.66183706
3.6850801,-2.0103623,29.078538,1.9982,2.695,469.094,1.3236741,0.66183706
3.6810756,-2.0116386,29.145332,1.998,2.691,478.5,1.3236741,0.66183706
3.6773395,-2.012798,29.209484,1.998,2.688,487.891,1.3236741,0.66183706
3.6736706,-2.0115382,29.260255,1.998,2.684,497.266,1.3236741,0.66183706
3.66972,-2.0118247,29.315937,1.998,2.681,506.656,1.3236741,0.66183706
3.6660928,-2.00842,29.358928,1.998,2.678,515.985,1.3236741,0.66183706
3.6626303,-2.0134254,29.412517,1.998,2.675,525.375,1.3236741,0.66183706
3.6590486,-2.0114745,29.449566,1.998,2.671,534.75,1.3236741,0.66183706
3.6552549,-2.0149836,29.487769,1.998,2.668,544.094,1.3236741,0.66183706
3.6518034,-2.0156889,29.519267,1.998,2.665,553.438,1.3236741,0.66183706
3.648343,-2.010128,29.549139,1.998,2.662,562.828,1.3236741,0.66183706
3.6449228,-2.0130428,29.588422,1.998,2.659,572.172,1.3236741,0.66183706
3.6412145,-2.0140114,29.615364,1.998,2.655,581.578,1.3236741,0.66183706
3.6381374,-2.0076914,29.637318,1.9982,2.652,590.906,1.3236741,0.66183706
3.6345528,-2.0138965,29.666567,1.9982,2.65,600.266,1.3236741,0.66183706
3.631401,-2.0156371,29.693794,1.998,2.646,609.641,1.3236741,0.66183706
3.6282027,-2.0155878,29.719828,1.998,2.643,618.969,1.3236741,0.66183706
3.6248681,-2.0132217,29.749105,1.998,2.64,628.344,1.3236741,0.66183706
3.6216498,-2.0147074,29.772971,1.998,2.637,637.75,1.3236741,0.66183706
3.6187775,-2.0141944,29.789875,1.998,2.635,647.141,1.3236741,0.66183706
3.6151908,-2.0138152,29.811081,1.998,2.632,656.485,1.3236741,0.66183706
3.6122455,-2.0128301,29.836526,1.998,2.628,665.813,1.3236741,0.66183706
3.6091114,-2.0137994,29.86154,1.9982,2.626,675.172,1.3236741,0.66183706
3.6057433,-2.0116836,29.888446,1.998,2.623,684.531,1.3236741,0.66183706
3.6028587,-2.0119634,29.912008,1.998,2.62,693.828,1.3236741,0.66183706
3.5997616,-2.0103822,29.944161,1.998,2.617,703.188,1.3236741,0.66183706
3.5964695,-2.0117594,29.97603,1.998,2.614,712.594,1.3236741,0.66183706
3.5934737,-2.0087991,30.020725,1.998,2.611,722,1.3236741,0.66183706
3.5905833,-2.0146019,30.058612,1.998,2.608,731.36,1.3236741,0.66183706
3.5873177,-2.0102334,30.086792,1.998,2.606,740.735,1.3236741,0.66183706
3.5842879,-2.0109673,30.124605,1.998,2.603,750.188,1.3236741,0.66183706
3.5815406,-2.0131013,30.165458,1.998,2.6,759.563,1.3236741,0.66183706
3.578554,-2.0129355,30.199417,1.998,2.597,768.875,1.3236741,0.66183706
3.5754555,-2.0129284,30.242069,1.998,2.594,778.25,1.3236741,0.66183706
3.5727149,-2.0135735,30.294854,1.998,2.591,787.61,1.3236741,0.66183706
3.5696492,-2.0122907,30.326636,1.998,2.589,796.969,1.3236741,0.66183706
3.5667363,-2.0124852,30.369026,1.998,2.586,806.313,1.3236741,0.66183706
3.5638877,-2.0115004,30.417186,1.998,2.583,815.75,1.3236741,0.66183706
3.5611276,-2.0114134,30.461242,1.998,2.58,825.094,1.3236741,0.66183706
3.5581865,-2.0132201,30.503986,1.998,2.578,834.469,1.3236741,0.66183706
3.5554775,-2.012873,30.553566,1.998,2.575,843.844,1.3236741,0.66183706
3.5527965,-2.0125126,30.593732,1.998,2.572,853.203,1.3236741,0.66183706
3.5499213,-2.0138717,30.642809,1.998,2.57,862.563,1.3236741,0.66183706
3.5472044,-2.0143158,30.703077,1.998,2.568,871.891,1.3236741,0.66183706
3.5445901,-2.0125769,30.743815,1.998,2.565,881.297,1.3236741,0.66183706
3.5419106,-2.0120438,30.787162,1.998,2.563,890.656,1.3236741,0.66183706
3.539223,-2.0122955,30.847486,1.9982,2.56,900.078,1.3236741,0.66183706
3.536598,-2.0113989,30.901239,1.998,2.558,909.406,1.3236741,0.66183706
3.5341224,-2.0133136,30.947287,1.9982,2.555,918.797,1.3236741,0.66183706
3.5315418,-2.0136024,30.992931,1.998,2.553,928.141,1.3236741,0.66183706
3.5288634,-2.0140858,31.054388,1.998,2.55,937.516,1.3236741,0.66183706
3.5263573,-2.0123521,31.116192,1.998,2.548,946.938,1.3236741,0.66183706
3.5237085,-2.0114703,31.168055,1.998,2.546,956.297,1.3236741,0.66183706
3.5213638,-2.0104928,31.22386,1.9982,2.543,965.656,1.3236741,0.66183706
3.5191586,-2.0106306,31.264807,1.9982,2.54,975.016,1.3236741,0.66183706
3.516507,-2.0141493,31.326556,1.9982,2.538,984.406,1.3236741,0.66183706
3.5140688,-2.0113446,31.375553,1.9982,2.536,993.719,1.3236741,0.66183706
3.5117246,-2.012864,31.419777,1.9982,2.534,1003.078,1.3236741,0.66183706
